,RANK,AVERAGE_ASSISTS,AVERAGE_BIGDRAGON,AVERAGE_CHAMPIONS,AVERAGE_DEATHS,AVERAGE_KILLS,AVERAGE_MONEY,AVERAGE_SMALLDRAGON,AVERAGE_TIME,AVERAGE_TOWER_FAIL,AVERAGE_TOWER_SUCCESS,BIGDRAGON_RATE,FIRSTBLOODKILL,KDA,MACTH_TIMES,MINUTE_HITS,MINUTE_MONEY,MINUTE_OUTPUT,MINUTE_WARDSKILLED,SMALLDRAGON_RATE,VICTORY_RATE,F_SCORE,TEAM_IMAGE,TEAM_NAME,TOTAL_BIGDRAGON,TOTAL_SMALLDRAGON,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,1,35.6,1.0,81583.3,7.4,14.2,71641.7,3.1,00:38:17,4.1,8.4,67.3,44.4,6.7,16,31.3,1885.3,2146.9,1.4,76.9,81.2,185.1,https://img1.famulei.com/z/5688126/p/191/2115363660266_100X100.png,FW,37,110,1280,267,510,12
1,2,32.8,1.1,79010.9,7.2,12.7,70937.0,2.2,00:38:07,4.4,8.2,71.4,65.6,6.3,15,30.7,1866.8,2079.2,1.4,60.7,73.3,179.3,https://img1.famulei.com/z/5688126/p/191/2115365910173_100X100.png,JT,35,71,1049,231,407,10
2,3,34.5,1.1,74600.1,9.2,13.7,69978.6,2.4,00:37:25,4.6,7.8,67.9,61.1,5.2,16,31.5,1891.3,2016.2,1.5,63.4,75.0,183.5,https://img1.famulei.com/z/5688126/p/191/2115362025898_100X100.png,AHQ,38,85,1243,330,492,10
3,4,32.6,0.8,83944.2,14.4,13.6,68776.9,2.2,00:37:57,6.6,6.1,46.2,48.4,3.2,15,30.9,1858.8,2268.8,1.5,55.6,60.0,181.2,https://img1.famulei.com/z/5688126/p/191/2115364783765_100X100.png,HKA,24,69,1011,446,423,5
4,5,28.6,0.7,72111.8,12.6,10.6,67204.1,1.8,00:38:12,6.8,6.1,39.6,42.9,3.1,14,30.0,1768.5,1897.7,1.5,44.1,28.6,167.9,https://img1.famulei.com/z/0/p/176/0115534999215_100X100.png,FB,19,49,802,352,298,2
5,6,24.7,0.8,74750.6,13.1,9.7,66702.2,1.3,00:38:42,7.8,6.2,46.0,57.1,2.6,14,30.2,1755.3,1967.1,1.4,33.0,28.6,159.0,https://img1.famulei.com/z/2985229/p/181/1216511342852_100X100.png,M17,23,37,692,368,272,2
6,7,18.1,0.4,62045.2,13.8,6.7,58567.0,1.4,00:35:53,8.9,3.7,28.2,34.5,1.8,14,30.7,1673.3,1772.7,1.3,35.1,21.4,139.8,https://img1.famulei.com/z/0/p/176/0112413072731_100X100.png,XG,11,40,525,399,195,2
7,8,17.4,0.2,61940.4,14.6,7.2,57231.0,0.6,00:35:23,9.4,3.6,17.9,42.9,1.6,14,29.9,1635.2,1769.7,1.2,17.5,21.4,137.5,https://img1.famulei.com/z/0/p/176/0115575091808_100X100.png,WS,7,18,486,409,201,0
