,RANK,AVERAGE_ASSISTS,AVERAGE_BIGDRAGON,AVERAGE_CHAMPIONS,AVERAGE_DEATHS,AVERAGE_KILLS,AVERAGE_MONEY,AVERAGE_SMALLDRAGON,AVERAGE_TIME,AVERAGE_TOWER_FAIL,AVERAGE_TOWER_SUCCESS,BIGDRAGON_RATE,FIRSTBLOODKILL,KDA,MACTH_TIMES,MINUTE_HITS,MINUTE_MONEY,MINUTE_OUTPUT,MINUTE_WARDSKILLED,SMALLDRAGON_RATE,VICTORY_RATE,F_SCORE,TEAM_IMAGE,TEAM_NAME,TOTAL_BIGDRAGON,TOTAL_SMALLDRAGON,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,1,39.9,0.7,65154.2,11.6,16.2,68828.1,2.2,00:36:48,4.7,6.9,55.7,53.2,4.8,18,31.0,1911.9,1809.8,1.7,58.7,88.9,183.6,https://img1.famulei.com/z/5688126/p/191/2116133076803_100X100.png,RNG,34,105,1875,546,762,16
1,2,37.1,0.6,61626.9,10.8,14.3,63664.0,2.3,00:33:51,4.3,7.2,56.9,41.7,4.7,19,30.6,1929.2,1867.5,1.7,63.7,68.4,175.7,https://img1.famulei.com/z/5688126/p/191/2116130822405_100X100.png,EDG,29,109,1782,520,688,13
2,3,32.4,0.7,66132.7,11.5,13.2,59075.0,1.8,00:32:26,5.0,5.7,60.4,39.5,3.9,18,30.6,1846.1,2066.6,1.7,50.0,61.1,178.2,https://img1.famulei.com/z/6300992/p/195/2315324930510_100X100.png,JDG,29,76,1395,493,567,11
3,4,30.3,0.8,65920.5,11.2,12.3,67359.9,2.0,00:37:42,5.8,6.2,65.6,57.4,3.8,19,31.1,1820.5,1781.6,1.7,49.5,63.2,165.2,https://img1.famulei.com/z/5688126/p/191/2116135245783_100X100.png,WE,42,109,1637,604,662,12
4,5,33.1,0.7,64131.5,11.8,12.7,62905.7,1.8,00:34:40,5.9,5.9,55.2,51.1,3.8,18,30.9,1850.2,1886.2,1.7,51.2,50.0,171.2,https://img1.famulei.com/z/6300992/p/195/3010222259203_100X100.png,VG,32,84,1555,555,597,9
5,6,36.7,0.5,72714.0,13.7,14.2,67915.2,1.9,00:37:43,6.1,6.6,38.2,41.0,3.7,16,30.2,1835.5,1965.2,1.7,46.6,50.0,178.0,https://img1.famulei.com/z/5688126/p/191/2116132693615_100X100.png,OMG,21,75,1430,533,555,8
6,7,31.3,0.7,69824.1,12.2,12.5,63615.1,1.8,00:35:14,6.0,6.3,53.6,48.8,3.5,17,30.8,1817.6,1995.0,1.5,47.1,47.1,171.5,https://img1.famulei.com/z/6306534/p/195/3010180246279_100X100.png,IG,30,73,1282,499,514,8
7,8,28.5,0.6,70372.4,11.9,11.3,69242.0,1.9,00:38:08,5.7,6.3,50.0,52.2,3.3,18,31.7,1822.2,1851.9,1.8,49.2,61.1,166.7,https://img1.famulei.com/z/6300992/p/195/2210263622033_100X100.png,LNG,29,89,1312,546,518,11
8,9,27.9,0.4,64886.2,13.3,12.2,61004.7,1.5,00:34:49,6.7,5.4,37.0,61.5,3.0,16,30.5,1794.3,1908.4,1.5,46.2,25.0,163.2,https://img1.famulei.com/z/0/p/1612/2915444575954_100X100.png,EPA,17,60,1090,519,475,4
9,10,26.6,0.5,67330.0,12.6,11.7,61957.6,1.6,00:34:14,5.5,5.9,45.0,38.5,3.0,17,31.1,1822.3,1980.3,1.7,48.5,47.1,166.4,https://img1.famulei.com/z/6300992/p/195/2210360410675_100X100.png,LGD,18,63,1037,493,456,8
10,11,20.0,0.3,61638.8,15.0,8.8,59009.4,1.4,00:35:21,7.7,3.6,27.5,38.9,1.9,16,30.4,1686.0,1761.1,1.6,40.0,18.8,145.6,https://img1.famulei.com/z/0/p/1612/2915445367852_100X100.png,M3,11,52,719,540,318,3
11,12,21.9,0.3,51667.0,16.7,8.8,52574.2,1.7,00:31:57,7.9,3.1,38.1,39.1,1.8,16,29.9,1695.9,1666.7,1.5,52.7,6.2,137.1,https://img1.famulei.com/z/0/p/1612/2915450137704_100X100.png,HYG,8,39,503,385,203,1
12,13,22.5,0.6,62930.9,18.0,8.7,59534.1,1.0,00:35:41,9.1,3.2,42.9,30.0,1.7,0,29.8,1701.0,1798.0,1.4,24.4,0.0,144.1,https://img1.famulei.com/z/0/p/1612/2915435789273_100X100.png,SAT,6,10,225,180,87,0
