,RANK,AVERAGE_ASSISTS,AVERAGE_BIGDRAGON,AVERAGE_CHAMPIONS,AVERAGE_DEATHS,AVERAGE_KILLS,AVERAGE_MONEY,AVERAGE_SMALLDRAGON,AVERAGE_TIME,AVERAGE_TOWER_FAIL,AVERAGE_TOWER_SUCCESS,BIGDRAGON_RATE,FIRSTBLOODKILL,KDA,MACTH_TIMES,MINUTE_HITS,MINUTE_MONEY,MINUTE_OUTPUT,MINUTE_WARDSKILLED,SMALLDRAGON_RATE,VICTORY_RATE,F_SCORE,TEAM_IMAGE,TEAM_NAME,TOTAL_BIGDRAGON,TOTAL_SMALLDRAGON,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,1,36.9,0.9,71011.6,9.2,14.8,65207.6,1.8,0:33:53,3.8,8.4,74.1,77.8,5.6,19,31.4,1976,2151.9,1.5,50,84.2,188,https://img1.famulei.com/z/5688126/p/191/2116101827686_100X100.png,HLE,40,79,1659,415,667,16
1,2,31.1,0.8,77957,8.8,12.4,69628,2.4,0:37:13,5.1,7.7,57.4,44.2,4.9,21,32.2,1881.8,2106.9,1.7,58.1,71.4,182.2,https://img1.famulei.com/z/6300992/p/196/0515113293795_100X100.png,SKT,39,125,1619,459,646,15
2,3,33.2,0.6,76885,11.1,12.6,68944.1,2.3,0:38:04,5.6,6.6,49.1,47.8,4.1,19,30.8,1814.3,2023.3,1.9,53.6,68.4,181,https://img1.famulei.com/z/5688126/p/191/2116102854228_100X100.png,KT,26,105,1527,509,579,13
3,4,26.4,0.8,75644.3,8.9,10,72046.4,2.4,0:41:04,6.9,6.3,48.7,50,4,20,30.9,1757.2,1845,1.8,50.2,55,164,https://img1.famulei.com/z/5688126/p/191/2116102328857_100X100.png,JAG,37,115,1266,428,479,11
4,5,23.8,0.6,69517.3,9.4,9.3,65972,2,0:36:45,6,6.2,57.1,38.6,3.5,18,32.6,1832.6,1931,1.8,48.6,55.6,161.7,https://img1.famulei.com/z/5688126/p/191/2116100941063_100X100.png,GEN,28,88,1046,414,409,10
5,6,29,0.7,69465,11.5,11,66121.2,2.3,0:36:20,6,6.5,50,58.3,3.4,19,31.4,1836.7,1929.6,1.7,54.6,52.6,167.5,https://img1.famulei.com/z/5688126/p/191/2116084878097_100X100.png,AF,34,112,1392,552,526,10
6,7,24.6,0.7,75481.3,10,10.1,71650.2,2.1,0:39:02,6.1,6.9,53.4,60.5,3.4,18,31.8,1837.2,1935.4,1.8,50.3,44.4,164.5,https://img1.famulei.com/z/5688126/p/191/2116103381538_100X100.png,KZ,31,92,1056,429,434,8
7,8,27.4,0.7,78082.5,11.7,10.1,71539.8,1.9,0:40:36,7.5,5.8,49.3,41.3,3.1,18,31.3,1788.5,1952.1,1.8,40.1,44.4,165,https://img1.famulei.com/z/0/p/1612/2915473790784_100X100.png,CJ,33,87,1260,540,463,8
8,9,18.2,0.5,62215.4,12.6,7,61755.1,1.9,0:37:16,8.2,4.1,36.4,39,2,18,30.8,1669.1,1681.5,1.8,45.7,11.1,141.9,https://img1.famulei.com/z/0/p/1612/2915512583669_100X100.png,SBE,20,79,745,516,288,2
9,10,18.9,0.3,67434.1,13.2,7.6,62518.6,2,0:37:43,8.3,4.1,25.9,44.2,2,18,30.5,1689.7,1822.5,1.6,48.1,5.6,143.4,https://img1.famulei.com/z/0/p/171/1115433184967_100X100.png,KDM,15,88,811,566,326,1
