,RANK,AVERAGE_ASSISTS,AVERAGE_BIGDRAGON,AVERAGE_CHAMPIONS,AVERAGE_DEATHS,AVERAGE_KILLS,AVERAGE_MONEY,AVERAGE_SMALLDRAGON,AVERAGE_TIME,AVERAGE_TOWER_FAIL,AVERAGE_TOWER_SUCCESS,BIGDRAGON_RATE,FIRSTBLOODKILL,KDA,MACTH_TIMES,MINUTE_HITS,MINUTE_MONEY,MINUTE_OUTPUT,MINUTE_WARDSKILLED,SMALLDRAGON_RATE,VICTORY_RATE,F_SCORE,TEAM_IMAGE,TEAM_NAME,TOTAL_BIGDRAGON,TOTAL_SMALLDRAGON,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,1,31.9,1.2,70678.5,5.7,12.8,65648.3,1.8,00:33:54,2.9,8.7,75.5,58.8,7.8,15,37.2,1989.3,2141.8,1.9,60.0,93.3,194.3,https://img1.famulei.com/z/5688126/p/191/2115363660266_100X100.png,FW,40,60,1086,193,435,14
1,2,30.7,1.0,70038.5,9.3,11.8,67612.8,1.8,00:36:28,4.9,7.4,57.1,40.5,4.5,16,36.5,1878.1,1945.5,1.9,53.7,81.2,185.6,https://img1.famulei.com/z/5688126/p/191/2115364226408_100X100.png,GRX,36,66,1137,343,435,13
2,3,24.0,1.0,73973.6,10.3,10.0,67742.9,1.7,00:38:10,7.0,5.6,52.6,52.4,3.3,16,34.9,1782.7,1946.7,1.7,47.0,43.8,169.7,https://img1.famulei.com/z/5688126/p/191/2115370440695_100X100.png,MAD,40,71,1008,431,419,7
3,4,23.7,1.0,74143.6,9.9,9.3,70766.2,1.8,00:39:03,6.3,6.3,51.7,53.3,3.3,14,36.5,1814.5,1901.1,2.3,48.7,35.7,173.2,https://img1.famulei.com/z/5688126/p/191/2115362025898_100X100.png,AHQ,30,55,712,297,279,5
4,5,22.9,0.8,80501.9,10.1,10.0,70755.9,2.1,00:39:15,5.9,6.4,43.5,36.1,3.2,15,35.8,1814.3,2064.2,2.0,54.4,53.3,173.8,https://img1.famulei.com/z/2985229/p/181/1216511342852_100X100.png,M17,30,74,823,364,361,8
5,6,23.8,0.8,72891.3,11.3,9.1,66672.5,1.6,00:37:35,6.4,5.5,47.3,42.4,2.9,14,35.8,1802.0,1970.0,1.7,46.6,42.9,163.7,https://img1.famulei.com/z/5688126/p/191/2115365910173_100X100.png,JT,26,54,785,372,301,6
6,7,21.0,0.6,71404.9,11.8,8.8,62981.7,1.9,00:36:00,7.1,4.8,41.5,60.0,2.5,14,35.3,1749.5,1983.5,2.0,53.7,21.4,164.1,https://img1.famulei.com/z/5688126/p/191/2115364783765_100X100.png,HKA,22,65,736,413,308,3
7,8,22.5,0.6,74021.5,13.0,8.9,63180.1,1.2,00:37:23,8.2,3.7,32.8,58.1,2.4,14,34.2,1707.6,2000.6,1.8,35.3,21.4,167.7,https://img1.famulei.com/z/2985229/p/181/1216493322773_100X100.png,AFR,20,36,696,404,277,3
