,RANK,AVERAGE_ASSISTS,AVERAGE_BIGDRAGON,AVERAGE_CHAMPIONS,AVERAGE_DEATHS,AVERAGE_KILLS,AVERAGE_MONEY,AVERAGE_SMALLDRAGON,AVERAGE_TIME,AVERAGE_TOWER_FAIL,AVERAGE_TOWER_SUCCESS,BIGDRAGON_RATE,FIRSTBLOODKILL,KDA,MACTH_TIMES,MINUTE_HITS,MINUTE_MONEY,MINUTE_OUTPUT,MINUTE_WARDSKILLED,SMALLDRAGON_RATE,VICTORY_RATE,F_SCORE,TEAM_IMAGE,TEAM_NAME,TOTAL_BIGDRAGON,TOTAL_SMALLDRAGON,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,1,29.6,0.9,64024.1,7.7,10.9,62415.6,2.4,00:33:20,4.5,7.3,64.3,50.0,5.2,23,36.7,1891.4,1940.1,1.7,65.5,65.2,174.8,https://img1.famulei.com/z/554377/p/195/1418252471762_100X100.png,TL,27,72,888,231,328,15
1,2,25.8,1.0,79463.1,8.5,10.1,71415.9,2.5,00:38:18,5.2,7.7,50.0,58.3,4.2,21,36.6,1879.4,2091.1,1.5,61.2,61.9,168.4,https://img1.famulei.com/z/5688126/p/191/2115455718930_100X100.png,TSM,24,60,619,203,242,13
2,3,24.4,1.0,71799.0,8.7,9.4,67795.4,2.1,00:38:28,6.0,6.8,52.8,70.4,3.8,21,34.8,1784.1,1889.4,1.9,50.9,66.7,165.9,https://img1.famulei.com/z/5688126/p/191/2115451735726_100X100.png,100,28,57,658,234,253,14
3,4,21.8,0.9,67762.7,8.2,8.6,64632.6,2.0,00:36:40,6.4,5.8,54.7,21.9,3.6,23,35.5,1795.3,1882.3,1.7,50.4,52.2,157.7,https://img1.famulei.com/z/5688126/p/191/2115452728861_100X100.png,CG,29,63,697,263,275,12
4,5,27.5,1.0,77274.4,10.4,10.7,68239.3,1.8,00:37:10,5.6,6.9,56.4,52.2,3.6,21,36.3,1844.3,2088.5,1.7,45.6,57.1,176.1,https://img1.famulei.com/z/5688126/p/191/2115452229435_100X100.png,C9,22,41,633,239,245,12
5,6,29.8,0.9,78304.5,11.4,12.1,65086.3,2.0,00:35:00,5.5,6.8,51.1,57.7,3.6,21,35.8,1859.6,2237.3,1.5,56.4,61.9,183.2,https://img1.famulei.com/z/5688126/p/191/2115454032532_100X100.png,FOX,24,53,774,296,315,13
6,7,28.3,0.6,83673.6,11.8,10.4,66995.9,1.8,00:38:12,7.8,5.4,31.4,61.1,3.2,18,34.3,1763.0,2201.9,1.7,45.1,38.9,180.1,https://img1.famulei.com/z/5688126/p/191/2115453183129_100X100.png,CLG,11,32,510,212,188,7
7,8,25.0,0.9,77491.9,12.1,8.7,69242.2,1.7,00:39:35,7.9,5.1,42.5,38.9,2.7,18,35.3,1775.4,1987.0,1.7,39.5,33.3,165.6,https://img1.famulei.com/z/5688126/p/191/2115453610358_100X100.png,FLY,17,30,450,217,156,6
8,9,23.1,0.7,72180.3,12.2,8.7,62974.2,1.3,00:36:42,8.4,4.1,40.6,38.9,2.6,18,35.2,1749.3,2005.0,1.5,35.4,22.2,164.0,https://img1.famulei.com/z/5688126/p/193/0617160741383_100X100.png,GGS,13,23,416,219,156,4
9,10,20.0,1.0,69121.2,11.0,8.6,66812.6,1.5,00:39:10,7.4,5.1,48.6,55.6,2.5,18,33.4,1713.1,1772.3,1.7,36.0,27.8,153.7,https://img1.famulei.com/z/5688126/p/191/2115454898749_100X100.png,OPT,18,27,360,198,154,5
