,RANK,AVERAGE_ASSISTS,AVERAGE_BIGDRAGON,AVERAGE_CHAMPIONS,AVERAGE_DEATHS,AVERAGE_KILLS,AVERAGE_MONEY,AVERAGE_SMALLDRAGON,AVERAGE_TIME,AVERAGE_TOWER_FAIL,AVERAGE_TOWER_SUCCESS,BIGDRAGON_RATE,FIRSTBLOODKILL,KDA,MACTH_TIMES,MINUTE_HITS,MINUTE_MONEY,MINUTE_OUTPUT,MINUTE_WARDSKILLED,SMALLDRAGON_RATE,VICTORY_RATE,F_SCORE,TEAM_IMAGE,TEAM_NAME,TOTAL_BIGDRAGON,TOTAL_SMALLDRAGON,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,1,38.9,0.5,66258.8,8.3,15.8,61058.1,1.9,00:33:06,4.3,7.7,51.4,64.7,6.5,16,29.2,1850.2,2007.8,1.5,57.0,75.0,186.0,https://img1.famulei.com/z/5688126/p/191/2115363660266_100X100.png,FW,18,65,1322,283,538,11
1,2,31.9,0.7,65593.5,7.8,12.3,64054.7,1.7,00:35:31,4.7,7.3,62.2,60.6,5.6,15,30.3,1830.1,1874.1,1.7,48.2,66.7,171.9,https://img1.famulei.com/z/5688126/p/191/2115365910173_100X100.png,JT,23,55,1053,258,406,7
2,3,33.3,0.9,75075.9,9.4,14.1,65517.2,2.3,00:34:38,3.8,8.5,75.0,45.2,5.0,15,31.0,1927.0,2208.1,1.7,61.7,86.7,184.2,https://img1.famulei.com/z/5688126/p/191/2115362025898_100X100.png,AHQ,27,71,1033,291,437,12
3,4,33.6,0.7,67556.0,11.6,13.7,62787.2,2.7,00:34:52,5.5,7.1,61.3,46.4,4.0,14,28.8,1846.7,1986.9,1.6,67.3,42.9,177.9,https://img1.famulei.com/z/5688126/p/191/2115364783765_100X100.png,HKA,19,76,940,325,383,4
4,5,24.9,0.6,63707.1,10.9,10.2,64839.9,1.9,00:37:03,6.1,6.1,51.2,61.1,3.2,16,30.2,1752.4,1721.8,1.7,49.3,50.0,160.0,https://img1.famulei.com/z/2985229/p/181/1216511342852_100X100.png,M17,22,69,895,393,368,6
5,6,23.7,0.5,63373.9,13.6,9.1,59465.5,1.6,00:34:57,7.1,4.8,40.0,35.7,2.4,14,31.0,1749.0,1863.9,1.5,42.3,35.7,150.5,https://img1.famulei.com/z/0/p/176/0115534999215_100X100.png,FB,14,44,663,381,255,3
6,7,26.9,0.4,75232.8,16.2,11.2,59829.9,1.8,00:36:07,7.3,4.7,28.2,42.9,2.3,14,28.1,1661.9,2089.8,1.5,46.4,28.6,165.6,https://img1.famulei.com/z/0/p/176/0112413072731_100X100.png,XG,11,51,752,454,314,2
7,8,13.2,0.1,42423.7,17.6,6.1,43444.2,0.4,00:28:58,10.0,1.0,16.7,35.7,1.0,14,28.4,1551.6,1515.1,1.1,15.8,7.1,117.3,https://img1.famulei.com/z/0/p/176/0112354540038_100X100.png,CGE,3,12,369,493,172,0
