,Unnamed: 0,RANK,AVERAGE_ASSISTS,AVERAGE_DEATHS,AVERAGE_KILLS,DAMAGEDEALT_RATE,DAMAGETAKEN_RATE,KDA,MINUTE_DAMAGEDEALT,MINUTE_DAMAGETAKEN,MINUTE_ECONOMIC,MINUTE_HITS,MINUTE_WARDKILLED,MINUTE_WARDSPLACED,MVP,OFFERED_RATE,VICTORY_RATE,PLAYS_TIMES,F_SCORE,PLAYER_IMAGE,PLAYER_NAME,PLAYER_CHINESE_NAME,POSITION,TEAM_NAME,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,0,1,3.5,1.3,3.1,27.2,15.2,5.0,474.1,413.7,9.7,9.7,0.2,0.5,3,68.7,58.1,31,31.0,http://img1.famulei.com/z/0/p/177/2215050321898_100X100.png,Nisqy,Yasin Dincer,中单,SPY,110,41,97,18
1,1,2,5.0,1.7,3.7,33.0,18.8,4.9,687.7,437.6,9.9,9.9,0.2,0.4,4,69.9,80.0,25,38.5,http://img1.famulei.com/z/0/p/171/2013084828777_100X100.png,Caps,Rasmus Winther,中单,FNC,125,44,94,20
2,2,3,4.7,1.7,2.9,26.0,15.3,4.3,510.1,380.9,8.7,8.7,0.2,0.4,1,72.2,44.4,18,30.9,http://img1.famulei.com/z/0/p/1610/1218152588942_100X100.png,Sencux,Chres Laursen,中单,MSF,85,32,53,8
3,3,4,4.3,1.6,2.6,25.5,14.9,4.2,556.0,423.1,10.3,10.3,0.2,0.4,2,77.7,52.9,17,32.2,http://img1.famulei.com/z/0/p/1612/2914222129913_100X100.png,Selfie,Marcin Wolski,中单,,74,28,45,9
4,4,5,3.7,1.5,2.7,30.7,13.0,4.1,599.3,399.0,9.5,9.5,0.2,0.5,2,71.3,38.9,18,31.8,http://img1.famulei.com/z/0/p/176/0816260758818_100X100.png,Nukeduck,Erlend Våtevik Holm,中单,S04,67,28,50,7
5,5,6,3.5,1.6,2.9,28.5,15.7,4.0,524.2,413.6,10.0,10.0,0.2,0.5,1,80.1,38.1,21,31.3,http://img1.famulei.com/z/0/p/1612/2811370083125_100X100.png,Blanc,Sung-min Jin,中单,ROC,75,34,62,8
6,6,7,3.8,2.3,3.0,30.9,16.1,2.9,602.5,409.6,9.5,9.5,0.2,0.6,3,73.4,50.0,32,33.9,http://img1.famulei.com/z/5693983/p/181/1618180542216_100X100.png,Jiizuké,Daniele di Mauro,中单,Vitality,123,75,96,16
7,7,8,3.8,2.3,2.6,32.2,16.4,2.7,584.6,404.5,9.7,9.7,0.2,0.4,2,68.0,38.9,18,31.4,http://img1.famulei.com/z/0/p/1612/1616523365436_100X100.png,Betsy,Felix Edling,中单,GIA,70,42,47,7
8,8,9,4.1,2.8,3.1,31.6,19.1,2.5,614.0,407.7,9.6,9.6,0.2,0.5,1,73.7,33.3,18,35.4,http://img1.famulei.com/z/0/p/1612/1618075680864_100X100.png,Exileh,Fabian Schubert,中单,UOL,75,51,57,6
