,Unnamed: 0,RANK,AVERAGE_ASSISTS,AVERAGE_DEATHS,AVERAGE_KILLS,DAMAGEDEALT_RATE,DAMAGETAKEN_RATE,KDA,MINUTE_DAMAGEDEALT,MINUTE_DAMAGETAKEN,MINUTE_ECONOMIC,MINUTE_HITS,MINUTE_WARDKILLED,MINUTE_WARDSPLACED,MVP,OFFERED_RATE,VICTORY_RATE,PLAYS_TIMES,F_SCORE,PLAYER_IMAGE,PLAYER_NAME,PLAYER_CHINESE_NAME,POSITION,TEAM_NAME,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,0,1,6.6,1.5,0.4,6.9,11.5,4.5,123.2,247.7,1.3,1.3,0.3,1.5,2,70.9,59.4,32,28.7,http://img1.famulei.com/z/0/p/176/0816270192340_100X100.png,KaSing,Raymond Tsang,辅助,SPY,212,50,13,19
1,1,2,7.9,2.1,0.4,5.4,14.8,3.9,114.8,248.5,1.6,1.6,0.3,1.6,3,75.5,57.7,26,31.7,http://img1.famulei.com/z/0/p/171/2210534019751_100X100.png,Wadid,Kim Bae-in,辅助,G2,207,56,12,15
2,2,3,8.0,2.3,0.5,6.8,16.3,3.7,142.3,261.8,1.3,1.3,0.2,1.4,0,69.0,80.0,25,30.2,http://img1.famulei.com/z/0/p/1612/1914230840671_100X100.png,Hylissang,Zdravets Galabov,辅助,FNC,202,58,14,20
3,3,4,8.0,2.5,0.4,7.4,17.1,3.4,145.7,260.4,1.9,1.9,0.4,1.9,0,80.1,44.4,18,36.1,http://img1.famulei.com/z/0/p/1610/1218183276600_100X100.png,Mikyx,Mihael Mehle,辅助,MSF,145,45,8,8
4,4,5,5.8,2.1,0.6,7.5,15.4,3.0,138.5,254.7,1.9,1.9,0.4,1.6,2,78.9,38.1,21,31.0,http://img1.famulei.com/z/5693983/p/181/1618141978718_100X100.png,Norskeren,Tore Hoel Eilertsen,辅助,ROC,122,45,13,8
5,5,6,6.2,2.4,0.9,8.9,14.2,2.9,161.7,252.3,1.7,1.7,0.3,1.3,0,75.5,38.9,18,28.7,http://img1.famulei.com/z/5693983/p/181/1617520483577_100X100.png,Targamas,Raphaël Crabbé,辅助,GIA,113,44,17,7
6,6,7,6.2,2.3,0.4,7.4,14.1,2.8,142.1,260.2,2.4,2.4,0.2,1.3,0,77.0,50.0,17,27.6,http://img1.famulei.com/z/0/p/1610/1214321662099_100X100.png,Vander,Oskar Bogdan,ADC,S04,107,40,7,6
7,7,8,5.7,2.1,0.3,6.4,13.5,2.7,131.1,244.7,1.6,1.6,0.4,1.8,0,78.9,43.5,23,31.3,http://img1.famulei.com/z/5693983/p/181/1618043727897_100X100.png,promisq,Hampus Mikael Abrahamsson,辅助,H2K,132,50,7,10
8,8,9,6.8,2.8,0.5,6.6,16.6,2.6,129.0,245.0,1.5,1.5,0.4,1.6,0,74.3,33.3,18,32.2,http://img1.famulei.com/z/0/p/172/2116485391170_100X100.png,Totoro,Jong-sup Eun,辅助,UOL,124,51,9,6
9,9,10,6.5,3.0,0.5,6.9,18.9,2.3,108.3,267.6,2.5,2.5,0.3,1.4,1,73.6,50.0,2,28.8,https://img1.famulei.com/z/3046263/p/181/2011573910929_100X100.png,Boris,Mitch Voorspoels,辅助,S04,13,6,1,1
10,10,11,5.5,2.5,0.4,6.3,15.9,2.3,123.6,242.3,1.3,1.3,0.2,1.5,1,64.4,50.0,32,27.4,http://img1.famulei.com/z/5693983/p/181/1618233768092_100X100.png,Jactroll,Jakub Skurzyński,辅助,Vitality,179,81,13,16
