,Unnamed: 0,RANK,AVERAGE_ASSISTS,AVERAGE_DEATHS,AVERAGE_KILLS,DAMAGEDEALT_RATE,DAMAGETAKEN_RATE,KDA,MINUTE_DAMAGEDEALT,MINUTE_DAMAGETAKEN,MINUTE_ECONOMIC,MINUTE_HITS,MINUTE_WARDKILLED,MINUTE_WARDSPLACED,MVP,OFFERED_RATE,VICTORY_RATE,PLAYS_TIMES,F_SCORE,PLAYER_IMAGE,PLAYER_NAME,PLAYER_CHINESE_NAME,POSITION,TEAM_NAME,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,0,1,10.1,2.3,1.0,10.0,12.5,4.6,207.5,276.2,0.7,0.7,0.4,1.4,5,73.6,74.4,39,36.9,http://img1.famulei.com/z/0/p/176/0610455638186_100X100.png,Ben,ÄÏ¶«ÏÍ,¸¨Öú,WE,395,93,41,29
1,1,2,8.8,2.0,0.8,7.6,13.0,4.6,146.3,259.1,0.9,0.9,0.4,1.4,1,73.4,50.0,12,32.5,http://img1.famulei.com/z/0/p/176/0611284894313_100X100.png,Cloud,ºúÕñÍþ,¸¨Öú,QG,106,25,10,6
2,2,3,7.9,1.9,0.9,9.1,15.0,4.5,171.8,268.0,0.8,0.8,0.4,1.5,4,65.5,63.0,46,33.3,http://img1.famulei.com/z/0/p/172/2112114533487_100X100.png,Ming,Ê·É­Ã÷,¸¨Öú,RNG,364,90,43,29
3,3,4,9.2,2.4,1.4,13.6,14.5,4.4,282.4,285.1,0.9,0.9,0.4,1.5,9,73.1,63.5,52,37.9,http://img1.famulei.com/z/0/p/176/0623454382003_100X100.png,meiko,ÌïÒ°,¸¨Öú,EDG,481,126,75,33
4,4,5,9.9,2.5,1.0,10.6,13.7,4.2,224.4,271.8,1.0,1.0,0.5,1.5,9,69.2,50.0,42,36.7,http://img1.famulei.com/z/2733194/p/171/1217331384252_100X100.png,Megan,ÍõÁøôà,¸¨Öú,iG,417,109,45,21
5,5,6,8.4,2.4,0.6,11.9,13.3,3.7,190.4,258.8,1.0,1.0,0.4,1.4,1,72.5,40.0,5,31.0,http://img1.famulei.com/z/1988533/p/172/2111081481995_100X100.png,Zero,Òü¾°ÛÆ,¸¨Öú,WE,42,12,3,2
6,6,7,8.1,2.3,0.6,6.7,13.6,3.7,128.3,257.3,0.8,0.8,0.5,1.6,0,75.7,33.3,6,33.8,http://img1.famulei.com/z/0/p/172/2111033270851_100X100.png,Caveman,¶ÎµÂÁ¼,¸¨Öú,VG,49,14,4,2
7,7,8,8.0,2.4,0.6,5.3,14.7,3.5,105.0,254.7,0.9,0.9,0.4,1.7,2,67.8,60.0,20,33.1,http://img1.famulei.com/z/0/p/172/2110252145572_100X100.png,Ali,ÁõÐñ¶«,¸¨Öú,QG,161,49,12,12
8,8,9,9.6,3.4,1.0,12.7,14.4,3.1,255.7,274.9,0.7,0.7,0.4,1.4,5,72.9,51.0,51,36.0,http://img1.famulei.com/z/0/p/172/2111281982829_100X100.png,Five,ÁõÊ±Óê,¸¨Öú,OMG,494,176,56,26
9,9,10,9.1,3.2,1.0,10.6,16.3,3.1,237.7,282.9,1.3,1.3,0.6,1.3,3,73.8,51.4,35,36.1,http://img1.famulei.com/z/0/p/172/2112073820355_100X100.png,Road,Yun Han-gil,¸¨Öú,IM,320,114,36,18
10,10,11,7.9,2.7,0.5,8.7,13.6,3.0,163.8,249.5,0.7,0.7,0.4,1.4,0,67.9,38.5,13,30.7,http://img1.famulei.com/z/0/p/176/0611095794620_100X100.png,Starlight,Starlight,¸¨Öú,IM,103,36,7,5
11,11,12,7.6,2.8,0.6,9.0,13.6,2.8,179.8,262.7,0.8,0.8,0.4,1.6,3,65.1,48.7,39,32.3,http://img1.famulei.com/z/0/p/172/2110523686781_100X100.png,Mor,ÕÅºêÎ°,¸¨Öú,NB,299,112,24,19
12,12,13,6.4,2.7,0.6,10.6,13.5,2.6,192.7,250.1,0.8,0.8,0.3,1.2,1,67.7,36.7,30,28.0,http://img1.famulei.com/z/0/p/172/2110573852975_100X100.png,Hetong,Íõ±ó,¸¨Öú,VG,194,82,20,11
13,13,14,7.2,3.0,0.4,5.9,17.3,2.5,105.7,256.5,1.0,1.0,0.2,1.4,0,64.4,50.0,10,28.9,http://img1.famulei.com/z/0/p/174/0618082191627_100X100.png,Deceit,Deceit,¸¨Öú,QG,72,30,4,5
14,14,15,7.3,3.3,0.8,10.2,13.8,2.4,196.5,261.9,0.8,0.8,0.5,1.5,4,65.5,36.8,38,32.9,http://img1.famulei.com/z/0/p/172/2111421643217_100X100.png,Pyl,³Â²©,¸¨Öú,LGD,281,127,33,14
15,15,16,8.2,4.2,0.5,9.0,17.5,2.0,198.9,258.2,1.0,1.0,0.4,1.4,0,66.8,36.4,11,32.9,http://img1.famulei.com/z/0/p/176/0611133897664_100X100.png,Mo,²Ì²¨,¸¨Öú,Snake,91,47,6,4
16,16,17,7.6,4.6,1.3,10.0,13.8,1.9,222.8,270.4,0.9,0.9,0.3,1.3,0,56.2,66.7,3,31.2,http://img1.famulei.com/z/0/p/172/2110364456800_100X100.png,Soul,ÖÜ·ã,¸¨Öú,GT,23,14,4,2
17,17,18,5.4,3.4,0.6,10.8,13.8,1.7,153.1,243.0,0.9,0.9,0.4,1.3,0,63.9,22.2,9,26.9,http://img1.famulei.com/z/0/p/176/0611322322412_100X100.png,Pinus,ÁõÇàËÉ,¸¨Öú,NB,49,31,6,2
18,18,19,5.3,4.1,0.7,9.0,15.6,1.4,170.7,245.4,0.9,0.9,0.3,1.4,0,54.7,25.7,35,28.1,http://img1.famulei.com/z/1994475/p/172/2110350669654_100X100.png,Savoki,½ðå°,¸¨Öú,GT,188,146,26,9
19,19,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.0,http://img1.famulei.com/z/0/p/174/2521113592949_100X100.png,XD,XD,¸¨Öú,JAG,0,0,0,1
