,Unnamed: 0,RANK,AVERAGE_ASSISTS,AVERAGE_DEATHS,AVERAGE_KILLS,DAMAGEDEALT_RATE,DAMAGETAKEN_RATE,KDA,MINUTE_DAMAGEDEALT,MINUTE_DAMAGETAKEN,MINUTE_ECONOMIC,MINUTE_HITS,MINUTE_WARDKILLED,MINUTE_WARDSPLACED,MVP,OFFERED_RATE,VICTORY_RATE,PLAYS_TIMES,F_SCORE,PLAYER_IMAGE,PLAYER_NAME,PLAYER_CHINESE_NAME,POSITION,TEAM_NAME,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,0,1,13.0,2.0,3.0,11.7,34.1,8.0,258.6,335.0,4.9,4.9,0.1,0.2,1,88.8,100.0,1,42.4,https://img1.famulei.com/z/3046263/p/193/2512480167358_100X100.png,Maxi,Magnus Kristensen,打野,FLY,13,2,3,1
1,1,2,6.7,1.8,2.0,12.5,33.6,4.6,250.1,334.4,5.4,5.4,0.3,0.7,7,66.8,76.9,26,36.4,https://img1.famulei.com/z/5688126/p/191/2317142357818_100X100.png,Xmithie,Jake Puchero,打野,TL,175,49,53,20
2,2,3,5.3,1.6,2.0,14.3,30.2,4.3,229.1,321.2,5.2,5.2,0.4,0.5,5,75.0,46.2,26,31.9,https://img1.famulei.com/z/5688126/p/191/2219340673377_100X100.png,Santorin,Lucas Tao Kilmer Larsen,打野,FLY,139,44,53,12
3,3,4,7.0,2.5,3.0,24.5,33.8,4.0,413.2,359.7,5.3,5.3,0.2,0.6,0,71.4,100.0,2,39.9,https://img1.famulei.com/z/5688126/p/191/1513572015133_100X100.png,blaber,Robert Huang,打野,C9,14,5,6,2
4,4,5,5.6,2.5,2.6,12.9,30.9,3.2,251.7,337.1,5.2,5.2,0.4,0.4,5,67.2,65.6,32,33.4,https://img1.famulei.com/z/0/p/175/2518060478204_100X100.png,Akaadian,Matthew Higginbotham,打野,TSM,181,83,86,21
5,5,6,6.3,2.7,2.5,14.1,31.8,3.2,298.5,337.1,5.2,5.2,0.3,0.4,4,69.5,66.7,21,35.8,https://img1.famulei.com/z/5688126/p/191/2218383039003_100X100.png,Svenskeren,Dennis Johnsen,打野,C9,134,58,53,14
6,6,7,5.1,2.3,1.8,14.6,29.7,3.0,263.0,310.2,4.8,4.8,0.3,0.5,2,66.6,50.0,6,31.9,https://img1.famulei.com/z/0/p/175/2522072755945_100X100.png,Dardoch,Joshua Hartnett,打野,F/A,31,14,11,3
7,7,8,5.0,2.6,2.0,12.1,28.1,2.6,218.3,318.0,5.3,5.3,0.4,0.8,2,69.2,27.8,18,33.0,https://img1.famulei.com/z/5688126/p/191/2219163395097_100X100.png,LirA,Tae-yoo Nam,打野,CG,90,47,36,5
8,8,9,6.7,3.3,1.3,11.9,29.5,2.3,219.5,304.4,4.7,4.7,0.3,0.3,2,74.8,50.0,18,29.1,https://img1.famulei.com/z/5688126/p/191/2219434774692_100X100.png,Rush,Lee Yoonjae,打野,FOX,122,61,24,9
9,9,10,4.6,2.7,2.0,13.0,30.0,2.3,241.7,313.9,4.9,4.9,0.4,0.7,1,63.4,45.8,24,32.3,https://img1.famulei.com/z/5688126/p/191/2316324839896_100X100.png,Contractz,Juan Arturo Garcia,打野,GGS,112,67,48,11
10,10,11,4.2,2.6,1.2,10.7,31.6,2.0,173.2,298.2,4.7,4.7,0.4,0.3,1,67.5,40.0,15,25.9,https://img1.famulei.com/z/5688126/p/191/2219235993515_100X100.png,Wiggily,Raymond Griffin,打野,CLG,63,40,18,6
11,11,12,3.8,2.5,1.1,10.3,30.8,1.9,156.5,304.7,5.0,5.0,0.4,0.7,0,63.7,25.0,16,29.1,https://img1.famulei.com/z/5688126/p/191/2218334746137_100X100.png,AnDa,Andy Hoang,打野,100T,61,40,18,4
12,12,13,3.1,2.5,1.6,12.1,31.2,1.9,199.2,310.1,5.0,5.0,0.3,0.3,0,58.5,33.3,12,27.2,https://img1.famulei.com/z/5688126/p/191/2316441574000_100X100.png,meteos,William Hartman,打野,OPT,38,30,20,4
13,13,14,3.0,2.6,1.0,9.5,30.6,1.5,139.5,274.5,4.4,4.4,0.4,0.3,0,80.0,0.0,3,23.9,https://img1.famulei.com/z/0/p/175/2518070347182_100X100.png,Moon,Galen Holgate,打野,F/A,9,8,3,0
14,14,15,2.2,2.5,0.7,10.0,35.6,1.2,125.5,284.2,4.6,4.6,0.4,0.9,0,63.1,0.0,4,28.4,https://img1.famulei.com/z/3046263/p/193/0311493384167_100X100.png,Panda,	James Ding,打野,FOX,9,10,3,0
15,15,16,6.0,5.0,0.0,10.0,30.4,1.2,176.0,261.7,3.9,3.9,0.3,0.5,0,92.3,50.0,2,24.5,https://img1.famulei.com/z/3046263/p/193/2410374719870_100X100.png,Fragas,Kristopher Myhal,打野,DIG,12,10,0,1
