,Unnamed: 0,RANK,AVERAGE_ASSISTS,AVERAGE_DEATHS,AVERAGE_KILLS,DAMAGEDEALT_RATE,DAMAGETAKEN_RATE,KDA,MINUTE_DAMAGEDEALT,MINUTE_DAMAGETAKEN,MINUTE_ECONOMIC,MINUTE_HITS,MINUTE_WARDKILLED,MINUTE_WARDSPLACED,MVP,OFFERED_RATE,VICTORY_RATE,PLAYS_TIMES,F_SCORE,PLAYER_IMAGE,PLAYER_NAME,PLAYER_CHINESE_NAME,POSITION,TEAM_NAME,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,0,1,6.1,1.3,3.6,28.4,11.8,7.1,589.9,425.8,8.8,8.8,0.2,0.4,3,76.9,78.1,32,34.5,http://img1.famulei.com/z/0/p/1612/2817103075979_100X100.png,Bebe,张博为,ADC,JT,196,44,117,25
1,1,2,6.7,1.5,3.5,27.3,13.2,6.5,583.2,428.0,8.9,8.9,0.2,0.3,3,73.1,80.6,36,34.3,http://img1.famulei.com/z/0/p/1610/1217180868792_100X100.png,NL,熊汶铵,ADC,FW,244,57,129,29
2,2,3,6.4,1.5,3.4,27.0,12.5,6.3,531.9,424.4,9.3,9.3,0.2,0.4,6,73.5,70.6,34,34.0,http://img1.famulei.com/z/0/p/1610/1318225823957_100X100.png,AN,周俊谙,ADC,AHQ,218,53,116,24
3,3,4,4.0,2.0,3.8,29.6,13.1,3.8,574.1,406.2,8.7,8.7,0.2,0.3,3,80.5,33.3,27,32.6,http://img1.famulei.com/z/0/p/176/0211581010840_100X100.png,Deee,Deee,ADC,M17,110,56,105,9
4,4,5,5.2,2.1,2.7,24.4,12.6,3.6,461.8,398.6,8.7,8.7,0.2,0.3,1,75.5,35.7,28,29.1,http://img1.famulei.com/z/0/p/176/0212093214558_100X100.png,CorGi,CorGi,ADC,FB,148,61,77,10
5,5,6,6.0,2.9,3.8,26.8,13.9,3.3,592.7,420.0,8.8,8.8,0.2,0.3,2,72.3,48.4,31,33.8,http://img1.famulei.com/z/0/p/172/2111092537291_100X100.png,Raison,JEONGSOOBEEN,ADC,WE,186,91,120,15
6,6,7,3.1,2.0,1.8,27.1,11.3,2.3,469.7,364.3,8.4,8.4,0.1,0.4,0,73.3,20.7,29,24.1,http://img1.famulei.com/z/0/p/176/0309344339160_100X100.png,LBB,LBB,ADC,XG,90,60,53,6
7,7,8,3.3,2.3,1.6,26.5,12.7,2.1,464.9,366.4,8.5,8.5,0.2,0.3,1,69.6,14.3,28,24.5,http://img1.famulei.com/z/0/p/176/0309555376709_100X100.png,Breeze,Breeze,ADC,WS,95,65,45,4
8,8,9,4.0,2.6,0.9,20.4,23.4,1.9,398.4,358.5,7.4,7.4,0.1,0.4,0,55.1,0.0,16,26.8,http://img1.famulei.com/z/0/p/176/0211583747805_100X100.png,BoBo,BoBo,上单,M17,65,42,15,6
9,9,10,2.8,3.1,1.6,24.6,18.9,1.4,496.8,348.2,7.7,7.7,0.1,0.5,0,45.7,0.0,6,28.3,http://img1.famulei.com/z/0/p/176/0519400211975_100X100.png,PaSa,PaSa,中单,M17,17,19,10,0
10,10,11,4.2,3.8,0.5,6.8,18.4,1.2,120.4,234.6,1.0,1.0,0.3,1.4,1,65.6,14.3,28,26.5,http://img1.famulei.com/z/0/p/1612/2816294972111_100X100.png,Rain,安炫国,辅助,RYL,118,107,14,4
11,11,12,3.0,3.0,0.5,18.8,25.3,1.1,369.2,326.1,8.0,8.0,0.1,0.5,0,43.7,0.0,2,26.7,http://img1.famulei.com/z/0/p/175/1716521438833_100X100.png,Vayne17,赵海龙,上单,M17,6,6,1,0
