,Unnamed: 0,RANK,AVERAGE_ASSISTS,AVERAGE_DEATHS,AVERAGE_KILLS,DAMAGEDEALT_RATE,DAMAGETAKEN_RATE,KDA,MINUTE_DAMAGEDEALT,MINUTE_DAMAGETAKEN,MINUTE_ECONOMIC,MINUTE_HITS,MINUTE_WARDKILLED,MINUTE_WARDSPLACED,MVP,OFFERED_RATE,VICTORY_RATE,PLAYS_TIMES,F_SCORE,PLAYER_IMAGE,PLAYER_NAME,PLAYER_CHINESE_NAME,POSITION,TEAM_NAME,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,0,1,3.0,0.0,2.0,16.7,20.1,5.0,284.2,392.8,7.2,7.2,0.0,0.4,0,26.3,100.0,1,25.0,https://img1.famulei.com/z/3046263/p/193/2507245757413_100X100.png,Kumo,"Ziqing ""Colin"" Zhao",上单,C9,3,0,2,1
1,1,2,2.5,1.5,4.0,19.3,20.5,4.3,349.2,400.7,8.7,8.7,0.2,0.5,0,50.0,50.0,2,30.9,https://img1.famulei.com/z/0/p/1612/1618305331002_100X100.png,ALLORIM,KIERAN LOGUE,上单,F/A,5,3,8,1
2,2,3,5.3,1.7,2.2,23.5,24.1,4.2,468.5,391.6,8.1,8.1,0.1,0.4,1,57.4,76.9,26,32.2,https://img1.famulei.com/z/5688126/p/191/2317143174397_100X100.png,Impact,Eon-Yeong Jung,上单,TL,138,46,58,20
3,3,4,4.2,2.0,2.9,23.9,26.1,3.5,463.7,402.4,8.3,8.3,0.1,0.5,2,58.4,65.6,32,34.4,https://img1.famulei.com/z/5688126/p/191/2317231450274_100X100.png,Broken Blade,Sergen Çelik,上单,TSM,137,65,95,21
4,4,5,4.3,1.9,2.2,21.5,24.9,3.4,399.2,388.2,8.5,8.5,0.2,0.5,1,63.0,45.8,24,31.3,https://img1.famulei.com/z/5688126/p/191/2316330640742_100X100.png,Hauntzer,Kevin Yarnell,上单,GGS,104,46,55,11
5,5,6,4.4,2.0,2.4,20.7,22.8,3.2,434.1,387.2,8.0,8.0,0.1,0.5,0,54.3,68.2,22,31.7,https://img1.famulei.com/z/5688126/p/191/2218381873329_100X100.png,Licorice,Eric Ritchie,上单,C9,97,46,54,15
6,6,7,3.8,1.9,1.8,19.5,21.9,2.9,317.0,387.7,8.7,8.7,0.1,0.4,1,56.5,48.1,27,25.9,https://img1.famulei.com/z/5688126/p/191/2219335233732_100X100.png,V1per,Omran Shoura,上单,FLY,104,52,51,13
7,7,8,2.4,1.8,2.3,26.3,24.3,2.6,400.2,403.8,8.9,8.9,0.2,0.4,1,62.0,25.0,16,29.4,https://img1.famulei.com/z/5688126/p/191/2218282791068_100X100.png,Ssumday,Chan-ho Kim ,上单,100T,39,29,38,4
8,8,9,3.8,2.4,2.3,24.4,27.4,2.5,425.7,374.7,8.3,8.3,0.1,0.4,2,63.0,40.9,22,31.3,https://img1.famulei.com/z/5688126/p/191/2219444563958_100X100.png,Solo,Colin Earnest,上单,FOX,84,54,51,9
9,9,10,3.1,2.0,1.4,20.3,27.7,2.2,324.8,362.3,7.7,7.7,0.1,0.5,1,58.3,35.3,17,26.7,https://img1.famulei.com/z/5688126/p/191/2219241840293_100X100.png,Darshan,Darshan Upadhyaha,上单,CLG,53,34,24,6
10,10,11,4.4,2.9,2.1,27.0,22.1,2.2,484.2,374.6,8.0,8.0,0.2,0.4,1,64.8,27.8,18,29.7,https://img1.famulei.com/z/5688126/p/191/2219161920435_100X100.png,Huni,Seung-hoon Heo,上单,CG,80,53,38,5
11,11,12,2.2,2.9,1.8,21.1,25.4,1.3,356.8,374.0,8.0,8.0,0.1,0.4,1,47.7,37.5,16,26.1,https://img1.famulei.com/z/5688126/p/191/2316442091010_100X100.png,Dhokla,Niship Doshi,上单,OPT,36,47,29,6
12,12,13,2.5,2.5,0.5,23.7,21.5,1.2,413.9,336.8,7.6,7.6,0.1,0.4,0,46.1,50.0,2,22.6,https://img1.famulei.com/z/3046263/p/193/2410353772578_100X100.png,FakeGod,Aaron Lee,上单,DIG,5,5,1,1
13,13,14,0.0,4.0,1.0,23.7,19.8,0.2,352.4,339.5,7.5,7.5,0.0,0.5,0,33.3,0.0,1,18.9,https://img1.famulei.com/z/3046263/p/188/1910020659810_100X100.png,FallnBandit,FallnBandit,上单,F/A,0,4,1,0
