,Unnamed: 0,RANK,AVERAGE_ASSISTS,AVERAGE_DEATHS,AVERAGE_KILLS,DAMAGEDEALT_RATE,DAMAGETAKEN_RATE,KDA,MINUTE_DAMAGEDEALT,MINUTE_DAMAGETAKEN,MINUTE_ECONOMIC,MINUTE_HITS,MINUTE_WARDKILLED,MINUTE_WARDSPLACED,MVP,OFFERED_RATE,VICTORY_RATE,PLAYS_TIMES,F_SCORE,PLAYER_IMAGE,PLAYER_NAME,PLAYER_CHINESE_NAME,POSITION,TEAM_NAME,TOTAL_ASSISTS,TOTAL_DEATHS,TOTAL_KILLS,WIN
0,0,1,6.5,1.6,2.6,20.1,31.3,5.5,418.6,383.2,7.5,7.5,0.1,0.5,4,58.5,93.5,31,35.7,http://img1.famulei.com/z/0/p/1610/1217113396629_100X100.png,MMD,游立宏,上单,FW,204,52,83,29
1,1,2,6.8,1.8,1.9,22.5,26.4,4.7,440.3,372.0,7.8,7.8,0.1,0.5,3,63.4,75.7,37,34.7,http://img1.famulei.com/z/0/p/176/0721212251072_100X100.png,Ziv,陈奕,上单,AHQ,253,68,73,28
2,2,3,5.0,2.0,2.0,21.4,29.1,3.4,394.8,355.7,7.8,7.8,0.1,0.5,4,64.8,32.1,28,32.8,http://img1.famulei.com/z/0/p/176/0721252750205_100X100.png,Ninuo,Ninuo,上单,FB,141,58,58,9
3,3,4,5.3,2.7,1.8,21.9,28.8,2.6,399.8,357.9,7.9,7.9,0.1,0.5,2,66.2,41.4,29,31.0,http://img1.famulei.com/z/0/p/176/0721163835170_100X100.png,MapleSnow,杨育伟,上单,HKE,155,80,55,12
4,4,5,4.3,2.4,1.9,22.1,27.2,2.5,427.2,371.9,8.2,8.2,0.1,0.5,7,58.3,51.4,37,32.1,http://img1.famulei.com/z/0/p/176/0311372894746_100X100.png,Vayn3z,Vayn3z,上单,M17,161,91,72,19
5,5,6,3.8,3.0,1.2,15.8,20.9,1.7,261.8,283.5,3.0,3.0,0.3,1.2,0,64.8,0.0,27,29.7,http://img1.famulei.com/z/0/p/176/0721284141823_100X100.png,k,k,辅助,WS,105,82,35,1
6,6,7,3.0,2.3,1.1,18.6,25.2,1.7,335.9,328.1,7.5,7.5,0.0,0.5,0,50.3,5.6,18,24.7,http://img1.famulei.com/z/0/p/176/1317031867706_100X100.png,LOFS,LOFS,上单,WS,54,43,20,1
7,7,8,3.6,2.8,1.1,22.8,26.4,1.6,366.1,335.6,7.5,7.5,0.1,0.5,1,63.1,19.4,31,27.0,http://img1.famulei.com/z/0/p/176/0721353240549_100X100.png,Nexus,Nexus,上单,XG,114,89,37,6
8,8,9,4.1,3.2,1.1,19.7,26.8,1.6,299.7,339.9,7.7,7.7,0.0,0.4,0,60.6,21.4,14,24.4,http://img1.famulei.com/z/0/p/176/0721292533223_100X100.png,Rins,Rins,上单,WS,58,45,16,3
9,9,10,3.3,3.6,1.3,23.6,26.1,1.2,416.1,325.8,6.7,6.7,0.0,0.4,0,45.1,33.3,3,24.4,http://img1.famulei.com/z/0/p/176/1415305170551_100X100.png,DreamSha,DreamSha,上单,FB,10,11,4,1
10,10,11,1.0,4.0,3.0,15.0,27.2,1.0,284.1,321.7,7.3,7.3,0.0,0.5,0,28.5,0.0,1,27.4,http://img1.famulei.com/z/0/p/176/1411054995106_100X100.png,Rlun,Rlun,上单,JT,1,4,3,0
