,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,FPXGimGoon, ,FPXTian, ,FPXDoinb, ,FPXLwx, ,FPXCrisp, ,blue_economics,blue_towers,red_economics,red_towers,captions
231,51,93,37,63,5,76,38,61,43,67,24,47,57,65,60,86,32,49,30,45,29137,0,37706,3,[]
232,51,92,26,59,6,60,38,62,37,60,23,45,58,77,56,85,33,49,36,50,29283,0,37878,3,[]
233,53,89,24,57,6,52,38,55,38,55,28,38,53,88,54,89,34,47,33,47,29498,0,38423,3,[]
234,49,88,29,57,11,57,36,58,32,58,34,38,53,90,53,89,39,43,41,45,29579,0,38598,3,['19:28 FPXDoinb(ÏÉÁéÅ®Î×) »÷É±ÁË BLGADD(ÎäÆ÷´óÊ¦)']
235,49,88,27,51,18,50,38,59,29,50,25,29,48,89,52,86,50,49,49,50,29625,0,38908,3,[]
236,49,88,33,44,24,50,38,58,33,44,15,21,47,90,49,89,49,54,53,54,29680,0,39589,3,[]
237,49,88,27,33,23,50,38,59,27,33,14,18,38,91,41,92,54,58,56,64,29893,0,39864,4,['19:42 FPXDoinb(ÏÉÁéÅ®Î×) »÷ÆÆÁË·ÀÓùËþ']
238,49,88,25,37,15,48,32,64,25,38,25,8,41,92,45,93,50,55,56,64,29946,0,39916,4,[]
239,49,88,25,37,15,48,33,64,25,38,25,8,50,94,51,94,49,54,91,5,29997,0,40010,4,[]
240,49,88,7,87,14,94,35,60,9,92,94,5,50,94,51,94,49,53,81,14,30048,0,40110,4,[]
241,7,96,13,75,29,93,38,60,20,86,83,14,87,6,84,13,52,52,70,25,30209,0,40162,4,[]
242,25,93,17,64,29,89,36,61,28,78,73,24,73,14,71,26,52,52,57,29,30323,0,40214,4,[]
243,38,90,16,52,26,76,34,61,32,71,63,32,63,23,59,39,90,6,59,36,30478,0,40265,4,[]
244,47,78,7,50,16,66,34,61,40,61,49,33,52,34,46,51,76,15,48,39,30629,0,40387,4,[]
245,52,87,16,49,10,54,2,96,32,59,37,36,46,34,46,52,64,22,35,36,30729,0,40584,4,[]
246,46,91,18,47,11,47,9,85,25,51,34,40,36,41,44,49,50,23,22,39,30920,0,40756,4,[]
247,60,89,18,45,11,43,22,74,19,46,32,48,40,41,33,38,41,25,29,39,31001,0,40908,4,[]
248,69,91,20,51,11,46,31,67,20,50,31,51,32,34,23,32,31,33,31,48,31157,0,40989,4,[]
249,70,90,23,47,15,49,32,60,21,50,30,39,33,31,29,32,30,32,29,43,31271,0,41040,4,[]
250,71,90,32,43,23,44,32,49,23,44,27,37,33,31,30,35,30,33,32,40,31412,0,41107,4,[]
251,71,78,32,50,23,48,31,52,27,48,32,43,32,31,33,38,35,48,36,42,31468,0,43183,4,['20:55 FPX »÷É±ÁË´óÁú']
252,85,77,31,52,18,55,32,64,19,51,32,57,32,41,32,53,31,58,31,53,31540,0,43705,4,['20:57 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË BLGMeteor(Ðé¿Õ¶ÝµØÊÞ)']
253,87,77,31,52,23,65,32,67,23,65,39,59,24,37,39,58,40,57,39,58,31676,0,43841,4,['21:2 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË BLGJinjiao(Ê¥Ç¹ÓÎÏÀ)']
254,91,72,31,52,30,68,32,67,30,68,39,62,13,34,37,57,37,59,36,60,31722,0,43943,4,[]
255,91,69,31,52,25,73,32,67,23,78,35,67,8,30,31,65,32,64,32,67,31778,0,44883,4,[]
256,90,69,31,52,14,81,32,67,12,83,30,72,7,43,23,68,27,67,27,69,32334,0,45005,5,['21:16 FPXDoinb(ÏÉÁéÅ®Î×) »÷ÆÆÁË·ÀÓùËþ']
257,90,60,31,52,5,91,32,67,4,93,22,75,8,47,23,73,21,76,25,75,32457,1,45491,6,"['21:22 BLGADD(ÎäÆ÷´óÊ¦) »÷ÆÆÁË·ÀÓùËþ', '21:25 FPXLwx(Ðé¿ÕÖ®Å®) »÷ÆÆÁË·ÀÓùËþ']"
258,89,58,31,52,10,85,32,67,9,86,19,76,6,51,20,72,23,72,21,75,32631,1,45610,6,[]
259,85,53,7,94,15,77,32,67,12,75,22,67,9,56,16,65,15,64,21,66,32705,1,46207,6,[]
260,77,56,18,81,12,73,4,92,12,73,19,66,10,58,9,58,9,56,10,60,32777,1,46259,7,['21:39 FPXDoinb(ÏÉÁéÅ®Î×) »÷ÆÆÁË·ÀÓùËþ']
261,78,56,22,74,18,76,9,75,11,68,17,61,10,56,8,60,11,55,9,55,32889,1,46310,7,[]
262,83,56,33,68,18,67,9,63,16,66,25,52,92,8,88,17,93,5,91,11,33112,1,46367,7,[]
263,75,58,45,67,31,63,10,59,11,62,29,43,87,18,90,35,85,10,81,25,33267,1,46453,7,[]
264,67,62,45,69,41,57,8,61,11,55,93,4,82,30,89,48,77,24,80,39,33605,1,46546,7,[]
265,58,63,55,80,42,57,8,53,11,62,85,6,80,43,87,63,69,35,77,53,33698,1,46598,7,[]
266,56,67,55,84,44,57,9,40,11,52,68,7,77,55,87,74,67,44,73,65,34059,1,46719,7,[]
267,56,67,53,84,39,64,7,37,11,52,54,9,68,62,81,83,65,56,61,61,34213,1,46801,7,[]
268,13,89,48,83,37,76,6,38,10,95,44,14,57,65,68,83,57,65,57,73,34274,1,46868,7,[]
269,11,72,39,88,37,76,2,96,27,93,36,16,54,76,62,90,54,76,49,78,34325,1,47164,7,[]
270,17,62,27,88,6,95,16,95,34,85,22,11,45,72,62,90,50,80,47,77,34376,1,47369,7,[]
271,18,46,17,90,21,84,31,93,30,84,18,15,42,70,48,91,48,89,41,78,34432,1,47535,7,[]
272,14,36,5,95,28,82,31,91,31,88,13,20,35,80,39,91,41,86,37,90,34504,1,47647,7,[]
273,14,36,14,95,26,88,25,92,25,92,10,32,32,90,35,90,31,90,31,92,34569,1,47782,7,[]
274,11,39,30,92,27,90,31,92,31,92,11,38,37,92,37,89,39,88,38,90,34664,1,48246,7,[]
275,11,38,31,92,29,95,28,90,28,90,11,36,32,92,39,90,34,90,34,94,34715,1,48652,7,['22:53 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË BLGMeteor(Ðé¿Õ¶ÝµØÊÞ)']
276,14,44,31,92,20,92,21,93,21,93,16,45,28,93,33,90,20,93,29,93,34793,1,49157,7,['22:59 FPXGimGoon(½âÍÑÕß) »÷É±ÁË BLGADD(ÎäÆ÷´óÊ¦)']
277,14,44,31,92,7,94,16,95,7,94,11,50,14,95,18,94,15,95,16,94,34861,1,49523,7,['23:2 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË BLGJinjiao(Ê¥Ç¹ÓÎÏÀ)']
278,14,44,31,92,6,93,16,95,9,94,9,62,21,91,26,92,19,93,20,92,34942,1,49845,8,['23:7 FPXDoinb(ÏÉÁéÅ®Î×) »÷ÆÆÁË·ÀÓùËþ']
279,14,44,31,92,6,93,16,95,9,91,13,83,15,86,95,4,17,91,16,89,34993,1,49953,8,[]
280,14,44,31,92,6,93,16,95,3,95,9,84,11,85,13,86,9,91,12,89,35066,1,50533,9,['23:19 FPXLwx(Ðé¿ÕÖ®Å®) »÷ÆÆÁË·ÀÓùËþ']
281,14,44,31,92,2,98,16,95,2,98,6,91,11,91,11,91,10,94,8,91,35143,1,50669,10,['23:21 FPXTian(µÂ°î×Ü¹Ü) »÷ÆÆÁË·ÀÓùËþ']
282,14,44,31,92,2,98,16,95,2,97,3,97,11,91,11,91,9,93,8,91,35164,1,50686,10,[]
283,14,44,31,92,2,98,16,95,2,97,3,97,11,91,11,91,9,93,8,91,35164,1,50686,10,['23:35 FPX »ñÊ¤']
