,DMOChanghong, ,DMOXiaopeng, ,DMOTwila, ,DMOGALA, ,DMOMark, ,IGTheShy, ,igning, ,IGRookie, ,IGJackeyLove, ,IGLucas, ,blue_economics,blue_towers,red_economics,red_towers,captions
229,52,92,14,89,33,49,34,65,40,59,76,21,43,56,43,52,42,55,48,60,33166,1,31861,1,[]
230,63,91,26,82,33,47,39,64,40,54,67,32,51,51,42,42,51,49,53,51,33281,1,31913,1,[]
231,67,90,38,75,34,39,47,74,39,55,66,48,61,42,39,29,59,39,58,50,33504,1,31965,1,[]
232,71,86,45,67,37,41,48,69,39,55,70,61,65,41,36,21,59,39,58,50,33684,1,32015,1,[]
233,68,79,50,65,48,46,49,58,10,92,82,66,65,41,29,12,93,8,90,12,33910,1,32095,1,[]
234,60,71,60,60,52,47,51,50,21,80,88,76,86,10,17,16,84,19,80,23,34088,1,32184,1,[]
235,66,78,64,51,55,45,57,46,32,70,92,67,76,20,12,21,74,29,69,33,34645,1,32345,1,[]
236,75,87,53,48,50,47,53,48,33,60,91,55,66,32,11,19,62,38,60,38,34783,2,32656,1,['19:38 DMO 击破了防御塔']
237,82,83,40,44,38,43,45,52,32,47,94,54,55,31,10,14,60,38,59,41,34960,2,32733,1,[]
238,81,83,26,37,27,37,44,53,35,36,93,70,59,35,95,4,59,46,59,50,35013,2,32808,1,[]
239,77,77,20,37,15,34,46,51,19,36,92,71,67,46,87,20,66,48,64,58,35309,2,32934,1,[]
240,78,84,32,40,8,28,47,51,30,38,87,73,66,59,72,26,55,48,58,57,35424,2,33028,1,[]
241,71,87,32,43,13,22,46,53,42,44,79,75,68,65,58,23,55,46,54,57,35525,2,33313,1,[]
242,62,90,24,32,14,17,43,47,45,50,82,83,57,62,44,24,53,42,53,45,35610,2,33477,1,[]
243,55,89,22,28,22,24,44,51,36,42,79,79,49,52,41,38,48,41,43,39,35662,2,33529,1,[]
244,53,87,30,39,29,34,37,57,32,50,69,68,45,53,41,30,48,52,46,50,35714,2,33623,1,[]
245,61,92,37,49,37,42,39,55,40,54,55,61,47,52,41,34,48,50,48,52,35912,2,33848,1,[]
246,75,87,34,47,31,44,37,60,38,58,45,54,44,54,36,42,45,50,45,53,36055,2,33900,1,[]
247,84,82,27,51,29,50,40,57,40,56,33,49,33,49,31,46,34,42,34,49,36454,2,34401,1,[]
248,83,79,23,56,30,55,37,56,40,55,32,50,31,55,29,58,31,48,32,50,36595,2,34473,1,['20:39 IGTheShy(机械公敌) 击杀了 DMOTwila(未来守护者)']
249,91,71,12,49,30,55,40,55,43,54,21,48,29,50,20,48,31,46,30,49,36647,2,34525,1,[]
250,91,69,20,53,30,55,48,47,51,45,20,35,32,36,28,35,32,34,32,35,37271,2,34576,1,[]
251,91,69,29,50,30,55,48,41,50,43,31,31,32,29,32,34,31,33,34,30,37395,3,34642,1,['20:53 DMO 击破了防御塔']
252,2,96,32,46,30,55,41,40,41,37,32,31,34,31,34,38,31,33,32,33,37445,3,34694,1,[]
253,40,44,34,37,30,55,33,37,33,35,31,30,33,28,31,33,30,32,35,31,37947,3,34746,1,[]
254,33,35,29,35,30,55,29,34,31,34,31,28,35,29,31,33,36,29,32,33,38899,3,34807,1,"['21:7 DMOChanghong(海洋之灾) 击杀了 IGRookie(解脱者)', '21:9 DMOGALA(虚空之女) 击杀了 IGLucas(瓦洛兰之盾)']"
255,34,31,32,33,30,55,30,32,33,32,32,31,35,31,31,33,34,31,32,33,39850,3,35479,1,['21:12 DMOGALA(虚空之女) 击杀了 IGJackeyLove(暗夜猎手)']
256,32,31,33,35,30,55,32,34,34,31,32,33,34,36,31,33,34,31,32,33,41426,3,35980,1,"['21:18 DMOGALA(虚空之女) 击杀了 igning(狂战士)', '21:18 DMOGALA(虚空之女) 击杀了 IGTheShy(机械公敌)', '21:18 igning(狂战士) 击杀了 DMOXiaopeng(永猎双子)']"
257,32,32,33,35,10,93,31,31,34,31,32,33,34,36,31,33,34,31,32,33,41503,3,36026,1,"['21:21 igning(狂战士) 击杀了 DMOMark(深海泰坦)', '21:23 DMO 击杀了大龙']"
258,42,38,33,35,13,92,30,32,34,31,32,33,34,36,31,33,34,31,32,33,41575,3,36077,1,[]
259,54,43,33,35,22,82,9,93,34,31,32,33,34,36,31,33,34,31,32,33,41787,3,36131,1,[]
260,58,42,33,35,28,71,17,84,34,31,32,33,34,36,31,33,34,31,32,33,41839,3,36181,1,[]
261,64,34,33,35,32,61,23,73,34,31,32,33,34,36,31,33,34,31,93,8,41989,3,36232,1,[]
262,64,34,33,35,23,55,32,64,34,31,32,33,34,36,93,8,94,5,81,22,42682,3,36284,1,[]
263,61,37,33,35,17,45,42,56,34,31,32,33,34,36,78,14,92,24,69,31,42783,4,36334,1,['21:52 DMOChanghong(海洋之灾) 击破了防御塔']
264,55,51,11,92,14,43,49,58,16,88,32,33,87,5,62,11,90,38,69,30,42921,4,36408,1,[]
265,66,57,27,82,20,48,50,67,31,80,82,13,72,14,48,9,91,51,66,31,43032,4,36564,1,[]
266,72,63,39,74,31,49,51,64,43,78,72,26,61,24,32,10,92,55,70,29,43145,4,37040,1,[]
267,80,66,51,67,32,43,49,53,57,73,67,31,53,34,21,11,92,56,63,36,43197,4,37315,1,[]
268,83,65,65,62,22,38,52,47,55,59,60,34,56,33,19,12,92,53,65,39,43332,4,37408,1,[]
269,83,64,79,61,16,32,54,47,54,47,50,23,68,39,8,19,80,52,62,35,43634,4,37461,1,[]
270,81,56,77,55,28,38,56,50,58,47,43,16,73,44,8,19,81,51,55,31,43772,4,37682,1,[]
271,84,64,73,62,38,39,61,59,67,47,40,16,66,36,11,20,87,42,66,32,43822,4,38021,1,[]
272,86,76,67,66,37,36,66,66,69,42,39,14,65,33,8,22,78,35,68,33,44095,4,38315,1,[]
273,86,78,70,67,25,37,64,63,65,50,38,12,56,31,5,29,67,30,72,33,44244,4,38905,1,['22:43 DMO 击杀了水龙']
274,88,64,76,69,20,39,55,54,52,46,40,10,46,23,5,28,72,30,73,33,44506,4,38958,2,['22:47 IG 击破了防御塔']
275,89,61,76,58,17,49,58,46,55,46,95,4,46,28,5,28,73,28,95,5,44809,4,39010,2,[]
276,91,49,84,51,12,47,69,50,64,51,89,22,48,25,93,8,67,31,82,18,44881,4,39182,2,[]
277,90,46,89,47,23,51,81,50,80,49,89,38,59,23,93,24,68,31,80,33,45483,4,39275,2,[]
278,87,50,78,49,32,46,88,49,80,46,90,37,72,29,89,37,71,29,87,37,45529,5,39392,2,['23:7 DMOXiaopeng(永猎双子) 击破了防御塔']
279,75,44,65,50,28,36,77,49,75,48,80,31,84,35,90,39,76,29,89,39,45581,5,39637,2,[]
280,63,40,53,43,20,27,64,50,75,48,71,30,74,33,89,42,85,36,80,35,45715,5,39771,2,[]
281,53,42,55,44,11,23,59,44,9,85,68,29,62,25,87,38,90,45,68,29,45934,5,39831,2,[]
282,50,34,44,42,18,19,51,41,23,73,63,24,51,21,73,31,82,36,56,23,45992,5,39889,2,[]
283,43,24,41,29,18,13,41,30,34,63,67,27,54,21,61,24,71,30,53,21,46171,5,39998,2,[]
284,40,16,41,19,25,12,41,28,45,50,57,22,55,22,55,17,74,27,53,21,46313,5,40102,2,[]
285,39,15,30,19,35,13,49,34,47,39,55,12,51,21,50,6,73,26,51,21,46364,5,40168,2,[]
286,42,15,42,18,41,15,61,35,56,31,50,10,54,21,46,8,71,21,51,21,46583,5,40233,2,[]
287,44,12,44,16,44,8,62,34,54,28,54,11,52,20,50,9,71,21,54,21,46728,5,40333,2,[]
288,44,14,51,19,46,12,52,27,51,21,50,7,57,21,54,10,82,6,57,21,46779,5,40412,2,[]
289,44,12,49,18,44,10,47,15,52,17,50,7,58,23,55,10,67,11,62,15,46831,5,40465,2,[]
290,35,9,51,24,44,8,48,6,48,21,54,10,57,22,53,18,55,17,57,15,46883,5,40545,2,[]
291,42,15,40,25,44,16,45,10,38,25,51,20,48,24,50,22,54,19,48,22,47483,6,40627,2,['24:15 DMO 击破了防御塔']
292,50,10,47,32,46,12,50,9,44,23,59,13,59,23,57,13,57,9,52,18,47598,6,40700,2,[]
293,45,6,53,28,46,12,44,6,45,23,51,6,52,21,52,6,54,7,53,11,47679,6,40885,2,[]
294,47,16,56,32,48,15,39,10,51,25,61,12,56,21,57,15,54,9,54,10,47836,6,40952,2,[]
295,55,22,55,42,52,20,48,11,55,31,63,22,60,12,66,20,63,9,63,16,47908,6,41003,2,[]
296,54,30,67,43,52,26,49,10,63,38,64,13,66,24,71,21,67,11,69,28,47960,6,41229,2,[]
297,64,39,76,52,59,34,46,12,69,50,69,20,74,29,67,32,67,11,67,32,48011,6,41481,2,[]
298,71,48,75,58,57,43,6,95,76,61,76,32,73,30,74,24,59,8,69,28,48264,6,41574,2,[]
299,85,53,65,63,51,46,15,90,76,61,88,36,95,4,87,17,54,7,69,28,48382,6,41751,2,[]
300,90,63,51,65,40,51,26,82,2,96,86,31,91,22,93,7,54,9,88,7,48480,6,41812,2,[]
301,86,74,46,70,29,50,37,76,15,81,90,33,90,36,82,22,64,8,78,22,48613,6,41905,2,[]
302,86,74,52,76,24,47,48,76,29,74,89,40,81,42,72,27,78,9,73,27,48864,6,42062,2,[]
303,6,95,59,84,21,44,41,67,41,75,89,41,75,44,71,30,91,5,75,35,49026,6,42202,2,[]
304,16,90,52,84,21,44,42,56,39,62,88,40,73,44,58,22,88,16,64,39,49128,6,42395,2,[]
305,31,81,53,85,6,96,47,51,46,52,89,47,62,37,46,14,76,27,60,33,49471,6,42581,2,[]
306,47,75,3,95,15,87,49,51,47,52,89,44,53,34,44,11,65,35,58,34,49537,6,42744,2,[]
307,62,77,12,77,17,73,39,58,36,48,89,44,51,28,46,15,62,37,60,38,49588,6,43189,2,[]
308,77,78,17,62,18,60,43,47,30,46,84,11,46,16,46,11,64,33,66,33,49639,6,43303,2,[]
309,88,74,21,52,20,48,51,47,36,37,74,24,45,13,47,11,64,25,65,27,49854,6,43394,2,[]
310,87,70,19,44,25,36,52,46,34,38,83,35,45,14,94,6,72,32,65,27,50139,6,43446,2,[]
311,92,60,24,39,38,39,48,49,38,42,91,47,94,5,82,22,70,32,90,12,50365,6,43498,2,[]
312,88,67,38,37,41,31,50,45,49,46,91,55,82,21,79,35,68,31,90,13,50430,6,43549,2,[]
313,82,77,49,34,41,30,47,38,51,41,89,46,70,31,71,30,65,35,78,25,50512,6,43642,2,[]
314,72,67,51,26,43,23,51,29,48,32,91,44,61,24,62,23,70,29,69,31,50593,6,44068,2,[]
315,65,57,38,26,31,20,52,26,53,32,87,39,58,24,61,23,66,26,66,31,50687,6,44165,2,[]
316,66,48,32,35,30,15,50,31,48,35,89,43,64,26,62,24,66,28,62,32,50739,6,44216,2,[]
317,66,46,47,35,39,10,50,43,48,35,91,45,64,26,59,25,66,30,60,33,50985,6,44450,2,[]
318,65,46,50,34,43,14,52,46,49,40,88,40,92,5,59,27,63,32,58,28,51189,6,44502,2,[]
319,69,42,51,33,45,15,47,38,59,38,76,34,75,16,62,18,66,34,65,26,51241,6,44553,2,[]
320,70,38,51,32,53,21,51,34,59,39,64,25,64,13,57,8,70,32,66,32,51353,6,44800,2,[]
321,70,39,57,34,51,24,52,33,54,31,68,29,60,23,57,10,69,30,69,30,51464,6,45061,2,[]
322,68,39,57,41,54,33,55,40,52,34,63,38,60,23,54,8,65,34,63,35,51729,6,45154,2,[]
323,57,43,57,40,60,35,55,41,49,34,68,34,64,26,61,11,70,32,66,28,51778,6,45200,2,[]
324,47,37,50,41,49,39,48,39,47,37,66,34,60,24,62,23,63,37,66,27,51829,6,45293,2,[]
325,53,35,50,41,55,40,48,39,2,96,65,34,60,24,61,24,66,33,94,4,51886,6,45476,2,[]
326,53,35,9,80,45,36,11,92,9,85,65,27,58,24,61,24,66,33,78,14,51937,6,45580,2,[]
327,53,35,18,61,38,27,24,77,23,73,65,27,56,30,57,28,63,24,64,21,51989,6,45669,2,[]
328,47,36,22,47,46,35,32,67,36,63,86,9,56,33,59,36,59,37,56,30,52045,6,45721,2,[]
329,42,45,29,37,41,44,42,58,46,53,71,18,47,35,51,44,52,48,48,35,52139,6,45795,2,[]
330,32,46,32,44,32,44,42,57,42,54,60,26,49,43,51,50,50,50,48,49,52212,6,46097,2,[]
331,44,51,43,52,40,51,44,52,48,52,57,39,45,38,46,39,51,44,49,44,52409,6,46149,2,[]
332,54,54,51,51,53,52,50,52,47,51,56,42,44,34,48,42,46,37,47,41,52460,6,46230,2,[]
333,60,56,52,55,48,54,45,52,39,49,53,44,47,41,41,39,47,37,47,41,52512,6,46296,2,[]
334,56,56,45,52,46,51,44,49,45,52,51,45,48,42,41,39,47,38,42,39,52605,6,46347,2,[]
335,55,48,57,48,51,49,52,48,55,47,56,42,52,42,50,42,55,41,53,42,52810,6,46414,2,[]
336,57,47,55,45,50,44,53,46,55,47,60,44,55,42,53,45,60,37,56,41,52861,6,47505,2,[]
337,56,54,48,42,54,49,53,48,53,57,56,49,53,45,49,42,52,44,57,45,52913,6,48139,2,"['28:1 igning(狂战士) 击杀了 DMOGALA(虚空之女)', '28:5 IGJackeyLove(暗夜猎手) 击杀了 DMOXiaopeng(永猎双子)']"
338,54,61,48,42,53,60,53,48,53,62,53,51,53,53,50,56,52,50,51,52,52964,6,48219,2,[]
339,46,55,48,42,47,56,53,48,49,59,44,47,42,45,43,47,42,45,42,45,53075,6,48300,2,[]
340,50,48,48,42,53,46,53,48,50,51,43,42,32,35,43,44,32,35,33,36,53169,6,48381,2,[]
341,47,39,48,42,49,42,53,48,50,44,42,40,34,31,33,35,29,32,32,31,53234,6,48433,2,[]
342,52,34,48,42,54,43,53,48,52,45,35,38,34,30,35,31,29,32,27,32,53690,6,48485,2,[]
343,60,35,48,42,58,42,53,48,55,52,32,31,34,31,33,32,29,32,25,30,53756,6,50060,2,[]
344,70,41,48,42,64,52,53,48,62,62,32,30,34,29,31,32,29,32,25,29,53805,6,50110,2,['28:37 IG 击杀了大龙']
345,76,45,48,42,67,61,53,48,67,60,83,6,86,8,93,16,88,15,95,4,53975,6,50186,2,[]
346,82,57,48,42,65,62,53,48,60,49,65,8,74,22,91,32,75,26,90,13,54156,6,50459,2,[]
347,83,60,11,91,69,67,10,84,66,60,50,10,68,34,88,36,65,33,77,25,54303,6,50601,2,[]
348,72,68,28,81,66,71,22,73,67,68,43,16,72,43,88,36,60,41,66,35,54348,6,50839,2,[]
349,69,68,40,72,65,71,30,63,73,72,40,16,79,54,94,5,58,40,59,41,54584,6,51134,2,[]
350,69,78,46,67,72,72,29,59,73,72,37,13,74,58,93,9,53,28,59,36,54764,6,51245,2,['29:8 DMO 击杀了风龙']
351,58,84,40,67,69,78,40,57,4,94,27,10,72,49,92,23,53,28,50,33,54989,6,51468,2,[]
352,56,83,28,59,69,78,36,59,18,77,25,9,64,41,91,40,95,4,40,30,55135,6,51520,2,[]
353,56,84,18,46,2,96,39,55,30,66,26,9,50,43,85,50,83,20,49,40,55408,6,51591,2,[]
354,54,83,21,50,14,81,39,58,38,60,93,5,50,51,71,50,71,31,49,49,55459,6,51907,2,[]
355,54,83,31,57,26,71,37,60,46,66,93,5,50,50,61,62,59,41,53,51,55553,6,51958,2,[]
356,2,96,40,59,38,63,38,58,37,61,47,52,44,55,49,66,48,51,57,57,55626,6,52539,2,[]
357,20,84,32,66,32,63,31,65,30,66,42,59,41,56,41,67,40,59,51,61,55692,6,52643,3,['29:43 IG 击破了防御塔']
358,30,71,28,68,28,67,27,67,34,74,31,60,33,59,43,69,36,60,43,68,55742,6,52764,3,[]
359,33,68,36,75,27,66,30,69,39,75,34,61,31,52,42,69,38,61,39,61,55854,6,53040,3,[]
360,31,68,34,74,31,69,30,70,39,76,34,60,32,61,43,67,36,60,38,62,55906,6,53101,3,[]
361,28,68,35,74,32,70,30,73,49,77,32,61,32,61,39,66,35,63,36,65,55957,6,53592,3,[]
362,23,72,35,77,27,75,25,79,45,79,28,67,43,69,32,67,31,66,33,68,56009,6,53755,4,['30:9 IGJackeyLove(暗夜猎手) 击破了防御塔']
363,27,77,39,84,26,78,15,89,40,85,29,71,45,79,25,67,30,67,31,70,56060,6,54027,4,[]
364,29,78,33,82,23,76,4,96,35,86,28,70,39,77,33,74,28,68,31,70,56111,6,54137,4,[]
365,28,75,34,81,23,75,14,89,29,80,26,68,38,75,33,74,28,67,32,73,56223,6,54189,4,[]
366,26,77,28,78,22,75,24,79,26,78,27,69,46,72,34,74,29,68,30,71,56270,6,54234,4,[]
367,27,76,27,71,25,71,28,73,30,71,29,68,49,74,32,73,34,67,31,71,56412,6,55286,4,[]
368,27,77,23,77,25,77,26,78,29,70,26,70,38,73,26,77,29,73,28,71,56462,6,55798,4,"['30:37 IGRookie(解脱者) 击杀了 DMOGALA(虚空之女)', '30:38 IGTheShy(机械公敌) 击杀了 DMOMark(深海泰坦)']"
369,28,81,21,82,25,81,26,78,29,70,23,82,27,78,24,83,26,82,25,79,56518,6,56307,4,['30:43 IGLucas(瓦洛兰之盾) 击杀了 DMOChanghong(海洋之灾)']
370,28,81,19,79,28,82,26,78,29,70,23,82,26,81,23,80,26,82,28,82,56565,6,57276,4,"['30:48 IGJackeyLove(暗夜猎手) 击杀了 DMOXiaopeng(永猎双子)', '30:49 IGJackeyLove(暗夜猎手) 击杀了 DMOTwila(未来守护者)']"
371,28,81,19,79,28,82,26,78,29,70,20,81,19,79,21,80,21,79,21,80,56621,6,57381,5,['30:51 IGRookie(解脱者) 击破了防御塔']
372,28,81,19,79,28,82,26,78,29,70,12,85,10,85,15,86,13,86,13,85,56675,6,57939,6,['31:0 igning(狂战士) 击破了防御塔']
373,28,81,19,79,28,82,26,78,29,70,13,90,10,91,12,91,13,90,13,88,56730,6,58043,7,['31:3 igning(狂战士) 击破了防御塔']
374,28,81,19,79,28,82,26,78,29,70,95,4,9,91,12,91,13,90,13,89,56740,6,58053,7,[]
375,28,81,19,79,28,82,26,78,29,70,95,4,9,91,12,91,13,90,13,89,56740,6,58053,7,['31:15 IG 获胜']
