,OMGCurse, ,OMGY1han, ,OMGicon, ,OMGKane, ,OMGHudie, ,RWZWuJi, ,RWHolder, ,RWWeiYan, ,RWHuaTian, ,RWHuanggai, ,blue_economics,blue_towers,red_economics,red_towers,captions
245,56,91,55,85,39,55,40,67,39,62,54,57,64,83,53,65,56,57,56,60,0,3,0,2,[]
246,55,93,53,86,32,49,40,56,42,55,50,50,69,84,51,62,51,47,52,55,0,3,0,2,[]
247,50,81,49,76,22,47,42,53,43,53,53,48,69,91,62,62,57,40,54,56,0,3,0,2,[]
248,50,79,48,65,16,43,37,57,34,47,61,43,70,84,66,55,57,40,95,4,0,3,0,2,[]
249,52,89,45,62,11,34,37,57,32,43,61,43,62,75,57,47,88,7,83,8,0,3,0,2,[]
250,52,92,37,57,9,29,12,92,32,43,91,6,53,67,52,37,72,15,68,18,0,3,0,2,[]
251,52,94,46,63,8,30,40,58,2,96,88,8,51,65,46,34,60,26,57,28,0,3,0,2,[]
252,2,96,45,66,8,30,46,51,12,82,77,18,59,73,34,39,48,33,45,37,0,3,0,2,[]
253,10,81,39,60,12,84,39,51,23,72,70,28,71,78,35,42,40,37,40,45,0,3,0,2,[]
254,16,69,39,60,22,73,41,56,31,63,64,34,81,87,35,41,36,25,40,43,0,3,0,2,[]
255,18,56,4,94,30,64,41,55,41,56,70,40,81,79,35,38,25,15,41,37,0,3,0,2,[]
256,23,44,4,94,32,47,44,51,36,48,68,39,76,71,95,4,27,14,41,32,0,3,0,2,[]
257,27,37,18,77,29,38,47,51,34,40,59,39,67,65,89,7,37,26,41,32,0,3,0,2,[]
258,32,44,28,66,20,36,49,48,33,35,56,40,58,63,75,14,46,36,88,7,0,3,0,2,[]
259,39,52,29,60,19,24,38,42,35,29,57,39,56,62,65,21,54,32,74,20,0,3,0,2,[]
260,39,63,30,57,15,19,36,43,31,35,58,41,55,49,56,30,57,41,61,24,0,3,0,2,[]
261,46,73,32,45,17,23,36,49,38,41,51,47,44,42,44,34,47,48,49,34,0,3,0,2,[]
262,52,84,31,50,23,34,31,51,32,50,46,44,38,41,35,38,40,42,39,43,0,3,0,2,[]
263,61,88,31,52,23,46,33,59,35,59,45,47,34,38,34,42,35,37,32,43,0,3,0,2,[]
264,69,89,31,52,28,52,44,54,45,56,48,48,27,33,34,41,40,30,35,36,0,3,0,2,[]
265,78,86,35,48,37,50,47,52,42,52,49,42,34,35,36,36,48,21,43,38,0,3,0,2,[]
266,82,81,25,44,40,52,43,55,36,49,48,42,41,31,41,29,43,9,51,46,0,3,0,2,[]
267,76,72,32,48,46,53,46,54,44,53,47,41,41,31,39,33,43,11,48,40,0,3,0,2,[]
268,73,63,38,51,43,51,48,54,54,51,54,41,95,4,41,30,46,14,51,43,0,3,0,2,[]
269,79,55,51,53,51,49,53,50,54,50,59,35,92,15,43,34,49,18,57,39,0,3,0,2,[]
270,76,57,42,46,43,45,46,49,48,46,61,36,86,26,42,19,49,18,57,34,0,3,0,2,[]
271,83,66,32,39,36,39,37,43,40,38,60,34,74,28,44,17,85,13,55,32,0,3,0,2,[]
272,88,67,37,37,32,34,41,36,41,32,58,33,72,34,48,20,72,24,91,5,0,3,0,2,[]
273,78,67,32,42,29,34,42,43,35,29,55,32,80,42,44,24,63,35,74,14,0,3,0,2,[]
274,72,71,25,47,19,24,47,50,34,40,59,37,88,50,41,30,57,42,61,24,0,3,0,2,[]
275,72,71,27,46,15,18,47,51,44,48,53,43,90,51,39,37,56,47,50,34,0,3,0,2,[]
276,11,91,3,95,17,19,40,57,36,49,48,48,89,63,41,45,49,48,42,40,0,3,0,2,[]
277,23,80,15,81,20,12,36,60,32,52,50,44,88,75,32,43,41,43,46,48,0,3,0,2,[]
278,33,75,25,70,14,10,36,60,36,60,50,32,85,79,32,46,39,39,37,41,0,3,0,2,[]
279,40,74,32,59,14,10,9,92,36,60,50,22,74,76,32,35,48,34,33,35,0,3,0,2,[]
280,39,64,31,51,5,93,22,81,3,93,46,13,63,77,34,37,48,48,41,30,0,3,0,2,[]
281,46,74,31,51,8,87,29,71,14,79,48,11,57,72,41,41,49,48,41,30,0,3,0,2,[]
282,52,85,35,47,20,75,38,61,25,71,48,11,57,69,46,49,51,47,94,4,0,3,0,2,[]
283,61,88,34,39,29,66,44,56,34,62,91,5,66,77,52,37,49,41,77,15,0,3,0,2,[]
284,59,85,33,47,40,56,41,58,43,53,75,20,71,80,47,36,47,36,63,23,0,3,0,2,[]
285,61,85,46,47,44,46,43,67,45,45,66,29,70,90,45,40,51,42,51,33,0,3,0,2,[]
286,64,91,44,50,40,43,39,64,43,45,57,38,69,80,48,35,53,44,50,35,0,3,0,2,[]
287,71,86,43,52,34,42,43,54,34,42,51,47,59,72,40,34,51,50,51,42,0,3,0,2,[]
288,80,84,39,51,34,42,44,54,38,50,49,51,56,68,37,39,51,50,48,46,0,3,0,2,[]
289,81,82,38,51,34,43,41,55,43,53,49,43,63,63,43,42,50,43,47,45,0,3,0,2,[]
290,75,73,32,46,32,40,36,50,37,48,45,40,76,62,40,35,44,40,47,40,0,3,0,2,[]
291,73,67,30,35,27,36,33,47,32,40,50,45,89,67,43,37,49,46,46,40,0,3,0,2,[]
292,73,73,31,40,27,36,37,56,34,48,45,53,89,68,42,41,44,54,43,45,0,3,0,2,[]
293,80,80,33,49,32,49,40,55,43,55,48,49,78,63,43,44,51,52,47,44,0,3,0,2,[]
294,85,78,37,48,34,59,42,54,43,55,50,51,73,69,50,51,53,53,52,50,0,3,0,2,[]
295,79,84,32,46,42,54,45,50,47,51,56,56,79,75,57,58,63,61,58,56,0,3,0,2,[]
296,70,88,31,35,37,49,40,44,43,44,53,52,84,81,51,48,54,55,54,49,0,3,0,2,[]
297,79,84,41,43,47,53,42,46,48,48,56,44,77,74,48,40,56,47,56,47,0,3,0,2,[]
298,74,74,48,51,49,54,47,52,49,52,53,44,70,64,51,45,58,48,58,47,0,3,0,2,[]
299,67,65,43,57,45,55,43,57,47,57,50,47,62,59,45,49,52,51,52,51,0,3,0,2,[]
300,68,66,45,57,44,52,43,55,49,58,52,46,55,57,53,49,52,45,52,52,0,3,0,2,[]
301,72,68,52,60,51,60,45,58,56,62,55,50,58,56,56,54,63,51,54,53,0,3,0,2,[]
302,71,67,62,61,63,63,53,60,61,59,62,50,55,53,61,51,68,51,64,53,0,3,0,2,[]
303,71,68,66,65,65,68,57,63,58,63,62,52,55,51,75,54,76,52,66,54,0,3,0,2,['25:15 OMG »÷É±ÁËÍÁÁú']
304,78,78,55,68,57,68,50,66,51,60,60,49,65,53,82,56,73,49,59,50,0,3,0,2,[]
305,82,86,41,61,57,68,45,70,42,56,51,48,65,53,82,56,59,49,49,48,0,3,0,2,[]
306,88,81,33,59,6,88,39,64,42,54,48,49,95,8,76,45,50,46,45,45,0,3,0,2,[]
307,87,81,29,59,14,73,43,56,43,53,48,40,93,27,73,43,46,37,35,39,0,3,0,2,[]
308,90,81,28,59,17,61,39,57,35,49,50,35,92,40,74,38,42,25,38,37,0,3,0,2,[]
309,2,96,28,59,20,50,39,57,33,47,50,35,91,52,75,35,44,16,41,32,0,3,0,2,[]
310,5,96,3,95,19,47,12,90,33,47,84,11,91,54,93,4,45,14,41,32,0,3,0,2,[]
311,23,93,14,82,16,44,24,78,13,84,78,18,91,63,93,4,45,12,80,10,0,3,0,2,[]
312,36,90,27,67,11,46,31,67,23,72,68,28,87,75,84,9,47,15,66,20,0,3,0,2,[]
313,49,90,32,55,11,34,38,58,32,63,60,37,84,82,72,17,56,22,56,31,0,3,0,2,[]
314,61,89,32,44,10,27,46,52,41,54,49,41,82,84,61,23,59,36,56,46,0,3,0,2,[]
315,57,85,31,40,11,27,41,56,43,52,49,43,71,78,53,33,51,43,52,52,0,3,0,2,[]
316,53,87,35,49,17,34,45,53,48,51,44,35,60,73,50,35,47,35,49,42,0,3,0,2,[]
317,54,88,39,49,27,38,49,52,45,53,50,46,52,66,42,42,45,40,48,48,0,3,0,2,[]
318,48,77,40,52,33,47,45,56,42,54,50,49,54,63,47,51,51,48,48,47,0,3,0,2,[]
319,48,67,44,54,44,50,48,51,47,49,55,42,56,56,50,43,58,46,55,46,0,3,0,2,[]
320,52,62,46,52,48,51,46,49,47,49,47,42,64,57,42,38,48,43,46,40,0,3,0,2,[]
321,48,55,48,48,56,44,51,48,55,44,49,35,66,50,47,40,47,34,47,36,0,3,0,2,[]
322,43,44,42,41,57,43,56,44,53,44,56,34,65,51,51,34,56,33,54,33,0,3,0,2,[]
323,33,39,47,40,56,42,51,44,48,41,63,35,63,59,56,32,66,38,59,35,0,3,0,2,[]
324,31,33,45,35,47,38,43,41,41,32,59,36,55,56,51,35,65,37,53,31,0,3,0,2,[]
325,31,33,42,32,46,35,45,37,41,33,60,35,50,52,55,32,63,36,59,35,0,3,0,2,[]
326,31,33,34,32,45,42,37,39,44,37,52,31,53,49,50,34,57,34,53,31,0,3,0,2,[]
327,30,33,31,35,41,42,33,36,38,38,45,34,51,46,43,33,47,35,45,33,0,3,0,2,[]
328,32,46,34,47,40,45,34,48,33,44,49,43,51,44,46,40,47,40,44,36,0,3,0,2,[]
329,43,52,34,47,45,51,46,52,40,51,50,45,57,45,42,39,49,43,42,35,0,3,0,2,[]
330,42,54,8,89,42,52,45,54,45,53,49,47,48,46,35,40,47,48,46,41,0,3,0,2,[]
331,44,52,26,69,47,50,47,52,50,50,42,41,36,40,30,32,44,39,41,41,0,3,0,2,[]
332,57,55,36,58,54,49,46,54,47,50,38,37,35,38,27,32,45,34,46,38,0,3,0,2,[]
333,57,55,44,51,53,48,46,54,43,51,43,37,35,38,33,32,40,37,48,39,0,3,0,2,[]
334,55,46,46,44,56,44,46,46,42,44,42,35,34,38,34,35,42,35,45,35,0,3,0,2,[]
335,62,50,39,39,54,46,51,46,42,41,54,32,34,38,44,38,51,31,46,35,0,3,0,2,[]
336,71,50,40,44,43,46,43,47,39,42,59,37,90,7,51,35,47,16,54,32,0,3,0,2,[]
337,89,59,42,38,41,45,41,40,39,37,59,36,85,17,45,34,48,16,54,32,0,3,0,2,[]
338,83,62,38,32,2,96,45,49,32,35,56,31,88,32,50,35,95,4,86,8,0,3,0,2,[]
339,83,65,24,38,7,88,37,57,29,37,54,30,90,44,51,26,81,13,68,18,0,3,0,2,[]
340,83,65,21,52,17,75,29,60,2,96,50,25,89,47,51,26,69,26,57,28,0,3,0,2,[]
341,7,95,30,56,18,63,40,57,12,82,46,16,88,49,89,13,62,33,54,32,0,3,0,2,[]
342,19,91,31,45,18,50,48,52,23,72,41,10,88,63,77,26,54,44,51,34,0,3,0,2,[]
343,31,89,36,38,18,44,42,52,31,63,44,15,88,75,68,35,55,44,47,38,0,3,0,2,[]
344,44,88,34,38,25,38,41,54,31,50,46,16,87,77,72,43,56,44,56,45,0,3,0,2,[]
345,57,89,34,37,34,31,44,52,35,39,47,16,78,74,71,41,52,43,51,48,0,3,0,2,[]
346,59,85,40,45,32,40,41,51,33,47,47,16,67,66,62,36,59,40,47,35,0,3,0,2,[]
347,61,85,46,51,34,39,48,51,44,51,95,4,62,61,52,35,55,32,39,25,0,3,0,2,[]
348,60,89,43,45,34,39,46,54,49,47,83,11,63,58,56,32,52,30,43,24,0,3,0,2,[]
349,68,89,38,41,31,35,44,55,41,40,72,22,64,53,60,38,44,24,43,24,0,3,0,2,[]
350,72,88,27,37,31,39,2,96,38,38,63,33,54,45,52,41,46,28,85,7,0,3,0,2,[]
351,78,81,21,40,36,37,2,96,33,47,55,40,54,42,42,33,49,31,69,18,0,3,0,2,[]
352,72,70,25,37,32,33,42,67,37,48,50,40,57,48,39,33,47,38,57,28,0,3,0,2,[]
353,76,58,32,42,30,37,39,65,43,51,40,38,64,53,36,41,44,39,45,36,0,3,0,2,[]
354,83,60,35,49,24,41,39,52,37,49,35,47,52,51,34,48,38,43,37,43,0,3,0,2,[]
355,86,64,35,49,30,53,36,58,37,50,39,49,45,51,37,49,42,46,42,46,0,3,0,2,"['29:31 RWZWuJi(Ðé¿ÕÖ®Å®) »÷É±ÁË OMGY1han(Ðé¿Õ¶ÝµØÊÞ)', '29:35 RWZWuJi(Ðé¿ÕÖ®Å®) »÷É±ÁË OMGHudie(¸¥À×¶û×¿µÂÖ®ÐÄ)']"
356,78,65,35,49,39,56,43,56,37,50,32,41,45,46,32,39,35,40,31,42,0,3,0,2,[]
357,67,61,35,49,43,47,43,48,37,50,31,32,35,37,34,31,30,33,31,35,0,3,0,2,[]
358,48,41,35,49,33,41,37,41,37,50,31,33,33,31,33,31,30,33,31,32,0,3,0,2,[]
359,39,33,35,49,30,37,36,37,37,50,31,28,33,32,32,31,30,28,27,31,0,3,0,2,[]
360,34,36,35,49,30,38,33,37,37,50,32,28,30,31,32,31,30,32,27,33,0,3,0,2,['29:59 RW »÷É±ÁË´óÁú']
361,44,44,35,49,38,50,39,43,37,50,25,27,24,28,25,28,26,24,25,25,0,3,0,2,[]
362,56,48,35,49,47,52,50,50,37,50,95,4,27,21,95,4,25,10,28,21,0,3,0,2,[]
363,68,50,4,95,58,58,60,59,2,96,84,17,95,11,87,18,29,8,95,4,0,3,0,2,[]
364,77,52,21,74,65,64,67,67,18,85,73,28,79,13,81,32,29,8,86,22,0,3,0,2,[]
365,77,60,34,67,65,67,65,65,28,74,63,35,65,10,80,45,93,6,81,38,0,3,0,2,[]
366,72,70,48,68,62,70,53,65,37,66,62,36,53,9,80,55,83,24,75,47,0,3,0,2,['30:27 OMG »÷É±ÁËË®Áú']
367,69,79,58,72,62,70,46,71,44,69,55,42,40,10,87,65,69,33,66,48,0,3,0,2,[]
368,69,79,48,74,7,89,40,62,40,59,54,42,27,12,90,70,58,43,61,50,0,3,0,2,[]
369,7,94,39,64,14,74,41,57,43,59,48,48,16,18,86,76,48,52,53,55,0,3,0,2,[]
370,22,86,34,59,17,62,39,60,36,58,51,47,10,29,75,72,51,51,49,46,0,3,0,2,[]
371,33,87,25,56,20,50,44,55,40,55,48,47,12,37,64,65,52,47,41,43,0,3,0,2,[]
372,38,75,27,59,16,49,43,56,43,57,46,49,8,40,52,65,46,54,43,47,0,3,0,2,[]
373,44,67,37,64,8,50,34,62,36,63,41,53,16,40,45,63,44,58,43,56,0,3,0,2,[]
374,43,69,45,67,5,47,35,61,33,63,38,51,17,43,37,50,41,54,41,52,0,3,0,3,['31:8 RWZWuJi(Ðé¿ÕÖ®Å®) »÷ÆÆÁË·ÀÓùËþ']
375,49,80,39,65,6,50,38,63,23,65,40,52,10,42,30,53,38,51,31,45,0,3,0,3,[]
376,56,89,32,61,5,54,35,64,19,61,43,54,4,45,31,42,44,55,34,42,0,3,0,3,[]
377,55,89,32,60,5,54,37,61,29,65,42,53,5,44,32,41,46,52,30,52,0,3,0,3,[]
378,50,82,30,65,5,54,36,66,33,66,37,57,7,46,31,54,38,62,38,55,0,3,0,3,[]
379,42,76,29,67,7,95,32,71,31,68,37,63,17,51,33,63,37,65,33,63,0,3,0,3,[]
380,39,70,30,66,22,79,32,69,34,68,37,60,27,59,34,65,39,59,36,61,0,3,0,3,[]
381,41,60,35,60,31,69,35,62,38,62,42,54,31,52,34,65,41,53,38,56,0,3,0,3,['31:42 OMGY1han(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË RWWeiYan(ÁÝ¶¬Ö®Å­)']
382,46,49,45,50,38,61,43,51,45,47,40,42,35,42,34,65,42,40,41,40,0,3,0,3,[]
383,55,43,54,46,48,53,53,47,53,44,49,33,42,33,34,65,41,30,52,33,0,3,0,3,[]
384,60,37,59,37,56,44,62,38,63,39,52,27,95,4,34,65,95,4,58,26,0,3,0,3,[]
385,67,34,64,34,63,35,66,35,67,31,51,22,83,15,34,65,82,21,65,22,0,3,0,3,[]
386,75,32,71,33,68,29,69,31,72,30,88,15,75,21,34,65,79,30,73,22,0,4,0,3,['32:6 OMG »÷ÆÆÁË·ÀÓùËþ']
387,70,32,68,33,67,30,69,32,69,28,79,25,77,23,34,65,78,28,71,22,0,4,0,3,[]
388,66,37,72,42,68,31,66,33,67,34,78,30,77,27,34,65,78,29,77,23,0,4,0,3,[]
389,58,45,76,47,55,41,56,42,59,44,71,28,68,26,34,65,72,34,72,23,0,4,0,3,[]
390,49,54,71,49,44,45,45,50,47,47,71,27,56,22,34,65,70,28,95,4,0,4,0,3,[]
391,54,65,60,60,37,41,42,57,37,50,71,31,45,16,84,16,69,27,82,12,0,4,0,3,[]
392,59,74,46,64,31,38,42,57,34,49,73,29,43,18,81,31,72,27,71,26,0,4,0,3,[]
393,59,74,43,67,14,35,9,91,31,52,95,4,30,18,75,44,86,17,68,29,0,4,0,3,[]
394,7,96,32,60,9,32,23,79,31,52,82,15,21,27,67,51,72,30,67,35,0,4,0,3,[]
395,21,83,20,50,10,39,30,67,2,96,70,27,14,21,59,57,62,39,64,34,0,4,0,3,[]
396,29,71,18,46,8,44,38,59,16,87,62,36,11,22,51,48,55,48,58,43,0,4,0,3,[]
397,37,63,28,57,15,50,39,58,26,75,55,48,10,23,46,53,53,50,56,49,0,4,0,3,[]
398,36,64,34,64,11,49,34,63,34,65,45,56,11,33,38,56,42,59,45,58,0,4,0,3,[]
399,36,67,31,65,9,47,31,64,33,65,45,58,10,42,39,58,40,60,41,59,0,4,0,3,[]
400,34,68,28,66,9,51,31,68,31,66,38,58,10,40,38,58,39,62,42,58,0,4,0,3,[]
401,30,66,30,69,10,51,33,66,33,66,37,58,15,40,37,58,40,60,46,53,0,4,0,3,[]
402,30,66,33,74,16,49,32,69,31,66,37,60,10,34,38,61,38,62,36,60,0,4,0,3,[]
403,31,68,35,70,13,50,30,67,32,68,38,56,10,35,38,58,42,59,39,58,0,4,0,4,['33:32 RWHuaTian(ÌìÆôÕß) »÷ÆÆÁË·ÀÓùËþ']
404,28,69,27,75,5,45,29,70,30,67,43,48,23,34,37,45,52,56,41,51,0,4,0,4,[]
405,37,62,27,75,7,46,37,61,39,59,43,42,32,35,39,37,66,61,42,40,0,4,0,4,[]
406,39,63,5,93,8,47,29,60,33,59,50,32,23,26,39,37,80,65,40,31,0,4,0,4,[]
407,43,58,21,74,19,51,39,58,42,57,51,27,19,21,85,10,87,56,41,31,0,4,0,4,[]
408,41,53,35,61,21,41,48,53,38,48,57,32,10,23,73,23,89,53,41,31,0,4,0,4,[]
409,31,45,37,50,14,32,40,59,31,40,61,38,10,25,74,33,80,54,90,5,0,4,0,4,[]
410,19,19,24,24,13,21,31,54,25,28,64,35,19,14,65,26,79,52,72,14,0,4,0,4,[]
411,23,13,25,13,18,15,32,45,26,15,63,25,24,11,51,20,72,42,56,9,0,4,0,4,[]
412,33,9,32,11,29,8,26,34,34,8,51,21,36,7,40,15,60,34,42,9,0,4,0,4,[]
413,27,8,27,11,25,10,21,22,30,9,39,23,32,8,31,9,45,9,36,10,0,4,0,4,[]
414,22,9,23,13,22,9,20,14,20,13,31,20,36,6,31,11,33,11,33,12,0,4,0,4,[]
415,15,11,20,21,17,13,16,15,17,20,28,22,36,6,25,13,26,13,33,17,0,4,0,4,[]
416,15,10,12,23,9,18,9,19,9,20,23,30,95,6,19,15,23,13,23,27,0,4,0,4,[]
417,15,10,15,21,12,23,10,15,7,18,33,38,94,7,25,22,27,17,30,34,0,4,0,4,[]
418,15,10,13,23,12,23,10,14,7,18,48,46,89,26,37,26,35,24,41,43,0,4,0,4,[]
419,7,96,2,96,6,96,2,96,9,92,49,49,89,43,46,33,43,36,45,44,0,4,0,4,[]
420,30,92,18,79,20,82,15,88,23,79,49,50,90,56,52,37,52,46,52,55,0,4,0,4,[]
421,43,91,33,74,30,74,26,74,31,69,56,57,89,67,54,49,56,61,57,64,0,4,0,4,[]
422,54,86,41,72,38,66,34,66,35,64,59,62,90,72,60,60,56,67,58,64,0,4,0,4,[]
423,53,88,41,68,40,65,42,60,43,58,62,61,88,70,63,62,61,63,63,64,0,4,0,4,[]
424,46,91,41,57,44,55,41,66,45,55,57,55,79,64,60,60,57,56,61,58,0,4,0,4,[]
425,36,85,43,58,43,54,44,68,42,55,56,53,73,62,51,51,55,53,54,52,0,4,0,4,[]
426,39,73,42,58,41,56,44,68,43,57,49,49,74,55,53,56,59,56,54,52,0,4,0,4,[]
427,43,68,44,56,43,54,2,96,44,53,56,55,74,54,63,64,69,55,62,59,0,4,0,4,[]
428,46,71,44,69,41,61,46,73,46,59,66,61,72,63,68,63,67,62,72,64,0,4,0,4,[]
429,50,66,54,76,46,68,49,75,50,60,65,64,68,66,67,68,66,63,70,66,0,4,0,4,[]
430,56,67,59,69,57,66,58,70,60,60,68,63,68,68,66,67,66,63,70,66,0,4,0,4,[]
431,66,64,63,70,64,64,63,63,65,64,67,68,64,69,65,69,67,70,70,67,0,4,0,4,['35:55 OMG »÷É±ÁËÔ¶¹Å¾ÞÁú']
432,68,69,64,70,67,72,64,62,65,71,67,69,66,64,72,68,65,73,73,71,0,4,0,4,['35:57 OMGicon(É³Ä®»ÊµÛ) »÷É±ÁË RWZWuJi(Ðé¿ÕÖ®Å®)']
433,65,63,66,63,66,65,67,63,66,61,67,69,65,60,74,70,63,72,68,79,0,4,0,4,"['36:1 OMGY1han(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË RWHuaTian(ÌìÆôÕß)', '36:2 OMGCurse(·ûÎÄ·¨Ê¦) »÷É±ÁË RWWeiYan(ÁÝ¶¬Ö®Å­)']"
434,46,53,58,56,59,57,59,58,58,56,67,69,65,60,74,70,63,72,70,79,0,4,0,4,['36:6 OMGKane(Õ½ÕùÅ®Éñ) »÷É±ÁË RWHolder(»ÄÄ®ÍÀ·ò)']
435,55,45,57,43,55,44,56,47,57,46,67,69,65,60,74,70,63,72,73,75,0,4,0,4,[]
436,64,38,64,34,62,38,63,39,64,36,67,69,65,60,74,70,63,72,74,70,0,4,0,4,[]
437,74,28,74,26,73,29,72,29,73,28,67,69,65,60,74,70,63,72,74,70,0,4,0,4,[]
438,81,21,78,20,79,25,79,23,79,21,67,69,65,60,74,70,63,72,82,11,0,5,0,4,['36:27 OMGKane(Õ½ÕùÅ®Éñ) »÷ÆÆÁË·ÀÓùËþ']
439,84,16,80,10,86,17,83,17,85,16,67,69,65,60,74,70,63,72,83,10,0,6,0,4,['36:35 OMGicon(É³Ä®»ÊµÛ) »÷ÆÆÁË·ÀÓùËþ']
440,84,14,85,12,86,9,82,11,84,9,67,69,65,60,74,70,63,72,84,9,0,7,0,4,"['36:38 OMGY1han(Ðé¿Õ¶ÝµØÊÞ) »÷ÆÆÁË·ÀÓùËþ', '36:37 OMGCurse(·ûÎÄ·¨Ê¦) »÷É±ÁË RWHuanggai(¹â»ÔÅ®ÀÉ)']"
441,88,14,85,12,90,8,83,10,85,11,67,69,65,60,74,70,63,72,84,9,0,7,0,4,[]
442,88,14,85,12,90,8,83,10,85,11,67,69,65,60,74,70,63,72,84,9,0,7,0,4,['36:50 OMG »ñÊ¤']
