,V5Windy, ,V5Ben4, ,V5Mole, ,V5y4, ,V5Max, ,TES369, ,TESXx, ,TESKnight9, ,TESLokeN, ,TESBen, ,blue_economics,blue_towers,red_economics,red_towers,captions
254,7,59,27,90,27,67,28,70,30,68,52,88,69,18,11,27,45,79,52,87,0,1,0,7,[]
255,8,51,37,90,28,69,29,66,31,65,53,87,60,26,11,27,85,6,52,87,0,1,0,7,[]
256,6,53,44,91,31,63,30,64,26,57,94,4,52,34,11,27,75,19,95,4,0,1,0,7,[]
257,7,52,45,91,31,52,29,65,31,50,77,9,51,36,11,27,65,30,82,10,0,1,0,7,[]
258,8,50,35,85,33,47,37,59,30,37,63,11,42,32,83,11,57,40,70,18,0,1,0,7,[]
259,9,37,35,78,28,38,37,58,32,28,53,18,44,33,73,22,52,48,60,26,0,1,0,7,[]
260,8,29,41,70,31,38,41,56,24,36,42,24,43,36,64,31,51,49,49,34,0,1,0,7,[]
261,9,31,39,63,30,48,39,59,20,49,35,24,35,39,51,33,42,44,38,39,0,1,0,7,[]
262,9,32,31,56,31,53,31,55,29,58,27,23,27,32,39,36,43,44,30,35,0,1,0,7,[]
263,15,36,22,48,31,51,38,51,39,55,17,21,23,35,27,32,49,47,25,36,0,1,0,7,[]
264,11,44,21,48,25,51,46,54,43,53,11,28,18,33,20,37,49,47,19,35,0,1,0,7,[]
265,20,52,21,50,23,50,45,57,40,56,14,35,22,43,25,37,41,43,22,43,0,1,0,7,[]
266,31,56,24,56,19,51,40,66,38,55,21,41,23,42,26,37,34,39,29,39,0,1,0,7,[]
267,41,53,35,59,24,51,41,66,44,45,19,34,34,31,32,29,34,33,33,32,0,1,0,7,[]
268,42,43,44,50,32,48,41,56,43,42,18,34,34,31,32,29,36,30,32,31,0,1,0,7,[]
269,42,46,50,49,32,46,44,54,42,45,22,45,33,35,31,39,32,34,31,40,0,1,0,7,[]
270,44,55,54,50,32,62,40,61,47,58,28,52,32,44,32,47,35,42,32,47,0,1,0,7,[]
271,51,64,56,63,30,65,39,72,46,67,35,61,31,56,31,67,31,58,35,63,0,1,0,7,[]
272,51,65,57,69,30,65,32,80,44,69,26,69,29,64,25,70,26,70,25,71,0,1,0,7,[]
273,4,95,57,69,30,65,22,85,2,96,19,75,25,74,20,76,21,72,20,74,0,1,0,7,[]
274,9,85,10,92,30,65,11,85,8,82,11,76,18,77,16,76,17,76,15,76,0,1,0,8,[]
275,11,86,15,86,30,65,7,88,9,86,8,82,16,78,9,78,16,76,13,76,0,1,0,8,[]
276,11,86,18,86,30,65,7,87,13,90,7,82,14,80,10,80,12,78,12,79,0,1,0,8,[]
277,13,86,17,85,30,65,6,92,4,94,6,83,14,79,8,81,9,76,7,77,0,1,0,8,[]
278,12,89,13,87,30,65,4,90,5,88,6,83,13,79,8,82,12,79,9,83,0,1,0,9,[]
279,10,85,12,84,5,93,5,86,7,85,11,77,14,79,6,80,15,78,9,79,0,1,0,9,[]
280,15,82,14,82,8,86,13,82,14,84,21,74,22,81,9,77,19,75,18,75,0,1,0,9,[]
281,19,85,14,82,11,81,17,85,17,85,17,79,22,78,12,78,17,76,20,76,0,1,0,9,[]
282,13,85,11,85,6,84,15,88,12,85,11,82,16,80,4,84,14,78,13,80,0,1,0,9,[]
283,15,90,9,91,5,93,20,87,12,86,12,89,17,85,8,90,22,84,16,84,0,1,0,9,[]
284,15,90,10,94,10,94,25,88,12,86,12,93,18,90,13,93,20,86,17,90,0,1,0,9,[]
285,15,90,11,92,12,92,25,88,12,86,12,93,17,85,14,85,20,85,16,89,0,1,0,9,[]
286,15,90,10,91,13,93,25,88,12,86,12,93,17,87,12,87,15,89,16,92,0,1,0,10,[]
287,15,90,7,93,8,96,25,88,12,86,12,93,13,91,12,91,12,92,12,92,0,1,0,10,[]
288,15,90,7,92,10,94,25,88,12,86,12,93,15,87,10,94,16,86,13,89,0,1,0,10,[]
289,15,90,8,92,9,94,25,88,2,96,12,93,13,83,8,94,16,86,12,92,0,1,0,10,[]
290,15,90,8,92,9,94,25,88,2,96,12,93,13,83,8,94,16,86,12,92,0,1,0,10,[]
