,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,LNGFlandre, ,LNGSofM, ,LNGPlex, ,LNGAsura, ,LNGDuan, ,blue_economics,blue_towers,red_economics,red_towers,captions
251,57,93,32,39,44,52,46,50,46,49,74,57,83,8,78,54,53,48,62,33,0,2,0,3,[]
252,62,93,33,41,37,49,46,50,40,50,74,57,69,17,78,54,54,49,52,44,0,2,0,3,[]
253,53,87,34,43,34,43,36,48,32,44,93,7,60,26,90,4,57,42,48,42,0,2,0,3,[]
254,57,85,34,43,34,43,33,42,34,43,89,30,49,31,71,7,57,42,45,40,0,2,0,3,[]
255,59,85,31,53,32,41,39,51,34,38,89,46,41,26,55,9,95,4,45,40,0,2,0,3,[]
256,61,85,28,59,35,39,44,53,32,45,88,64,41,17,41,9,94,4,41,34,0,2,0,3,[]
257,72,88,23,56,34,42,48,51,40,51,84,79,48,20,31,10,55,48,46,39,0,2,0,3,[]
258,82,83,19,49,39,50,42,54,40,51,87,77,50,32,28,12,49,54,49,48,0,2,0,3,[]
259,84,80,19,47,38,61,37,60,2,96,89,72,42,41,18,12,45,53,49,49,0,2,0,3,[]
260,80,79,31,49,35,65,36,62,11,83,88,74,41,44,17,12,48,57,57,55,0,2,0,3,[]
261,79,75,30,53,33,61,34,64,24,72,86,79,34,38,19,23,44,52,47,53,0,2,0,3,[]
262,82,78,34,61,21,54,32,65,34,63,87,72,31,32,25,34,42,56,37,43,0,2,0,3,[]
263,88,69,38,61,12,48,32,65,41,66,82,66,35,36,24,32,44,52,26,37,0,2,0,3,[]
264,88,75,40,59,6,43,5,91,33,60,87,70,45,45,19,35,54,55,32,44,0,2,0,3,[]
265,84,86,37,61,5,51,16,79,32,57,87,75,56,56,11,35,66,65,39,51,0,2,0,3,[]
266,72,93,39,60,7,54,26,71,31,56,85,80,66,54,26,36,59,61,54,55,0,2,0,3,[]
267,60,94,31,56,10,51,32,60,32,56,83,80,72,44,40,41,57,60,62,62,0,2,0,3,[]
268,53,94,33,43,8,45,31,49,33,48,73,78,75,45,37,38,47,54,62,62,0,2,0,3,[]
269,53,94,33,39,16,49,32,41,34,43,62,77,81,54,26,30,50,51,86,7,0,2,0,3,[]
270,8,95,29,36,24,39,32,47,33,43,62,82,82,57,27,23,50,52,73,20,0,2,0,3,[]
271,25,93,28,34,23,39,32,59,31,46,74,87,76,58,28,24,50,48,67,34,0,2,0,3,[]
272,38,92,20,44,16,40,34,61,31,54,83,83,66,63,15,21,52,36,67,49,0,2,0,3,[]
273,51,90,16,41,11,28,33,60,21,50,78,81,56,67,12,19,48,35,60,62,0,2,0,3,[]
274,63,92,17,34,8,23,38,58,20,37,69,81,59,71,24,12,50,44,57,71,0,2,0,3,[]
275,65,93,18,30,8,29,37,57,21,38,64,88,62,86,38,9,48,51,50,82,0,2,0,3,[]
276,61,94,21,38,10,28,40,57,22,46,62,94,61,92,45,8,45,58,60,92,0,2,0,3,[]
277,57,91,25,37,17,21,37,57,30,53,58,93,57,92,32,12,45,58,58,93,0,2,0,3,[]
278,57,91,25,37,12,19,36,61,37,65,51,82,51,83,22,13,51,62,52,85,0,2,0,3,['23:6 LNGFlandre(Ñª¸Û¹íÓ°) »÷É±ÁË BLGADD(·ûÎÄ·¨Ê¦)']
279,57,91,9,83,7,23,44,54,43,58,52,94,48,73,13,21,53,68,49,75,0,2,0,3,[]
280,57,91,16,68,7,28,42,58,42,60,46,91,50,71,13,21,52,67,48,66,0,2,0,3,[]
281,57,91,18,54,11,30,40,59,43,67,46,91,53,64,17,14,52,53,56,60,0,2,0,3,[]
282,57,91,23,39,12,25,40,57,37,59,48,91,58,68,16,10,51,51,49,53,0,2,0,3,[]
283,57,91,25,25,14,18,38,59,35,59,52,92,55,68,95,4,44,57,51,54,0,2,0,3,[]
284,57,91,29,20,16,17,33,64,32,66,51,94,95,4,76,6,39,61,53,57,0,2,0,3,[]
285,57,91,25,27,14,14,26,67,26,65,52,92,76,11,60,7,45,53,53,57,0,2,0,3,[]
286,6,96,30,39,12,13,26,67,26,65,47,90,65,21,47,6,45,53,85,8,0,2,0,3,[]
287,20,95,30,53,2,96,7,94,5,95,48,89,55,31,39,8,48,49,70,18,0,2,0,3,[]
288,34,93,25,56,6,76,20,83,17,86,46,91,43,36,32,11,53,45,57,24,0,2,0,4,['23:57 LNGFlandre(Ñª¸Û¹íÓ°) »÷ÆÆÁË·ÀÓùËþ']
289,45,92,21,52,8,61,28,73,27,74,56,83,36,39,21,11,53,45,45,34,0,2,0,4,[]
290,55,86,23,43,11,49,31,64,37,64,63,83,29,34,19,14,95,4,34,41,0,2,0,4,[]
291,53,87,23,47,21,48,39,58,45,54,68,80,38,38,20,26,77,12,38,37,0,2,0,4,[]
292,57,91,20,50,19,49,41,58,40,61,68,80,48,43,21,28,65,21,49,42,0,2,0,4,[]
293,67,90,21,50,10,43,43,56,48,67,79,14,48,43,31,34,52,26,48,42,0,2,0,4,[]
294,79,85,22,47,10,42,43,57,52,63,65,30,49,43,42,45,53,36,48,42,0,2,0,4,[]
295,83,81,21,39,19,47,39,59,41,66,67,45,37,41,38,43,50,50,49,48,0,2,0,4,[]
296,78,80,16,36,12,34,39,59,34,61,81,57,27,37,28,36,52,54,44,47,0,2,0,4,[]
297,71,77,19,49,11,39,32,59,31,51,89,68,27,35,19,25,61,59,34,39,0,2,0,4,[]
298,73,74,24,51,10,41,32,55,33,49,91,67,35,39,13,20,52,53,35,39,0,2,0,4,[]
299,73,76,31,54,6,35,31,55,26,50,87,73,34,38,13,22,50,51,34,39,0,2,0,4,[]
300,77,85,35,60,7,35,40,57,32,52,87,70,29,36,17,23,51,52,38,43,0,2,0,4,[]
301,78,86,24,56,14,48,33,60,32,52,85,79,34,38,12,21,61,61,42,45,0,2,0,4,[]
302,66,89,22,43,10,39,33,61,8,86,83,84,46,44,15,22,72,70,95,4,0,2,0,4,[]
303,67,91,22,41,8,30,2,96,16,70,77,77,38,49,26,30,67,64,84,19,0,2,0,4,[]
304,71,91,19,44,15,35,12,82,18,56,62,75,38,47,24,39,55,57,71,30,0,2,0,4,[]
305,62,86,15,43,13,35,23,72,27,52,57,68,47,36,24,26,50,51,61,42,0,2,0,4,[]
306,66,83,19,48,11,26,34,64,23,44,57,69,52,37,37,26,47,54,56,55,0,2,0,4,[]
307,68,79,30,50,14,20,35,61,23,51,69,78,54,48,46,39,59,61,55,64,0,2,0,4,[]
308,68,82,35,39,18,14,31,54,33,43,75,78,61,59,54,51,67,70,62,75,0,2,0,4,[]
309,60,85,39,41,30,12,39,52,44,43,64,83,52,58,51,52,65,79,67,82,0,2,0,4,[]
310,40,91,44,36,40,12,47,49,46,45,67,88,55,58,54,54,68,81,68,81,0,2,0,4,[]
311,27,92,41,28,44,9,47,48,45,43,80,85,65,64,54,53,72,71,70,67,0,2,0,4,[]
312,15,94,48,18,46,9,48,47,42,39,74,88,66,68,55,47,68,66,58,57,0,2,0,4,[]
313,4,95,51,10,48,9,41,39,40,28,74,88,63,64,54,46,69,64,52,49,0,2,0,4,['26:4 LNG »÷É±ÁË»ðÁú']
314,19,94,51,9,48,9,34,42,38,25,68,80,53,55,58,34,73,54,51,42,0,2,0,4,[]
315,34,93,50,10,48,9,31,54,25,32,56,66,44,45,57,22,60,50,48,41,0,3,0,4,['26:15 BLGKuro(ÌìÆôÕß) »÷ÆÆÁË·ÀÓùËþ']
316,46,93,40,16,33,12,38,65,22,45,49,54,33,37,54,10,47,45,40,30,0,3,0,4,[]
317,51,92,29,19,19,15,43,57,17,43,44,53,22,26,45,10,35,37,32,23,0,3,0,4,[]
318,62,90,16,19,11,19,43,55,11,30,34,49,18,19,37,12,24,28,21,22,0,3,0,4,[]
319,9,29,7,22,6,26,32,49,8,27,20,45,9,21,22,14,15,21,13,23,0,3,0,4,[]
320,11,35,7,37,7,38,20,49,9,37,14,36,11,30,12,23,11,26,11,28,0,3,0,4,[]
321,21,38,18,34,12,37,22,43,18,34,29,35,14,23,12,23,14,21,14,22,0,3,0,4,[]
322,26,35,18,31,19,34,24,37,21,37,34,39,21,26,24,23,25,23,21,24,0,3,0,4,[]
323,35,37,26,37,18,34,33,40,31,39,41,38,32,22,36,25,37,26,34,23,0,3,0,4,[]
324,32,46,31,47,10,37,32,48,32,44,49,50,42,33,46,35,46,36,44,34,0,3,0,4,[]
325,43,55,22,53,11,39,39,53,34,49,49,52,46,40,48,42,50,47,48,43,0,3,0,4,[]
326,39,63,21,53,10,29,40,57,32,56,56,62,46,40,47,41,55,48,48,43,0,3,0,4,[]
327,44,70,22,51,10,26,41,66,32,56,68,81,92,4,38,28,68,41,93,4,0,3,0,4,[]
328,44,70,22,51,9,33,41,67,15,90,67,91,74,14,30,19,65,40,77,12,0,3,0,4,[]
329,44,70,10,84,18,34,40,57,30,81,62,92,60,25,23,12,54,47,64,22,0,3,0,4,[]
330,50,80,22,73,24,38,41,57,41,71,73,88,50,33,19,13,51,49,52,32,0,3,0,4,[]
331,54,88,31,62,25,37,42,56,51,66,78,75,37,38,17,16,48,46,42,33,0,3,0,4,[]
332,58,91,31,51,25,43,32,58,38,64,64,64,32,38,16,15,37,40,42,43,0,3,0,4,[]
333,58,92,21,47,17,49,31,57,30,59,59,59,31,33,20,21,44,48,40,44,0,3,0,4,[]
334,54,86,20,49,7,45,4,95,19,51,59,56,32,37,20,21,43,54,29,37,0,3,0,4,[]
335,50,83,26,58,6,41,16,81,20,51,55,62,27,34,91,5,43,52,24,37,0,3,0,4,[]
336,50,83,28,59,7,45,25,72,18,55,68,64,38,41,72,15,42,43,39,43,0,3,0,4,[]
337,3,94,20,49,11,46,32,67,22,47,80,76,46,46,61,25,41,38,47,50,0,3,0,4,[]
338,14,79,17,45,2,96,32,60,21,41,81,83,56,60,58,38,41,38,57,61,0,3,0,4,[]
339,25,70,19,48,4,91,36,67,22,44,81,83,57,73,55,52,95,4,56,74,0,3,0,4,[]
340,32,60,31,55,15,79,32,59,28,52,65,88,51,74,48,55,55,75,51,76,0,3,0,4,[]
341,31,53,31,54,22,71,33,33,32,34,60,91,52,72,49,53,57,69,56,68,0,3,0,4,[]
342,33,32,31,29,30,36,33,33,32,34,56,90,49,59,45,50,48,57,50,58,0,3,0,4,[]
343,29,32,31,29,30,32,30,31,29,34,55,89,41,45,34,40,42,47,42,46,0,3,0,4,[]
344,28,32,24,30,32,29,30,33,26,36,30,37,32,36,32,38,30,39,31,34,0,3,0,4,['28:37 BLG »÷É±ÁË´óÁú']
345,26,36,22,31,25,29,23,32,23,37,28,38,30,31,31,34,29,39,32,37,0,3,0,4,[]
346,16,31,19,25,20,23,17,23,15,37,28,37,24,27,23,36,20,39,24,36,0,3,0,4,[]
347,11,32,10,31,10,27,10,27,8,36,16,34,16,21,15,34,14,41,16,33,0,3,0,4,[]
348,12,35,10,39,11,36,11,34,9,30,21,35,11,23,16,33,15,42,17,34,0,3,0,4,[]
349,11,39,19,51,10,40,10,39,9,39,30,36,19,25,27,35,28,36,24,37,0,3,0,4,[]
350,5,45,30,60,10,44,15,50,5,45,33,37,10,21,42,36,38,37,39,37,0,3,0,4,[]
351,3,93,35,65,4,94,19,62,2,96,45,48,12,18,52,32,48,41,42,35,0,3,0,4,[]
352,4,79,31,68,17,80,31,65,3,96,46,48,12,18,53,30,45,53,95,4,0,3,0,4,[]
353,6,66,6,90,31,88,36,61,14,89,95,4,91,9,53,30,46,51,84,19,0,3,0,4,[]
354,8,53,14,78,42,91,39,59,27,76,80,23,79,22,89,7,46,51,72,31,0,3,0,4,[]
355,13,48,17,64,34,81,40,59,37,66,67,36,68,31,74,21,48,51,67,44,0,3,0,4,[]
356,25,50,19,51,32,66,37,59,37,60,49,40,58,37,65,33,48,51,62,57,0,3,0,4,[]
357,32,58,21,49,28,52,37,60,32,59,35,39,54,50,53,43,49,52,53,58,0,3,0,4,[]
358,41,57,25,56,26,52,38,58,38,59,42,46,55,59,56,54,51,51,53,58,0,3,0,4,[]
359,47,53,35,58,39,49,46,52,44,55,45,42,53,57,54,57,53,50,53,58,0,3,0,4,[]
360,48,50,46,51,45,50,47,51,47,53,52,45,55,51,54,57,54,47,55,57,0,3,0,4,[]
361,51,50,52,53,49,51,49,52,51,54,56,43,58,46,58,59,57,43,59,56,0,3,0,4,[]
362,52,48,60,56,49,50,51,49,52,49,60,44,55,41,65,57,57,42,66,52,0,3,0,4,[]
363,49,50,52,52,50,50,52,49,51,51,60,44,55,40,67,43,59,42,62,41,0,3,0,4,[]
364,47,55,44,45,44,53,49,51,46,53,63,51,53,33,55,44,55,40,57,45,0,3,0,4,[]
365,49,52,41,38,45,51,48,50,47,54,73,67,56,41,57,44,56,46,54,42,0,3,0,4,[]
366,52,46,50,45,49,48,52,45,51,50,66,59,55,41,58,43,59,44,60,44,0,3,0,4,[]
367,51,45,49,42,49,48,50,49,50,50,57,50,55,43,56,40,58,46,57,49,0,3,0,4,[]
368,51,44,51,49,54,52,53,52,54,52,60,51,58,43,59,40,58,42,57,49,0,3,0,4,[]
369,52,45,53,46,54,48,52,47,53,46,64,57,64,41,60,40,61,40,57,49,0,3,0,4,['30:41 BLGJinjiao(ÄæÓð) »÷É±ÁË LNGDuan(Éîº£Ì©Ì¹)']
370,53,45,58,50,53,47,54,47,60,50,66,48,54,32,62,39,53,28,57,49,0,3,0,4,[]
371,55,47,65,54,55,48,53,47,59,50,73,48,58,33,61,36,55,31,57,49,0,3,0,4,[]
372,61,43,60,43,58,42,60,41,62,41,75,44,64,34,64,32,61,34,57,49,0,4,0,4,['30:58 BLG »÷ÆÆÁË·ÀÓùËþ']
373,68,36,62,34,61,35,62,35,61,36,72,34,70,32,69,29,68,28,57,49,0,4,0,4,[]
374,67,34,64,33,66,35,67,32,67,34,75,33,75,33,68,27,73,29,57,49,0,5,0,4,['31:8 BLGKuro(ÌìÆôÕß) »÷ÆÆÁË·ÀÓùËþ']
375,62,40,66,44,61,43,59,41,60,41,67,36,66,33,65,31,69,33,57,49,0,5,0,4,[]
376,55,50,66,54,64,62,55,53,61,58,69,43,58,41,56,41,59,40,57,49,0,5,0,4,[]
377,60,59,65,64,65,57,63,62,64,57,66,47,58,54,51,51,54,52,86,20,0,5,0,4,[]
378,54,57,53,56,56,58,55,58,55,58,59,51,52,47,48,56,45,53,77,33,0,5,0,4,[]
379,58,58,56,60,61,62,59,59,58,61,62,52,49,43,47,54,52,51,64,40,0,5,0,4,[]
380,62,61,51,64,65,57,60,63,62,62,66,54,51,50,55,53,55,57,63,52,0,5,0,4,[]
381,65,62,55,66,68,62,67,65,68,64,66,54,60,57,58,57,60,58,65,53,0,5,0,4,[]
382,71,69,58,70,73,64,73,66,75,64,68,60,65,57,61,62,64,61,67,57,0,5,0,4,[]
383,71,69,61,74,74,62,72,67,73,66,57,67,66,56,60,59,57,65,57,63,0,5,0,4,[]
384,72,70,67,70,73,69,73,70,74,72,57,65,66,59,61,62,66,62,62,61,0,5,0,4,['31:59 BLG »÷É±ÁË»ðÁú']
385,70,79,67,82,71,75,70,78,71,78,72,63,75,52,48,59,58,63,50,60,0,5,0,4,[]
386,3,95,56,84,5,92,2,96,2,96,77,52,73,43,43,57,48,66,40,60,0,5,0,4,[]
387,6,86,57,84,19,77,9,92,16,86,86,50,70,41,46,54,49,65,46,53,0,5,0,4,[]
388,8,71,52,84,30,66,22,80,27,73,90,50,58,35,95,4,52,56,46,52,0,5,0,4,[]
389,9,59,54,76,38,62,30,69,37,62,91,57,52,33,82,10,46,53,90,5,0,5,0,4,[]
390,8,46,55,67,41,57,39,59,41,58,88,74,46,23,70,25,50,49,76,20,0,5,0,4,[]
391,9,40,49,65,40,61,41,58,41,56,82,85,43,18,60,36,52,35,64,31,0,5,0,4,[]
392,10,45,49,65,39,62,31,59,35,60,82,86,43,18,54,46,54,32,58,40,0,5,0,4,[]
393,10,45,9,86,39,62,32,62,36,60,84,89,89,7,47,52,54,32,47,41,0,5,0,4,[]
394,12,95,16,70,6,90,38,60,37,57,95,4,77,24,48,51,83,10,41,44,0,5,0,4,[]
395,30,93,18,57,20,76,38,62,32,58,77,20,68,35,50,49,71,23,44,46,0,5,0,4,[]
396,43,91,18,45,31,65,37,60,32,56,64,34,66,51,49,50,62,34,46,50,0,5,0,4,[]
397,53,92,19,46,39,60,40,59,34,59,55,47,70,63,51,51,55,46,50,46,0,5,0,4,[]
398,50,81,22,53,40,67,41,67,35,61,57,66,62,64,60,61,56,60,55,58,0,5,0,4,[]
399,50,78,33,61,49,74,47,74,46,71,55,76,57,71,57,69,57,70,57,72,0,5,0,4,[]
400,50,82,43,68,47,79,50,78,49,73,57,70,57,73,56,65,55,68,54,67,0,5,0,4,[]
401,53,87,46,70,48,79,49,77,47,79,58,71,57,73,54,63,55,67,57,69,0,5,0,4,[]
402,52,84,46,73,47,80,47,75,48,78,57,70,57,72,53,64,52,64,55,66,0,5,0,4,[]
403,46,73,48,67,40,70,39,65,41,67,48,57,51,61,48,53,49,53,47,54,0,5,0,4,[]
404,39,63,51,73,35,62,38,60,38,62,31,51,44,49,42,53,42,52,38,50,0,5,0,4,[]
405,40,65,46,72,35,64,38,65,39,66,32,52,33,43,42,46,39,55,30,47,0,5,0,4,[]
406,51,65,57,65,37,62,39,61,39,64,32,52,32,44,32,37,42,53,32,44,0,5,0,4,[]
407,55,56,61,57,47,57,47,55,48,56,95,4,94,4,21,26,49,46,32,44,0,5,0,4,[]
408,53,51,52,54,51,53,49,52,53,50,79,24,77,18,13,22,54,32,87,7,0,5,0,4,[]
409,58,42,57,41,61,42,58,43,59,45,69,34,66,29,16,16,63,35,72,21,0,5,0,4,[]
410,58,38,51,41,57,40,61,39,59,40,76,45,71,33,22,9,68,30,70,31,0,5,0,4,[]
411,47,39,41,34,45,36,54,44,54,42,75,60,65,35,22,9,65,34,66,36,0,5,0,4,[]
412,35,38,41,42,38,37,50,46,45,38,75,73,65,41,87,9,65,39,67,42,0,5,0,4,[]
413,22,38,44,44,37,43,51,47,44,43,72,69,56,33,72,23,59,44,58,41,0,5,0,4,[]
414,12,35,34,39,42,43,44,45,42,42,64,57,53,40,63,35,58,44,57,43,0,5,0,4,[]
415,11,25,34,39,31,45,32,44,33,43,45,58,47,47,54,45,52,47,51,49,0,5,0,4,[]
416,9,21,8,86,29,58,31,57,27,50,36,57,32,50,43,52,37,56,40,55,0,5,0,4,[]
417,9,30,21,73,21,64,22,56,19,52,30,53,30,54,30,59,32,59,30,56,0,5,0,4,[]
418,10,43,34,74,19,62,17,59,17,58,22,55,24,52,35,59,33,59,27,51,0,5,0,4,[]
419,14,50,45,67,28,65,22,70,23,67,28,52,22,48,36,58,31,56,31,50,0,5,0,4,[]
420,14,49,45,62,33,69,33,66,31,68,24,39,24,40,38,59,31,46,32,40,0,5,0,4,[]
421,26,50,41,53,38,63,37,60,35,64,33,32,32,32,34,48,32,34,30,30,0,5,0,4,[]
422,32,47,42,42,44,51,44,50,31,53,34,38,32,32,32,40,32,34,30,37,0,5,0,4,[]
423,31,46,44,44,43,49,40,42,36,47,31,46,37,40,31,40,34,39,31,44,0,5,0,4,[]
424,29,38,36,36,35,39,32,38,32,44,24,38,27,34,27,35,25,35,24,37,0,5,0,4,[]
425,28,38,25,31,31,35,27,33,31,39,21,39,22,31,22,28,22,42,19,35,0,5,0,4,[]
426,26,32,17,18,23,26,18,22,24,27,20,34,17,15,22,28,23,38,20,40,0,5,0,4,['35:26 BLGJinjiao(ÄæÓð) »÷É±ÁË LNGPlex(Íò»¨Í¨Áé)']
427,25,27,13,14,22,23,16,14,27,23,26,30,11,11,22,28,24,29,23,31,0,5,0,4,"['35:33 LNGFlandre(Ñª¸Û¹íÓ°) »÷É±ÁË BLGADD(·ûÎÄ·¨Ê¦)', '35:35 BLGJinjiao(ÄæÓð) »÷É±ÁË LNGSofM(ÁÝ¶¬Ö®Å­)']"
428,25,27,19,25,19,25,21,25,25,26,30,34,11,11,22,28,17,32,26,33,0,5,0,4,[]
429,25,27,16,39,23,36,22,37,22,38,29,45,11,11,22,28,16,41,34,37,0,5,0,4,[]
430,25,27,17,45,21,45,20,46,24,50,26,50,11,11,22,28,14,49,30,49,0,5,0,4,['35:49 BLGJinjiao(ÄæÓð) »÷É±ÁË LNGAsura(Ì½ÏÕ¼Ò)']
431,25,27,25,42,26,47,27,50,23,45,29,52,11,11,22,28,14,49,36,41,0,5,0,4,['35:54 BLGJinjiao(ÄæÓð) »÷É±ÁË LNGFlandre(Ñª¸Û¹íÓ°)']
432,25,27,32,31,28,35,31,39,29,34,29,52,11,11,22,28,14,49,50,33,0,5,0,4,[]
433,25,27,31,29,35,30,31,34,29,32,29,52,11,11,22,28,14,49,54,31,0,5,0,4,[]
434,25,27,32,31,35,31,31,34,30,32,29,52,11,11,22,28,14,49,54,31,0,5,0,4,[]
435,25,27,31,30,35,31,31,33,29,32,29,52,11,11,22,28,14,49,93,4,0,5,0,4,[]
436,25,27,28,35,30,34,27,35,27,33,29,52,11,11,22,28,14,49,81,16,0,5,0,4,['36:16 BLG »÷É±ÁË´óÁú']
437,25,27,3,96,4,96,2,96,2,96,29,52,11,11,90,4,14,49,71,31,0,5,0,4,[]
438,25,27,16,86,22,93,5,95,10,93,29,52,90,14,71,16,14,49,66,44,0,5,0,4,[]
439,14,86,33,79,37,91,21,83,24,77,29,52,82,30,59,26,14,49,65,57,0,5,0,4,[]
440,26,75,43,69,41,85,30,70,35,67,29,52,74,42,54,32,14,49,71,68,0,5,0,4,[]
441,35,67,45,68,41,71,37,61,39,62,29,52,69,42,53,31,95,4,74,73,0,5,0,4,[]
442,44,57,45,57,39,63,43,55,42,57,29,52,65,53,53,31,66,34,75,69,0,5,0,4,[]
443,51,49,50,54,48,53,50,48,47,52,90,18,58,44,89,14,53,27,77,53,0,5,0,4,[]
444,61,50,64,57,59,50,58,45,56,46,79,34,60,39,74,28,59,35,70,41,0,5,0,4,[]
445,60,48,67,52,63,51,60,43,59,46,79,50,62,34,65,35,65,34,66,35,0,5,0,4,[]
446,59,38,69,49,59,42,62,40,61,40,79,50,62,32,67,33,65,33,68,34,0,5,0,4,[]
447,62,38,76,51,67,42,66,42,63,41,81,51,65,30,69,32,66,30,78,36,0,5,0,4,[]
448,57,47,73,54,62,50,65,50,65,50,82,48,60,38,65,37,61,37,68,35,0,5,0,4,[]
449,53,50,74,60,64,57,62,52,65,53,74,48,68,42,60,43,54,44,56,40,0,5,0,4,[]
450,52,51,66,57,53,52,65,53,67,55,69,49,66,48,59,47,58,44,59,45,0,5,0,4,[]
451,58,42,71,45,58,46,68,46,66,50,76,42,66,37,64,38,61,36,62,38,0,5,0,4,[]
452,62,38,73,42,64,39,67,35,66,40,81,45,72,34,71,29,66,29,67,30,0,5,0,4,[]
453,66,36,66,39,66,36,69,31,64,37,79,33,76,29,76,27,69,22,74,22,0,5,0,4,[]
454,66,63,66,61,67,62,66,60,67,60,76,45,67,33,69,32,67,31,73,24,0,5,0,4,[]
455,68,66,64,63,70,68,69,67,73,63,75,52,56,38,57,42,57,40,67,29,0,5,0,4,[]
456,71,69,66,65,66,65,65,64,72,69,68,46,42,32,48,34,55,42,67,29,0,5,0,4,['37:58 BLG »÷É±ÁËÔ¶¹Å¾ÞÁú']
457,62,61,57,56,60,57,54,53,61,60,55,32,34,38,48,20,54,41,82,11,0,5,0,4,[]
458,55,49,54,44,57,47,59,45,56,48,51,27,35,38,42,11,57,31,70,27,0,5,0,4,[]
459,62,38,67,41,65,38,64,37,63,38,55,30,42,24,41,8,64,26,70,25,0,5,0,4,[]
460,66,37,61,34,63,38,64,36,62,37,54,30,56,22,46,10,65,23,72,26,0,5,0,4,[]
461,58,35,55,32,60,36,59,33,59,35,52,21,64,24,61,12,69,27,69,27,0,5,0,4,[]
462,63,39,62,34,62,38,61,37,62,40,62,23,72,31,69,22,69,32,70,30,0,5,0,4,[]
463,68,33,59,29,66,31,72,31,67,31,62,21,73,24,71,23,76,28,78,29,0,5,0,4,[]
464,69,30,61,24,69,30,73,29,67,29,65,20,77,24,74,21,84,21,79,25,0,5,0,4,[]
465,68,28,67,27,71,32,72,29,68,32,67,20,76,29,76,19,92,10,79,25,0,6,0,4,['38:45 BLGJinjiao(ÄæÓð) »÷ÆÆÁË·ÀÓùËþ']
466,72,22,71,25,71,26,74,26,70,27,76,18,80,26,81,20,93,6,81,24,0,6,0,4,[]
467,72,25,72,29,71,28,73,27,71,28,75,19,83,29,82,21,86,17,83,25,0,6,0,4,[]
468,64,35,67,39,62,38,63,37,61,38,71,26,73,26,81,19,76,25,74,26,0,6,0,4,[]
469,59,45,67,46,53,48,53,47,55,51,65,34,74,27,90,7,68,31,67,31,0,6,0,4,[]
470,46,45,65,57,53,51,46,56,2,96,57,33,91,6,91,6,64,35,60,36,0,6,0,4,[]
471,36,43,2,96,9,95,4,96,2,96,44,33,79,21,75,21,53,33,56,45,0,6,0,4,[]
472,30,39,5,89,29,93,26,89,25,93,54,33,70,33,64,32,55,32,53,46,0,6,0,4,[]
473,19,35,16,70,41,86,41,85,40,87,54,32,70,48,56,44,55,43,65,51,0,6,0,4,[]
474,10,35,18,55,48,81,47,75,51,77,95,4,75,44,52,48,53,49,65,57,0,6,0,4,[]
475,11,30,25,51,54,84,54,84,59,76,78,26,76,44,55,45,53,44,65,57,0,6,0,4,[]
476,8,24,38,50,60,85,66,88,71,85,80,45,82,55,67,42,52,31,65,57,0,6,0,4,[]
477,7,26,34,64,65,88,78,86,81,91,77,60,83,59,77,50,47,17,91,11,0,6,0,5,['39:45 LNG »÷ÆÆÁË·ÀÓùËþ']
478,7,26,44,67,78,85,87,81,90,83,76,67,82,66,82,62,46,15,82,30,0,6,0,5,[]
479,10,92,47,65,89,84,90,81,89,82,83,66,87,66,88,66,40,15,80,46,0,6,0,5,[]
480,24,78,59,63,89,77,91,73,88,75,88,62,79,65,89,60,39,8,77,61,0,6,0,5,[]
481,33,69,68,61,90,68,92,62,89,67,79,61,74,61,88,56,47,5,75,62,0,6,0,5,[]
482,42,59,77,54,88,59,87,55,88,59,87,50,80,46,89,45,47,5,79,51,0,6,0,5,[]
483,50,50,76,51,88,51,87,52,80,51,88,34,85,37,91,38,95,4,81,38,0,6,0,5,[]
484,59,41,78,47,89,49,89,49,87,49,88,32,84,37,91,39,95,4,81,32,0,7,0,5,['40:20 BLGKuro(ÌìÆôÕß) »÷ÆÆÁË·ÀÓùËþ']
485,64,37,80,40,92,42,91,43,86,50,95,4,78,30,90,35,87,20,81,31,0,7,0,5,[]
486,68,34,80,37,92,38,88,37,88,39,80,23,79,33,88,29,82,29,82,28,0,7,0,5,[]
487,73,29,76,32,88,38,83,35,83,33,79,23,80,28,84,24,81,26,82,24,0,7,0,5,[]
488,74,27,74,29,84,36,83,34,80,34,80,22,81,24,81,22,84,25,80,24,0,7,0,5,[]
489,73,25,75,34,84,36,76,32,79,33,72,26,73,26,80,26,80,25,78,27,0,7,0,5,[]
490,69,29,67,32,75,35,73,22,73,31,72,24,72,24,76,28,73,17,74,26,0,7,0,5,['40:47 BLGJinjiao(ÄæÓð) »÷É±ÁË LNGFlandre(Ñª¸Û¹íÓ°)']
491,70,24,74,17,73,24,72,24,75,22,72,24,75,16,73,22,74,15,71,16,0,7,0,5,"['40:51 BLGJinjiao(ÄæÓð) »÷É±ÁË LNGAsura(Ì½ÏÕ¼Ò)', '40:54 BLGJinjiao(ÄæÓð) »÷É±ÁË LNGPlex(Íò»¨Í¨Áé)']"
492,68,8,78,9,75,13,76,16,76,12,72,24,88,8,73,22,74,15,66,10,0,7,0,5,[]
