,SNAngel, ,SNWeiwei, ,SNMaple, ,SNSmlz, ,SNSwordArt, ,TESMoyu, ,TESAKi, ,TESKnight9, ,TESLokeN, ,TESQiuQiu, ,blue_economics,blue_towers,red_economics,red_towers,captions
236,87,68,22,9,44,48,43,42,44,37,90,53,95,4,58,35,60,42,62,42,0,1,0,1,[]
237,89,68,26,9,42,34,43,37,43,38,92,58,81,10,51,31,60,42,62,42,0,1,0,1,[]
238,87,75,26,10,45,23,43,25,45,35,91,49,68,19,50,22,85,8,90,13,0,1,0,1,[]
239,88,75,26,9,40,23,40,25,43,32,89,52,57,22,47,22,77,17,78,16,0,1,0,1,[]
240,89,71,24,11,30,21,41,34,40,39,87,58,45,16,46,16,69,26,66,20,0,1,0,1,[]
241,85,78,20,22,24,29,46,47,42,45,88,70,44,16,40,10,61,34,62,25,0,1,0,1,[]
242,81,82,19,24,23,39,46,52,42,45,89,75,47,16,26,9,56,43,53,31,0,1,0,1,[]
243,73,88,3,96,23,40,45,55,14,89,88,66,45,23,27,9,57,46,45,33,0,1,0,1,[]
244,73,88,19,89,20,46,2,96,25,77,80,55,41,34,27,9,53,47,40,40,0,1,0,1,[]
245,10,94,30,81,18,49,17,86,31,64,77,54,36,39,93,7,49,47,34,38,0,1,0,1,[]
246,22,81,39,73,18,45,25,75,31,57,76,60,43,44,82,21,48,47,43,45,0,1,0,1,[]
247,32,74,47,66,27,50,33,66,38,58,71,63,48,49,72,30,51,51,49,49,0,1,0,1,[]
248,46,72,53,63,33,44,38,58,41,66,71,63,56,59,63,40,60,58,55,56,0,1,0,1,[]
249,52,66,50,65,35,48,45,57,50,67,91,12,60,60,55,50,59,59,58,57,0,1,0,1,[]
250,51,64,52,62,45,56,50,59,57,66,80,23,60,57,55,55,58,57,58,58,0,1,0,1,[]
251,58,69,48,68,45,51,47,56,51,66,71,32,54,57,52,51,56,54,57,57,0,1,0,1,[]
252,66,77,51,63,42,54,44,54,49,59,62,41,54,50,51,51,52,51,54,52,0,1,0,1,[]
253,74,76,52,60,47,58,49,53,52,60,63,51,65,53,61,57,58,50,54,50,0,1,0,1,[]
254,85,78,52,63,54,67,47,49,47,55,67,62,66,65,65,64,54,49,54,48,0,1,0,1,[]
255,80,78,57,68,57,70,49,49,49,57,72,63,68,63,63,61,56,47,56,47,0,1,0,1,[]
256,70,78,54,62,57,64,49,55,52,60,79,53,65,54,65,53,53,48,54,48,0,1,0,1,[]
257,70,69,57,63,49,57,53,57,48,57,89,53,64,53,54,48,51,48,53,48,0,1,0,1,[]
258,76,68,48,57,45,50,48,53,44,51,80,51,64,53,51,45,53,46,53,48,0,1,0,1,[]
259,80,76,54,48,45,48,48,49,50,51,68,50,66,55,54,43,58,44,57,45,0,1,0,1,[]
260,86,76,49,55,46,53,48,54,48,56,56,50,56,56,56,46,57,45,55,48,0,1,0,1,[]
261,89,73,45,58,46,55,42,58,49,60,54,55,56,59,55,56,52,53,52,55,0,1,0,1,[]
262,90,60,38,60,41,53,40,55,40,59,56,55,61,61,52,54,51,55,55,56,0,1,0,1,[]
263,92,53,28,59,45,50,46,51,46,57,54,49,71,63,64,57,55,50,65,58,0,1,0,1,[]
264,91,53,30,52,43,45,46,53,50,59,57,49,67,60,75,50,55,49,66,54,0,1,0,1,[]
265,53,57,32,40,41,34,55,59,56,56,66,55,64,53,86,50,66,51,66,55,0,1,0,1,[]
266,41,51,35,38,34,23,57,70,55,63,68,66,63,52,83,51,66,59,62,59,0,1,0,1,[]
267,43,53,46,35,25,14,54,77,58,69,64,67,66,54,74,60,65,58,62,59,0,1,0,1,[]
268,38,50,51,28,17,14,57,71,51,63,68,65,66,66,68,67,66,65,64,57,0,1,0,1,[]
269,38,50,48,22,23,10,50,61,45,53,75,59,66,66,68,65,66,56,95,4,0,1,0,1,['22:23 TES 击杀了水龙']
270,10,84,45,23,24,8,47,50,40,41,84,52,67,53,68,65,59,48,86,6,0,2,0,1,['22:27 SNMaple(万花通灵) 击破了防御塔']
271,22,82,45,23,20,12,44,52,41,32,89,62,69,42,88,4,56,45,77,17,0,2,0,1,[]
272,34,89,4,90,19,14,41,56,47,23,91,70,70,41,71,6,58,42,66,20,0,2,0,1,[]
273,48,88,13,75,16,16,43,54,41,31,90,74,57,35,58,7,60,43,57,29,0,2,0,1,[]
274,53,87,17,63,16,16,41,54,34,39,88,70,51,27,46,9,60,43,50,32,0,2,0,1,[]
275,60,90,18,50,8,85,45,55,34,39,88,70,50,21,44,13,91,4,47,33,0,2,0,1,[]
276,72,90,21,44,16,70,48,50,3,97,89,13,41,26,42,15,58,42,46,38,0,2,0,1,[]
277,79,87,28,35,18,57,44,55,10,84,83,26,43,24,39,15,52,45,52,45,0,2,0,1,[]
278,80,83,32,45,23,44,42,56,22,73,85,35,43,24,28,11,46,36,50,44,0,2,0,1,[]
279,81,76,31,58,20,36,41,57,32,62,90,46,85,8,19,12,51,41,43,34,0,2,0,1,[]
280,76,71,40,65,14,33,44,57,41,56,91,57,71,17,24,10,50,41,42,32,0,2,0,1,[]
281,74,64,49,66,11,33,47,53,42,54,90,56,60,24,24,10,50,45,49,41,0,2,0,1,[]
282,73,66,47,58,12,25,47,53,41,56,80,52,51,33,92,5,51,46,52,49,0,2,0,1,[]
283,80,77,46,56,13,16,48,52,43,52,80,51,43,38,95,3,54,44,53,46,0,2,0,1,[]
284,84,81,37,48,14,17,44,53,41,56,82,58,41,40,80,13,49,49,50,50,0,2,0,1,[]
285,81,82,42,51,19,24,44,55,46,56,87,68,51,47,64,25,49,48,51,51,0,2,0,1,[]
286,78,76,41,53,29,34,44,54,47,56,90,67,50,48,50,33,50,50,50,51,0,2,0,1,[]
287,81,77,44,52,33,42,47,53,47,55,83,60,49,47,39,38,52,47,53,49,0,2,0,1,[]
288,87,77,35,47,32,46,47,53,46,55,77,49,50,44,40,39,51,46,52,51,0,2,0,1,[]
289,86,76,38,49,32,42,43,55,48,56,64,50,41,43,37,41,47,48,50,51,0,2,0,1,[]
290,87,70,38,49,34,48,46,55,48,55,55,50,45,43,39,41,50,47,53,51,0,2,0,1,[]
291,91,56,40,58,42,58,46,58,41,59,57,55,46,44,44,47,50,47,50,50,0,2,0,1,[]
292,90,48,42,59,43,57,47,59,42,57,56,50,56,47,58,49,57,48,60,50,0,2,0,1,[]
293,92,47,48,57,56,61,48,52,41,51,92,51,52,43,74,49,55,45,92,50,0,2,0,1,[]
294,93,48,45,46,53,52,48,50,43,45,92,50,56,45,92,47,60,44,90,51,0,2,0,1,[]
295,93,49,54,43,56,47,54,47,53,45,83,50,59,40,85,50,62,40,78,50,0,2,0,1,['24:32 TESKnight9(英勇投弹手) 击杀了 SNAngel(卡牌大师)']
296,93,49,49,46,48,48,52,50,50,49,74,49,56,42,61,43,60,43,65,50,0,2,0,1,[]
297,93,49,38,41,36,42,43,52,40,52,63,50,49,42,50,42,53,44,53,48,0,2,0,1,[]
298,93,49,31,47,33,49,44,51,36,49,51,47,37,37,41,39,44,39,42,43,0,2,0,1,[]
299,93,49,29,57,39,55,47,56,40,53,50,49,33,36,45,46,46,46,36,40,0,2,0,1,[]
300,93,49,34,61,41,56,45,56,39,56,44,43,31,32,42,42,45,46,38,41,0,2,0,1,[]
301,93,49,38,55,44,51,47,52,40,49,46,35,30,36,41,29,44,37,41,32,0,2,0,1,[]
302,93,49,33,47,34,49,47,50,40,51,47,37,41,31,43,24,51,32,41,32,0,2,0,1,[]
303,93,49,34,39,47,49,53,44,49,47,55,40,53,32,39,15,55,32,92,6,0,2,0,1,[]
304,6,89,35,39,54,49,52,47,50,42,61,34,61,35,42,11,57,33,78,17,0,2,0,1,['25:20 SNWeiwei(死亡颂唱者) 击杀了 TESMoyu(机械先驱)']
305,14,73,37,37,54,48,52,47,53,47,61,34,61,38,50,22,63,38,70,27,0,2,0,1,[]
306,18,60,46,44,59,47,56,46,55,44,61,34,61,42,57,33,61,38,65,38,0,2,0,1,[]
307,22,47,55,41,61,42,56,44,56,43,61,34,64,35,60,35,65,36,64,36,0,3,0,1,['25:31 SN 击破了防御塔']
308,22,41,48,49,55,54,49,52,44,45,61,34,69,40,59,40,68,34,58,42,0,3,0,1,[]
309,19,33,41,59,45,47,47,62,34,39,61,34,67,39,55,32,68,34,55,32,0,3,0,1,[]
310,18,18,41,59,41,51,47,73,34,39,61,34,59,34,46,23,85,8,43,32,0,3,0,1,[]
311,15,21,4,94,42,52,51,83,2,95,61,34,48,32,43,16,74,20,41,29,0,3,0,1,[]
312,9,14,12,77,46,50,52,86,18,84,61,34,54,33,41,15,66,29,48,32,0,3,0,1,[]
313,19,9,17,65,46,51,52,84,28,72,61,34,55,43,39,14,59,39,57,33,0,3,0,1,[]
314,21,10,18,52,40,56,48,83,38,61,94,17,54,46,95,4,56,45,56,44,0,3,0,1,[]
315,15,9,19,47,40,56,48,83,42,57,92,33,49,39,77,6,56,43,52,50,0,3,0,1,[]
316,15,9,28,52,9,92,2,96,45,53,92,46,56,43,62,7,55,45,54,46,0,3,0,1,[]
317,7,94,36,62,25,83,18,85,42,55,90,55,53,46,48,8,52,46,49,47,0,3,0,1,[]
318,17,90,44,68,37,76,28,74,43,56,89,62,61,39,45,12,51,47,51,49,0,3,0,1,[]
319,33,89,54,67,46,70,35,63,42,57,88,72,67,48,51,24,58,42,57,45,0,3,0,1,[]
320,47,91,58,63,57,65,43,56,48,53,91,75,72,53,58,34,66,45,64,52,0,3,0,1,[]
321,61,89,64,57,67,58,51,54,56,49,87,76,78,52,60,44,66,50,67,52,0,3,0,1,[]
322,69,88,62,59,60,59,52,49,52,50,82,78,74,59,59,45,66,48,70,49,0,3,0,1,[]
323,71,90,56,57,57,60,52,49,52,55,73,70,66,63,62,50,65,56,65,59,0,3,0,1,[]
324,70,81,53,57,56,62,52,52,53,56,66,62,62,62,59,47,64,57,63,60,0,3,0,1,[]
325,69,63,63,61,63,63,63,60,62,61,66,55,66,56,64,52,67,54,67,60,0,3,0,1,[]
326,70,65,70,64,74,60,63,60,59,58,62,52,60,51,61,51,67,48,68,54,0,3,0,1,['27:7 SNSmlz(圣枪游侠) 击杀了 TESQiuQiu(河流之王)']
327,79,75,67,61,78,50,61,61,57,56,55,50,66,52,63,53,64,39,68,54,0,3,0,1,[]
328,68,66,64,60,76,46,55,58,51,52,59,48,64,52,61,50,57,47,68,54,0,3,0,1,[]
329,66,59,68,64,76,48,50,52,55,54,62,50,67,54,65,53,55,45,68,54,0,3,0,1,[]
330,67,48,68,60,67,45,57,47,56,50,62,42,67,43,67,44,65,41,68,54,0,3,0,1,['27:30 SNMaple(万花通灵) 击杀了 TESAKi(解脱者)']
331,65,40,66,52,67,45,56,46,55,47,69,33,67,43,66,44,66,35,68,54,0,3,0,1,['27:34 SNAngel(卡牌大师) 击杀了 TESKnight9(英勇投弹手)']
332,53,42,55,46,64,50,45,40,46,40,65,37,67,43,66,44,63,35,68,54,0,3,0,1,[]
333,41,37,44,39,55,50,40,30,39,31,67,47,67,43,66,44,67,44,68,54,0,3,0,1,[]
334,45,45,34,36,56,65,35,31,35,31,66,58,67,43,66,44,73,54,87,18,0,3,0,1,[]
335,51,51,33,31,62,76,30,33,35,29,68,68,67,43,66,44,70,65,81,32,0,3,0,1,[]
336,51,52,33,32,69,78,31,32,35,30,70,68,67,43,66,44,70,67,69,66,0,3,0,1,[]
337,50,44,32,31,70,75,30,30,32,33,70,68,67,43,66,44,70,66,67,68,0,3,0,1,[]
338,50,33,32,31,64,83,34,29,32,33,74,62,67,43,66,44,72,64,71,64,0,3,0,1,['28:7 TES 击杀了火龙']
339,45,36,30,34,64,83,41,33,32,33,85,65,93,5,66,44,76,55,77,55,0,3,0,1,['28:11 SN 击杀了大龙']
340,42,37,11,92,3,95,6,95,9,94,92,63,93,5,66,44,75,44,80,44,0,3,0,1,[]
341,5,96,23,79,11,81,23,89,22,80,88,57,81,11,88,5,66,38,74,35,0,3,0,1,[]
342,25,93,29,68,18,68,38,88,32,68,80,53,68,19,69,6,60,38,62,38,0,3,0,1,[]
343,40,92,29,60,18,54,48,77,39,61,80,54,59,27,55,8,55,41,58,43,0,3,0,1,[]
344,54,91,31,52,30,49,48,68,36,60,77,46,53,29,45,12,66,41,67,42,0,3,0,1,[]
345,68,88,36,42,36,38,46,58,36,60,78,52,59,34,44,14,76,46,75,47,0,3,0,1,[]
346,81,84,45,37,41,32,48,52,37,60,82,58,67,43,45,9,77,48,80,53,0,3,0,1,[]
347,86,77,55,31,32,22,53,48,48,51,85,66,76,49,46,14,77,48,83,64,0,3,0,1,[]
348,90,75,55,32,25,11,59,41,58,46,84,66,81,56,48,12,84,14,83,64,0,3,0,1,[]
349,85,77,58,35,23,11,62,36,69,40,84,66,80,51,48,12,75,26,92,8,0,3,0,1,[]
350,87,70,62,39,26,14,64,38,60,36,84,66,79,38,89,4,71,28,81,21,0,4,0,1,['29:8 SNSmlz(圣枪游侠) 击破了防御塔']
351,88,60,54,30,39,15,58,39,59,26,92,20,71,28,67,8,71,27,71,29,0,4,0,1,[]
352,94,55,59,37,49,17,62,37,52,26,90,35,70,24,51,8,69,31,71,32,0,5,0,1,['29:19 SN 击破了防御塔']
353,90,53,58,38,46,11,63,39,47,14,91,43,69,33,49,7,71,31,73,33,0,5,0,1,[]
354,89,53,59,35,44,9,60,37,49,16,92,38,73,33,54,6,74,29,78,35,0,5,0,1,[]
355,91,50,62,35,35,10,57,27,59,23,91,39,74,29,70,5,70,30,72,30,0,5,0,1,[]
356,87,54,60,34,31,10,49,18,57,24,89,40,70,32,94,4,69,30,68,33,0,5,0,1,[]
357,91,61,51,34,44,7,49,10,54,30,92,46,72,31,73,12,70,32,70,29,0,5,0,1,[]
358,88,62,52,41,48,9,48,10,47,17,94,42,64,24,55,8,69,21,64,22,0,6,0,1,['29:50 SNMaple(万花通灵) 击破了防御塔']
359,89,48,60,41,51,10,46,13,49,9,93,42,66,20,59,8,70,21,64,17,0,6,0,1,[]
360,88,53,62,38,52,9,51,25,48,19,90,43,75,24,64,9,72,30,73,26,0,6,0,1,[]
361,77,56,67,34,53,8,61,33,56,30,85,51,84,57,64,12,75,27,89,54,0,6,0,1,[]
362,74,61,72,28,58,21,71,27,67,26,80,40,81,45,68,12,80,25,89,43,0,6,0,1,[]
363,69,25,70,25,67,28,72,26,67,28,77,30,75,34,78,20,79,27,81,33,0,7,0,1,['30:12 SNWeiwei(死亡颂唱者) 击破了防御塔']
364,69,26,66,28,69,33,67,29,68,33,76,27,79,32,74,24,76,27,75,28,0,7,0,1,[]
365,70,25,69,26,74,29,74,27,70,29,80,23,79,28,83,21,77,20,80,24,0,7,0,1,[]
366,75,23,73,23,82,28,78,25,77,26,90,15,88,25,90,12,83,16,87,18,0,7,0,1,[]
367,67,31,73,32,70,29,69,28,74,33,95,4,79,25,93,5,77,23,92,7,0,7,0,1,[]
368,61,37,67,42,60,24,57,22,61,35,85,8,78,24,83,9,77,24,85,13,0,7,0,1,[]
369,5,95,66,54,57,28,49,21,50,32,71,14,69,27,68,9,76,26,72,22,0,7,0,1,[]
370,3,96,68,62,54,32,48,8,48,18,71,27,63,35,62,9,84,36,67,30,0,7,0,1,[]
371,89,53,59,56,50,41,48,6,46,13,66,38,62,38,59,8,88,40,71,34,0,7,0,1,[]
372,89,62,52,45,51,46,49,7,52,26,77,47,67,46,70,13,89,44,80,44,0,7,0,1,[]
373,87,68,47,35,57,43,40,9,54,30,80,38,66,37,84,8,89,39,77,51,0,7,0,1,[]
374,89,61,51,25,59,45,43,8,48,17,71,32,71,31,88,5,89,39,77,51,0,7,0,1,[]
375,93,56,47,16,2,96,52,7,49,11,74,33,70,25,70,7,93,4,95,8,0,7,0,1,[]
376,93,51,45,15,2,96,56,8,51,11,70,30,70,25,63,8,75,10,77,9,0,7,0,1,[]
377,92,42,46,12,90,44,59,7,58,12,75,29,91,5,70,7,70,11,68,11,0,7,0,1,[]
378,93,32,53,6,88,34,59,10,60,12,86,29,81,13,68,9,67,10,65,7,0,7,0,1,[]
379,93,35,57,10,87,40,57,11,56,19,87,27,88,26,77,19,77,19,76,7,0,7,0,1,[]
380,93,49,52,11,87,54,50,8,46,14,88,31,89,35,77,19,77,17,89,5,0,7,0,1,[]
381,89,47,52,6,86,51,55,9,45,10,88,33,83,31,68,10,70,27,82,10,0,7,0,1,[]
382,92,47,57,7,88,47,58,8,51,10,91,37,88,40,65,9,69,28,67,11,0,7,0,1,[]
383,90,42,62,8,89,46,62,8,63,13,91,36,88,36,70,10,71,19,68,13,0,7,0,1,[]
384,91,45,57,10,83,50,59,8,55,10,87,31,80,28,68,7,70,11,68,12,0,7,0,1,[]
385,80,51,45,6,77,54,47,11,43,11,77,28,72,28,73,17,72,22,77,20,0,7,0,1,[]
386,75,58,40,6,74,61,46,12,38,12,85,30,75,27,71,25,73,21,73,28,0,7,0,1,[]
387,64,63,40,6,62,63,2,96,38,12,91,40,79,36,67,13,78,19,81,29,0,7,0,1,[]
388,50,66,2,96,55,68,21,93,1,98,92,44,81,42,58,8,69,27,72,29,0,7,0,1,[]
389,44,68,5,89,56,68,37,92,2,97,88,48,78,37,61,8,66,28,64,25,0,7,0,1,[]
390,44,67,14,73,4,93,50,89,15,89,88,54,72,42,77,8,68,26,66,29,0,7,0,1,[]
391,4,95,17,61,15,77,59,84,27,75,88,57,62,36,90,5,63,35,60,33,0,7,0,1,[]
392,20,82,20,53,27,69,64,83,36,64,95,4,55,32,87,14,58,40,62,32,0,7,0,1,[]
393,30,71,19,46,40,67,77,86,47,58,95,4,62,36,76,20,64,35,95,4,0,7,0,1,[]
394,40,61,20,48,54,67,87,76,55,68,92,24,66,39,64,22,66,33,82,16,0,7,0,1,[]
395,48,52,32,49,63,59,90,66,67,63,91,37,72,41,51,26,79,35,80,31,0,7,0,1,[]
396,54,48,43,52,66,52,89,65,68,67,92,47,66,39,59,36,88,42,69,35,0,7,0,1,[]
397,60,57,55,57,68,50,86,63,73,62,92,50,62,34,60,38,83,37,59,40,0,7,0,1,[]
398,92,46,61,58,80,46,90,49,81,51,93,41,64,34,64,36,88,37,62,38,0,7,0,1,[]
399,91,42,67,52,79,38,91,34,88,47,93,41,77,34,77,33,89,27,70,33,0,7,0,1,['33:11 SNSwordArt(光辉女郎) 击杀了 TESMoyu(机械先驱)']
400,87,38,78,48,82,41,90,38,90,37,93,41,74,32,82,31,84,29,76,33,0,7,0,1,[]
401,88,32,82,37,86,34,92,30,91,33,93,41,73,31,88,23,90,17,79,26,0,8,0,1,['33:24 SNSmlz(圣枪游侠) 击破了防御塔']
402,85,22,87,29,85,24,92,25,91,27,93,41,73,31,91,13,94,4,85,15,0,8,0,1,[]
403,85,19,87,19,83,19,85,21,84,23,93,41,94,6,91,10,87,14,91,16,0,8,0,1,[]
404,82,21,85,22,81,21,84,23,84,23,93,41,89,15,88,15,92,16,92,18,0,9,0,1,['33:37 SNWeiwei(死亡颂唱者) 击破了防御塔']
405,73,26,75,28,78,24,73,29,75,27,93,41,80,17,84,18,92,8,92,10,0,9,0,1,[]
406,67,30,63,32,68,33,65,37,65,35,93,41,72,26,76,26,86,9,89,13,0,9,0,1,[]
407,56,31,54,32,55,32,66,51,59,41,93,41,69,29,68,29,76,16,79,20,0,9,0,1,[]
408,44,35,45,33,47,37,69,62,53,46,93,41,67,30,63,36,69,26,69,27,0,9,0,1,[]
409,42,35,42,35,52,48,68,67,49,47,93,41,55,32,60,37,62,33,62,36,0,9,0,1,[]
410,46,47,48,45,56,46,68,66,52,50,94,7,48,32,53,33,55,31,57,42,0,9,0,1,[]
411,47,46,49,49,49,46,66,66,50,49,88,19,43,32,60,35,59,35,57,42,0,9,0,1,['34:15 SN 击杀了水龙']
412,50,48,51,51,46,43,57,65,49,52,89,31,39,28,56,39,53,32,55,42,0,9,0,1,[]
413,50,47,53,46,55,44,55,76,52,47,88,33,30,22,54,30,49,20,56,32,0,9,0,1,[]
414,54,43,51,42,58,45,55,64,42,42,83,30,20,27,57,32,45,11,57,25,0,9,0,1,[]
415,50,46,41,35,47,39,52,51,36,36,71,29,14,33,63,32,44,14,47,24,0,9,0,1,[]
416,59,50,41,30,47,35,46,40,41,31,61,33,16,35,57,30,46,14,50,22,0,9,0,1,[]
417,77,51,40,38,47,45,41,32,41,35,57,33,16,35,57,32,50,18,50,25,0,9,0,1,[]
418,89,52,49,46,47,45,39,36,42,41,60,33,17,43,56,33,57,24,47,23,0,9,0,1,[]
419,93,50,50,46,52,46,40,31,41,30,72,32,28,51,64,38,63,25,49,25,0,9,0,1,[]
420,93,54,44,42,50,44,41,28,41,31,84,31,31,51,76,33,63,32,45,16,0,9,0,1,[]
421,92,63,34,36,42,33,36,29,35,36,88,25,31,51,70,33,64,32,35,16,0,9,0,1,[]
422,88,55,33,33,40,36,34,38,33,38,82,23,37,43,59,33,55,32,35,23,0,9,0,1,[]
423,50,50,39,41,42,45,45,45,41,43,85,29,47,48,48,35,57,34,44,23,0,9,0,1,[]
424,52,46,38,40,50,46,41,42,41,39,89,41,48,48,51,29,58,31,54,31,0,9,0,1,['35:18 SNSmlz(圣枪游侠) 击杀了 TESAKi(解脱者)']
425,54,44,33,32,51,41,32,34,39,31,91,44,48,48,47,15,66,27,61,37,0,9,0,1,[]
426,53,42,33,31,54,41,34,31,35,24,90,49,48,48,48,10,62,36,63,37,0,9,0,1,[]
427,42,36,33,32,53,44,35,29,31,22,89,62,48,48,48,10,65,34,65,37,0,9,0,1,[]
428,40,30,34,31,55,47,36,29,28,17,90,67,48,48,93,4,66,29,72,31,0,9,0,1,[]
429,31,20,40,36,50,45,35,29,30,11,87,66,48,48,74,14,60,24,81,22,0,9,0,1,['35:41 SN 击杀了大龙']
430,34,17,41,26,52,45,2,96,35,11,83,58,48,48,57,18,56,22,90,13,0,9,0,1,[]
431,44,10,44,22,50,46,47,23,44,14,81,56,48,48,57,19,64,21,93,2,0,9,0,1,[]
432,50,6,46,14,52,46,46,11,47,11,81,56,48,48,61,7,71,15,75,6,0,9,0,1,[]
433,58,6,55,7,57,38,57,10,55,9,96,4,48,48,66,8,83,9,66,7,0,9,0,1,[]
434,63,6,61,9,58,30,61,9,59,10,82,6,84,5,70,11,84,6,71,6,0,9,0,1,[]
435,57,16,59,9,57,21,60,9,57,9,68,11,68,7,71,11,72,9,71,11,0,9,0,1,[]
436,65,25,57,8,62,10,64,10,58,8,75,16,76,6,93,5,78,10,82,9,0,9,0,1,['36:19 SNWeiwei(死亡颂唱者) 击杀了 TESKnight9(英勇投弹手)']
437,74,23,69,10,70,8,72,5,69,11,81,20,83,6,93,5,79,9,82,14,0,10,0,1,['36:24 SNMaple(万花通灵) 击破了防御塔']
438,74,21,76,11,75,11,82,8,75,17,84,21,87,7,93,5,87,9,84,15,0,10,0,1,[]
439,93,13,85,8,87,7,85,6,81,10,90,14,91,4,93,5,89,9,88,9,0,10,0,1,['36:31 SNSmlz(圣枪游侠) 击杀了 TESLokeN(寒冰射手)']
440,88,17,92,10,91,9,85,13,86,9,89,16,94,4,93,5,89,9,89,9,0,10,0,1,"['36:36 SNSmlz(圣枪游侠) 击杀了 TESQiuQiu(河流之王)', '36:37 SNAngel(卡牌大师) 击杀了 TESMoyu(机械先驱)']"
441,89,14,93,12,91,9,90,13,91,9,89,16,95,4,93,5,89,9,89,9,0,11,0,1,['36:41 SN 击破了防御塔']
442,88,15,93,12,91,9,91,11,91,9,89,16,94,4,93,5,89,9,89,9,0,11,0,1,[]
443,88,15,93,12,91,9,91,11,91,9,89,16,94,4,93,5,89,9,89,9,0,11,0,1,['36:55 SN 获胜']
