,FPXGimGoon, ,FPXTian, ,FPXDoinb, ,FPXLwx, ,FPXCrisp, ,LGDLies, ,LGDKui, ,LGDYuuki, ,LGDKramer, ,LGDRD, ,blue_economics,blue_towers,red_economics,red_towers,captions
231,32,50,44,69,29,52,44,70,38,65,47,38,52,36,52,47,61,62,53,57,0,2,0,3,[]
232,31,52,46,72,38,64,44,72,38,65,59,48,52,33,56,47,61,62,83,8,0,2,0,3,[]
233,31,52,46,69,41,60,45,66,11,91,66,59,49,21,55,52,82,5,69,16,0,2,0,3,[]
234,38,48,40,66,46,50,41,66,22,81,78,63,44,16,53,50,69,6,59,26,0,2,0,3,[]
235,46,51,43,54,50,49,44,56,31,69,87,66,44,15,54,46,56,8,48,33,0,2,0,3,[]
236,49,59,41,42,45,44,45,49,41,57,89,74,47,18,55,45,53,19,49,43,0,2,0,3,[]
237,55,58,42,32,41,32,44,46,45,43,89,74,46,27,59,36,47,23,47,38,0,2,0,3,[]
238,53,52,41,32,45,32,42,41,40,37,91,65,52,26,56,33,48,25,50,35,0,2,0,3,['19:48 FPXTian(Ö©ÖëÅ®»Ê) »÷É±ÁË LGDRD(Ñª¸Û¹íÓ°)']
239,52,45,45,23,49,24,44,37,49,32,86,53,56,21,55,31,52,20,50,35,0,2,0,3,[]
240,52,43,43,24,43,19,51,43,47,37,75,48,58,28,54,32,57,30,50,35,0,2,0,3,[]
241,50,52,44,34,46,23,51,47,50,46,63,50,58,39,59,37,58,42,50,35,0,2,0,3,[]
242,56,59,48,39,40,24,45,50,47,44,57,45,54,44,57,43,56,46,50,35,0,2,0,3,[]
243,56,58,49,46,42,32,47,51,45,51,56,47,56,42,57,47,57,42,50,35,0,2,0,3,[]
244,55,56,48,46,33,35,49,49,46,50,54,44,56,43,52,42,57,45,85,11,0,2,0,3,[]
245,54,61,38,50,25,37,45,52,36,48,53,50,55,43,51,52,53,49,73,23,0,2,0,3,[]
246,47,57,31,57,34,41,43,55,41,56,52,49,51,48,52,55,51,51,63,33,0,2,0,3,[]
247,46,67,29,59,26,46,41,56,39,59,47,47,49,53,48,55,48,55,53,44,0,2,0,3,[]
248,47,74,25,57,21,46,37,60,33,59,47,48,43,46,47,49,41,45,40,42,0,2,0,3,[]
249,53,85,22,54,15,45,36,57,31,54,38,40,35,40,36,42,32,42,30,47,0,2,0,3,[]
250,60,92,27,59,18,46,38,56,31,57,33,47,31,47,42,47,32,49,31,52,0,2,0,3,[]
251,62,92,30,55,27,51,31,58,31,59,30,51,32,48,40,50,31,50,30,46,0,2,0,3,[]
252,38,50,32,58,31,51,32,52,39,54,35,48,33,43,37,48,31,45,34,47,0,2,0,3,[]
253,36,48,42,52,36,41,32,44,38,48,35,48,37,39,39,42,39,39,33,40,0,2,0,3,['21:1 FPXDoinb(°µÒá½£Ä§) »÷É±ÁË LGDLies(Íò»¨Í¨Áé)']
254,36,41,42,43,38,39,35,38,37,41,35,48,45,34,45,36,46,35,31,35,0,2,0,3,['21:9 LGDKui(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË FPXDoinb(°µÒá½£Ä§)']
255,28,35,41,53,38,39,29,38,32,41,35,48,42,35,49,48,50,44,25,30,0,2,0,3,[]
256,22,43,31,50,38,39,32,47,32,56,35,48,43,43,42,51,44,47,30,22,0,2,0,3,[]
257,9,50,31,56,38,39,32,59,32,55,35,48,41,42,47,52,45,53,41,27,0,2,0,3,[]
258,7,47,29,59,38,39,34,60,2,96,35,48,39,52,40,54,42,55,41,32,0,2,0,3,[]
259,5,40,21,54,38,39,29,68,11,84,35,48,39,59,39,62,33,60,36,41,0,2,0,4,['21:33 LGDKui(Ðé¿Õ¶ÝµØÊÞ) »÷ÆÆÁË·ÀÓùËþ']
260,13,47,19,62,38,39,28,67,24,73,35,48,34,66,36,64,35,64,31,55,0,2,0,4,[]
261,24,51,27,67,38,39,28,65,29,68,93,20,35,65,35,64,34,63,32,61,0,2,0,4,[]
262,22,54,22,72,38,39,26,66,29,71,92,34,34,65,37,63,34,64,32,62,0,2,0,5,"['21:48 LGDKramer(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ', '21:46 LGDKramer(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË FPXLwx(ÄæÓð)']"
263,16,49,13,81,9,85,26,66,28,70,90,47,40,54,42,57,39,58,41,57,0,2,0,5,[]
264,9,39,4,92,22,74,26,66,31,69,90,60,43,46,50,45,47,48,47,51,0,2,0,5,[]
265,9,31,8,84,32,65,26,66,32,63,87,74,43,46,49,42,51,35,47,51,0,2,0,5,[]
266,9,24,21,74,36,60,26,66,32,60,87,78,92,5,95,4,51,28,92,6,0,2,0,5,[]
267,8,27,30,64,39,64,26,66,31,55,88,70,84,10,87,21,47,17,79,15,0,2,0,5,[]
268,8,27,31,52,46,67,26,66,32,50,83,61,81,28,81,36,46,14,67,28,0,2,0,5,[]
269,7,94,32,41,49,77,26,66,34,37,80,55,74,43,79,51,45,12,57,38,0,2,0,5,[]
270,19,82,34,48,55,88,10,84,31,28,79,53,72,42,78,50,44,13,46,37,0,2,0,5,[]
271,28,72,33,43,66,88,22,74,24,37,77,51,58,42,71,49,44,13,39,28,0,2,0,5,[]
272,35,62,39,50,74,89,31,66,24,37,73,62,49,49,55,50,84,6,41,34,0,2,0,5,[]
273,32,58,37,59,70,89,40,57,6,89,75,67,53,49,49,52,68,7,43,44,0,2,0,5,[]
274,23,51,31,55,60,84,34,59,20,76,81,66,52,49,51,49,53,8,43,44,0,2,0,5,[]
275,21,48,32,59,58,84,37,59,32,65,89,69,55,49,54,50,57,20,91,5,0,2,0,5,[]
276,31,50,46,56,58,83,47,54,43,55,89,67,54,45,51,46,58,34,75,21,0,2,0,5,[]
277,42,53,56,60,69,80,48,56,48,53,81,56,57,45,55,47,54,44,67,33,0,2,0,5,[]
278,52,60,54,58,71,67,50,60,51,59,75,45,55,48,48,49,47,51,66,41,0,2,0,5,[]
279,54,58,54,58,69,65,50,60,50,59,64,41,56,48,49,49,46,51,64,53,0,2,0,5,[]
280,55,58,55,59,66,67,50,60,53,61,56,48,60,51,48,50,47,51,62,53,0,2,0,5,[]
281,53,61,50,60,53,64,44,67,43,67,47,51,54,51,42,53,44,54,52,52,0,2,0,5,[]
282,52,66,51,67,64,68,38,64,35,63,51,54,54,56,41,56,48,54,43,58,0,2,0,5,[]
283,51,68,48,68,65,63,29,68,28,71,41,57,45,57,32,64,42,58,34,66,0,2,0,5,[]
284,39,72,39,71,51,66,24,71,26,73,31,64,35,64,28,66,31,64,30,66,0,2,0,5,[]
285,41,69,41,68,46,68,30,71,31,72,39,62,41,60,39,61,33,63,36,65,0,2,0,5,[]
286,41,69,43,68,42,70,34,74,34,66,43,55,45,58,43,58,40,59,35,61,0,2,0,5,[]
287,46,72,47,67,38,65,34,74,39,72,55,54,56,55,55,57,56,56,47,58,0,2,0,5,[]
288,52,75,40,66,42,56,2,97,45,66,63,60,65,63,65,62,65,61,50,54,0,2,0,5,[]
289,49,74,31,57,36,58,2,97,40,65,68,66,67,69,69,66,72,63,52,48,0,2,0,5,[]
290,40,66,32,44,27,59,3,96,40,57,72,65,72,65,71,63,70,64,58,56,0,2,0,5,[]
291,31,58,34,38,30,60,15,88,33,47,67,64,68,67,62,61,62,62,52,47,0,2,0,5,['24:15 LGD »÷É±ÁËÍÁÁú']
292,24,50,33,38,31,58,25,78,33,35,56,56,54,56,50,51,50,51,43,36,0,2,0,5,[]
293,14,44,32,44,31,58,33,69,31,43,52,51,48,54,47,48,48,51,41,36,0,2,0,5,[]
294,15,38,31,52,10,95,37,62,31,51,53,47,48,48,51,54,49,48,42,35,0,2,0,5,[]
295,16,34,31,52,28,93,34,63,31,51,46,37,47,49,46,56,43,58,41,31,0,2,0,5,[]
296,15,34,8,86,43,92,32,72,10,85,41,26,42,39,50,49,48,48,43,24,0,2,0,5,[]
297,16,34,20,75,57,92,42,75,27,80,48,17,51,36,51,41,51,37,43,24,0,2,0,5,[]
298,16,34,30,65,65,91,44,70,39,71,39,17,51,36,51,41,52,30,89,6,0,2,0,5,[]
299,17,34,40,56,77,86,45,67,40,65,34,12,51,36,88,7,52,30,75,19,0,2,0,5,[]
300,18,23,39,57,87,77,40,62,41,57,33,7,79,9,78,22,84,9,65,30,0,2,0,5,[]
301,17,18,31,57,85,78,47,53,45,55,36,7,70,24,68,31,69,18,54,41,0,2,0,5,[]
302,19,11,36,48,70,78,46,53,41,53,36,7,62,34,58,42,57,23,52,46,0,2,0,5,[]
303,19,16,33,47,58,74,41,54,37,48,94,21,53,44,52,44,52,21,48,45,0,2,0,5,[]
304,24,28,33,44,50,60,39,51,33,44,92,36,41,39,43,44,45,15,41,45,0,2,0,5,[]
305,36,36,39,50,47,47,44,49,43,51,89,45,53,41,42,40,46,10,41,38,0,2,0,5,[]
306,43,37,42,44,40,37,42,42,40,42,89,58,58,37,45,36,48,21,41,26,0,2,0,5,['25:29 FPXDoinb(°µÒá½£Ä§) »÷É±ÁË LGDYuuki(ÌìÆôÕß)']
307,34,39,34,37,34,38,35,43,32,33,88,71,50,42,45,36,40,27,41,31,0,2,0,5,[]
308,34,39,35,41,34,38,37,50,34,39,88,76,49,51,45,36,45,33,42,32,0,2,0,5,[]
309,6,89,43,49,19,94,39,52,37,43,88,73,55,44,45,36,48,34,42,33,0,2,0,5,[]
310,13,74,32,49,35,93,28,50,33,43,83,64,47,42,45,36,46,38,44,42,0,2,0,5,[]
311,18,62,22,47,50,90,27,50,32,44,82,57,43,44,45,36,50,49,41,45,0,2,0,5,[]
312,20,49,27,50,63,91,34,59,3,95,79,52,38,41,45,36,46,50,33,38,0,2,0,5,[]
313,20,39,31,52,58,84,37,60,17,77,67,50,34,36,45,36,39,43,33,43,0,2,0,5,[]
314,14,34,31,52,59,84,32,56,29,66,55,46,27,33,45,36,29,35,23,37,0,2,0,5,[]
315,11,39,32,47,71,89,31,56,31,52,45,39,31,32,95,4,29,32,23,36,0,2,0,5,[]
316,18,34,35,40,78,87,32,45,31,41,35,36,31,31,20,19,30,33,28,37,0,2,0,5,[]
317,23,39,31,39,33,41,30,39,30,38,35,36,24,30,24,30,26,31,23,31,0,2,0,5,['26:21 FPXTian(Ö©ÖëÅ®»Ê) »÷É±ÁË LGDLies(Íò»¨Í¨Áé)']
318,24,39,31,37,44,46,41,44,43,35,35,36,34,23,28,24,26,24,27,24,0,2,0,5,[]
319,33,36,37,37,51,47,50,46,48,39,35,36,46,24,41,25,39,23,40,29,0,2,0,5,[]
320,45,39,32,39,57,43,57,46,54,41,35,36,57,22,53,29,49,25,52,35,0,2,0,5,[]
321,51,41,37,38,50,43,51,44,51,42,35,36,58,33,61,36,60,35,55,33,0,3,0,5,['26:42 FPX »÷ÆÆÁË·ÀÓùËþ']
322,42,37,35,35,37,38,40,38,39,37,35,36,48,25,54,32,54,32,50,32,0,3,0,5,[]
323,32,33,31,31,32,32,34,35,33,37,35,36,39,25,46,32,45,32,40,29,0,3,0,5,[]
324,30,31,31,33,31,35,30,33,33,40,35,36,39,26,41,40,42,39,39,39,0,3,0,5,[]
325,24,41,25,37,30,45,24,39,25,37,94,7,38,38,43,45,45,45,34,38,0,3,0,5,[]
326,21,48,17,44,29,59,25,42,22,47,93,26,41,36,43,44,46,46,34,32,0,3,0,5,[]
327,21,48,20,44,33,60,3,95,22,47,91,39,39,33,53,45,45,43,32,31,0,3,0,5,[]
328,12,89,23,43,26,58,10,84,24,39,90,53,39,33,67,41,45,43,40,30,0,3,0,5,[]
329,21,75,25,38,30,55,21,74,24,37,93,58,80,10,71,40,88,8,40,30,0,3,0,5,[]
330,30,67,24,41,31,58,31,65,24,37,89,56,65,20,67,40,78,22,89,6,0,3,0,5,[]
331,45,65,2,96,2,96,39,65,2,96,79,53,56,29,67,36,67,32,75,19,0,3,0,5,[]
332,49,74,9,84,5,78,39,65,9,84,76,53,52,33,71,48,56,41,65,30,0,3,0,5,[]
333,61,76,16,69,6,62,37,60,24,72,82,59,49,40,66,50,51,48,55,41,0,3,0,5,[]
334,73,77,18,56,7,47,32,61,32,61,83,67,44,39,51,48,49,48,43,44,0,3,0,5,[]
335,85,78,29,52,8,33,38,59,32,54,88,69,37,42,48,48,37,43,32,44,0,3,0,5,[]
336,88,76,31,50,10,40,37,58,31,51,89,61,35,42,46,47,34,42,33,42,0,3,0,5,[]
337,89,75,30,55,11,26,39,58,32,52,90,58,44,43,54,44,46,47,43,48,0,3,0,5,[]
338,87,66,30,56,12,19,33,62,31,53,91,60,42,51,50,45,55,57,39,51,0,3,0,5,[]
339,89,57,34,59,10,30,30,63,31,55,89,61,42,51,57,49,68,61,36,49,0,3,0,5,[]
340,89,59,31,51,23,33,37,57,32,50,85,64,40,41,51,52,79,65,37,37,0,3,0,5,[]
341,83,63,32,39,34,37,33,47,32,40,83,64,44,42,50,48,83,60,41,36,0,3,0,5,['28:24 LGDKramer(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË FPXGimGoon(½âÍÑÕß)']
342,83,63,30,37,36,41,38,51,34,43,89,66,44,43,49,47,74,50,41,36,0,3,0,5,[]
343,83,63,32,37,38,50,43,56,34,47,88,76,45,42,49,48,62,50,38,38,0,3,0,5,[]
344,83,63,31,45,38,60,36,58,33,44,87,77,42,45,42,43,49,48,38,37,0,3,0,5,[]
345,83,63,33,47,31,51,35,49,32,47,82,80,40,38,41,35,39,41,34,38,0,3,0,5,[]
346,83,63,37,48,30,44,34,48,32,46,78,75,43,38,41,35,42,41,31,33,0,3,0,5,[]
347,83,63,32,45,31,39,32,50,30,38,71,82,51,48,88,8,50,49,32,22,0,3,0,5,[]
348,83,63,41,53,38,50,36,58,38,50,66,89,55,57,72,13,48,51,43,23,0,3,0,5,[]
349,83,63,38,50,42,51,39,52,34,47,69,89,62,63,69,28,49,54,43,23,0,3,0,5,[]
350,4,96,32,41,32,42,32,42,34,39,72,76,54,56,59,33,49,47,83,8,0,3,0,5,[]
351,4,96,31,31,34,32,31,34,30,34,67,65,45,47,46,34,47,46,68,18,0,3,0,5,[]
352,34,30,31,29,33,31,30,31,30,33,57,57,37,36,36,39,38,42,57,28,0,3,0,5,[]
353,32,32,33,28,35,31,30,30,25,29,49,50,35,37,33,37,29,37,45,35,0,3,0,5,[]
354,30,30,35,28,34,32,31,30,25,27,39,42,34,31,29,35,26,33,34,37,0,3,0,5,['29:29 FPX »÷É±ÁË´óÁú']
355,30,33,32,33,32,37,31,32,30,23,32,32,34,31,30,38,29,38,25,28,0,3,0,5,['29:32 FPXLwx(ÄæÓð) »÷É±ÁË LGDKui(Ðé¿Õ¶ÝµØÊÞ)']
356,30,33,28,32,24,31,27,32,33,29,29,33,34,31,23,42,23,32,25,25,0,3,0,5,"['29:36 LGDLies(Íò»¨Í¨Áé) »÷É±ÁË FPXGimGoon(½âÍÑÕß)', '29:37 FPXLwx(ÄæÓð) »÷É±ÁË LGDLies(Íò»¨Í¨Áé)']"
357,30,33,27,24,20,44,34,37,33,43,29,33,34,31,24,51,22,31,36,23,0,3,0,5,['29:41 FPXDoinb(°µÒá½£Ä§) »÷É±ÁË LGDKramer(Ê¥Ç¹ÓÎÏÀ)']
358,30,33,31,18,25,57,45,45,43,47,29,33,34,31,33,60,22,31,48,24,0,3,0,5,[]
359,30,33,44,13,38,65,52,47,52,61,29,33,34,31,44,70,22,31,57,33,0,3,0,5,[]
360,30,33,46,7,47,75,58,42,57,74,29,33,34,31,46,81,22,31,66,44,0,3,0,5,[]
361,30,33,51,9,40,87,63,36,44,82,29,33,34,31,35,90,22,31,64,58,0,3,0,5,[]
362,30,33,51,11,28,93,66,36,41,81,29,33,34,31,23,95,22,31,58,63,0,3,0,5,['30:10 () »÷É±ÁË LGDYuuki(ÌìÆôÕß)']
363,30,33,46,12,41,91,67,45,9,93,29,33,34,31,21,95,22,31,56,58,0,5,0,5,"['30:12 FPX »÷ÆÆÁË·ÀÓùËþ', '30:14 FPXTian(Ö©ÖëÅ®»Ê) »÷ÆÆÁË·ÀÓùËþ']"
364,30,33,44,17,47,90,74,57,27,82,29,33,83,8,21,95,22,31,54,57,0,5,0,5,[]
365,5,96,49,24,55,84,68,67,40,71,29,33,71,20,21,95,22,31,54,57,0,5,0,5,[]
366,23,86,51,29,63,72,68,67,55,64,87,5,67,32,21,95,22,31,60,61,0,5,0,5,[]
367,34,78,49,35,65,77,69,68,61,61,68,8,66,34,21,95,85,11,66,49,0,5,0,5,['30:32 FPX »÷É±ÁË»ðÁú']
368,44,68,43,36,75,87,2,96,58,63,62,9,74,42,21,95,73,23,66,48,0,5,0,5,[]
369,45,67,42,37,81,90,10,93,57,64,59,8,74,41,21,95,66,31,91,5,0,5,0,5,[]
370,34,62,15,85,3,93,12,94,16,87,57,7,67,34,21,95,57,39,81,14,0,5,0,5,[]
371,24,57,17,65,2,94,26,85,26,71,56,8,56,41,21,95,51,48,68,27,0,5,0,5,[]
372,26,51,19,51,6,91,36,76,44,69,45,12,50,46,91,10,48,49,58,37,0,5,0,5,[]
373,33,59,21,48,22,81,45,71,41,67,44,14,44,38,79,24,45,37,45,40,0,5,0,5,[]
374,39,59,30,49,32,69,38,62,39,59,44,14,42,33,83,35,38,28,41,40,0,5,0,5,[]
375,51,54,40,51,42,59,48,52,48,51,83,12,55,32,89,46,49,23,51,31,0,5,0,5,[]
376,57,45,46,47,50,47,55,46,48,46,74,27,64,31,91,46,64,23,60,26,0,5,0,5,[]
377,60,49,52,45,61,41,59,45,59,48,71,29,60,25,89,42,64,34,61,24,0,5,0,5,[]
378,64,40,64,39,74,39,63,38,64,38,72,26,63,25,80,32,69,30,94,4,0,5,0,5,[]
379,70,31,69,34,78,38,68,31,68,34,72,25,66,23,75,28,72,24,79,19,0,5,0,5,[]
380,73,31,71,33,79,35,68,31,70,32,73,20,64,21,76,25,73,24,78,29,0,5,0,5,[]
381,68,29,70,30,73,31,68,28,68,28,70,23,62,24,77,26,75,25,77,28,0,5,0,5,[]
382,64,37,63,37,66,37,68,29,63,36,68,28,59,29,74,29,71,26,71,31,0,5,0,5,['31:47 LGDKramer(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË FPXLwx(ÄæÓð)']
383,57,46,56,45,58,43,68,29,57,44,61,38,57,42,64,35,61,36,62,40,0,5,0,5,[]
384,58,46,56,48,55,44,68,29,48,49,57,45,59,45,58,40,59,41,59,40,0,5,0,5,[]
385,60,44,60,40,60,40,68,29,53,48,57,45,66,35,62,36,62,39,53,48,0,5,0,5,"['32:3 FPXTian(Ö©ÖëÅ®»Ê) »÷É±ÁË LGDLies(Íò»¨Í¨Áé)', '32:4 LGDRD(Ñª¸Û¹íÓ°) »÷É±ÁË FPXCrisp(¹â»ÔÅ®ÀÉ)']"
386,64,31,68,33,68,30,68,29,53,48,57,45,72,26,66,30,66,35,63,39,0,5,0,5,"['32:7 FPXGimGoon(½âÍÑÕß) »÷É±ÁË LGDKramer(Ê¥Ç¹ÓÎÏÀ)', '32:9 FPXDoinb(°µÒá½£Ä§) »÷É±ÁË LGDYuuki(ÌìÆôÕß)']"
387,70,31,67,33,77,26,68,29,53,48,57,45,82,22,66,30,66,35,62,37,0,5,0,5,['32:13 FPXTian(Ö©ÖëÅ®»Ê) »÷É±ÁË LGDRD(Ñª¸Û¹íÓ°)']
388,75,24,75,25,75,24,68,29,53,48,57,45,88,6,66,30,66,35,62,37,0,6,0,5,['32:20 FPXGimGoon(½âÍÑÕß) »÷ÆÆÁË·ÀÓùËþ']
389,80,20,83,21,82,21,68,29,53,48,57,45,91,11,66,30,66,35,62,37,0,6,0,5,[]
390,85,16,86,17,85,17,68,29,53,48,57,45,90,11,66,30,66,35,62,37,0,7,0,5,['32:30 FPXTian(Ö©ÖëÅ®»Ê) »÷ÆÆÁË·ÀÓùËþ']
391,85,13,85,12,87,14,68,29,53,48,57,45,88,8,66,30,66,35,62,37,0,8,0,5,['32:35 FPX »÷ÆÆÁË·ÀÓùËþ']
392,85,11,86,9,87,14,4,96,53,48,57,45,87,7,66,30,66,35,62,37,0,8,0,5,['32:37 FPXGimGoon(½âÍÑÕß) »÷É±ÁË LGDKui(Ðé¿Õ¶ÝµØÊÞ)']
393,85,11,86,9,87,14,3,98,53,48,57,45,87,7,66,30,66,35,62,37,0,8,0,5,[]
394,85,11,86,9,87,14,3,98,53,48,57,45,87,7,66,30,66,35,62,37,0,8,0,5,['32:50 FPX »ñÊ¤']
