,DMOChanghong, ,DMOXiaopeng, ,DMOTwila, ,DMOGALA, ,DMOMark, ,IGTheShy, ,IGNing, ,IGRookie, ,IGJackeyLove, ,IGLucas, ,blue_economics,blue_towers,red_economics,red_towers,captions
230,49,74,54,92,38,49,28,85,50,77,46,89,44,89,36,77,51,50,37,76,31804,1,37415,3,['19:9 IGNing(德玛西亚皇子) 击破了防御塔']
231,49,74,54,92,35,60,29,88,50,77,37,92,46,79,35,78,44,56,36,77,31858,1,37467,3,[]
232,49,74,54,92,32,70,30,91,4,95,37,91,46,79,36,78,39,60,36,77,31905,1,37730,3,[]
233,49,74,54,92,33,66,38,92,18,90,47,92,95,4,36,78,43,56,95,4,32075,1,37843,3,[]
234,49,74,54,92,32,60,37,89,26,79,52,92,82,9,86,5,50,44,88,14,32154,1,37895,3,[]
235,49,74,6,89,36,60,36,88,32,66,54,88,70,16,73,6,49,33,78,23,32311,1,38117,3,[]
236,7,96,12,78,36,59,4,95,36,60,62,87,59,23,60,7,52,27,68,30,32543,1,38170,3,[]
237,19,95,18,67,28,51,15,88,31,52,61,83,43,19,46,8,52,32,58,38,32599,1,38470,3,[]
238,34,92,24,57,24,45,25,76,34,38,63,83,42,17,35,7,50,44,48,48,32750,1,38678,3,[]
239,47,91,21,53,23,35,35,67,35,39,60,85,39,16,25,10,47,53,46,52,33037,1,39029,3,[]
240,51,89,17,43,19,24,41,58,28,34,64,83,31,18,14,18,48,46,43,49,33244,1,39160,3,[]
241,49,80,17,31,19,25,34,61,22,37,73,88,25,29,12,24,40,42,36,42,33444,1,39302,3,[]
242,44,69,10,24,12,23,23,55,11,34,61,91,12,24,9,24,29,36,28,50,34221,1,39901,3,[]
243,34,61,9,25,10,22,16,50,10,27,48,92,13,23,7,20,20,26,26,50,34271,1,39952,3,"['20:12 IGNing(德玛西亚皇子) 击杀了 DMOTwila(未来守护者)', '20:13 DMOXiaopeng(虚空遁地兽) 击杀了 IGRookie(符文法师)']"
244,24,56,5,34,10,22,7,41,8,36,40,91,7,31,7,20,9,27,32,41,34984,1,40566,3,[]
245,20,46,8,32,10,22,10,32,11,36,43,91,7,35,7,20,11,26,23,35,35036,1,40750,4,"['20:22 IGJackeyLove(战争女神) 击破了防御塔', '20:23 DMOGALA(暴走萝莉) 击杀了 IGNing(德玛西亚皇子)']"
246,20,35,16,19,10,22,16,19,12,24,43,90,7,35,7,20,18,15,25,24,35089,1,40801,4,[]
247,22,26,27,12,10,22,23,13,21,14,43,90,7,35,7,20,29,12,29,11,36010,1,40853,4,[]
248,31,18,33,11,10,22,32,12,28,15,85,10,7,35,7,20,29,11,36,13,36601,1,40905,4,['20:36 DMOXiaopeng(虚空遁地兽) 击杀了 IGJackeyLove(战争女神)']
249,27,22,29,23,10,22,27,16,27,18,73,23,7,35,7,20,29,11,37,14,36665,1,40956,4,['20:41 DMOGALA(暴走萝莉) 击杀了 IGLucas(弗雷尔卓德之心)']
250,29,32,40,30,10,22,24,28,26,29,63,32,7,35,7,20,29,11,37,14,36717,1,41007,4,[]
251,31,32,34,31,4,94,29,32,31,38,53,33,7,35,7,20,29,11,37,14,36770,1,41058,4,[]
252,32,32,33,32,13,75,29,32,32,31,48,35,7,35,85,8,29,11,37,14,36820,1,41168,4,[]
253,33,33,34,31,17,61,30,32,32,33,36,40,84,9,79,12,29,11,37,14,38397,1,41224,4,[]
254,31,35,29,33,22,47,31,35,33,35,41,36,57,28,57,28,29,11,37,14,38448,1,41275,4,['21:8 DMO 击杀了大龙']
255,31,47,20,44,21,51,22,43,24,40,42,44,43,37,52,25,95,4,37,14,38499,1,41322,4,[]
256,32,59,16,44,25,58,2,96,16,49,39,57,34,42,46,13,82,15,81,13,38694,1,41629,4,[]
257,32,70,16,49,31,67,2,94,2,96,45,55,34,39,47,17,72,26,71,24,38746,1,41711,4,[]
258,34,82,10,54,2,96,18,85,4,96,44,55,30,30,53,29,66,38,63,33,38820,1,41874,4,[]
259,38,90,8,93,7,89,27,74,17,88,48,55,30,37,63,38,69,40,57,44,38884,1,42241,4,[]
260,50,90,23,86,19,77,31,67,28,76,49,65,22,29,71,48,59,41,50,54,38992,1,42292,4,[]
261,56,92,34,78,30,69,31,67,32,67,52,64,19,22,78,51,50,50,51,64,39323,1,42598,4,[]
262,57,90,42,70,44,67,39,63,40,60,59,67,20,13,76,56,48,52,47,55,39508,1,42827,4,[]
263,67,92,53,66,53,67,44,58,51,60,64,59,25,15,69,61,49,48,49,49,39601,1,42961,4,[]
264,77,85,63,60,60,59,49,54,60,57,66,48,35,24,62,51,57,44,56,40,39715,1,43013,4,[]
265,84,82,64,59,56,53,56,58,54,55,66,41,41,32,58,43,57,43,57,39,39851,1,43123,4,[]
266,86,78,77,62,65,57,54,58,44,50,66,41,47,37,59,35,58,39,95,4,39902,1,43173,4,[]
267,90,71,84,63,75,62,55,59,53,57,94,7,46,39,58,40,58,41,82,15,39955,1,43225,4,[]
268,90,70,90,68,70,62,55,61,55,61,93,28,50,46,54,42,54,44,74,27,40506,1,43277,4,[]
269,91,65,74,66,56,63,48,66,46,66,92,42,44,53,46,50,45,52,65,35,40598,2,43524,4,['22:23 DMO 击破了防御塔']
270,89,67,60,63,45,67,39,70,32,66,90,47,35,58,40,55,38,59,55,44,40767,2,43575,4,[]
271,90,66,48,66,40,68,32,72,30,68,89,49,28,60,38,56,34,64,45,53,40981,2,43688,4,[]
272,90,57,48,66,42,69,37,66,33,65,90,49,22,54,31,50,43,55,43,55,41213,2,43808,4,[]
273,90,57,52,64,54,62,47,68,38,61,90,48,25,57,19,47,52,45,48,48,41294,2,43901,4,[]
274,2,96,48,65,55,61,46,68,32,59,90,50,26,57,14,36,52,45,42,46,41345,2,44253,4,[]
275,8,90,35,60,44,58,46,73,29,59,92,54,26,57,12,36,48,49,33,43,41425,2,44591,4,[]
276,9,74,32,60,40,59,43,69,40,58,89,57,20,49,18,34,47,49,38,44,41641,2,44669,4,[]
277,8,61,26,59,44,55,40,66,39,63,87,70,23,38,30,38,44,43,41,45,41902,2,44716,4,[]
278,8,52,33,64,40,66,48,76,49,66,87,79,37,43,42,46,50,47,46,49,41979,2,44933,4,[]
279,9,50,44,70,49,67,53,85,2,96,86,78,46,53,48,56,54,55,55,57,42167,2,45014,4,[]
280,8,43,49,81,43,68,50,84,19,86,76,86,54,62,58,62,61,58,60,62,42343,2,45097,4,[]
281,7,34,48,79,43,68,43,79,33,79,65,90,57,74,57,72,51,51,57,73,42395,2,45239,4,[]
282,8,21,39,76,41,72,38,76,35,77,51,83,42,80,47,81,53,55,46,80,42454,2,45383,4,[]
283,15,14,33,79,39,66,32,66,32,73,52,86,50,78,54,76,63,63,54,76,42764,2,45439,4,[]
284,16,13,4,96,33,64,29,65,36,62,67,91,61,72,57,65,67,66,57,69,42905,2,45575,4,[]
285,19,10,19,88,31,58,2,96,34,63,71,87,67,68,57,65,67,67,60,61,42958,2,45817,4,[]
286,13,90,33,89,33,60,17,86,2,96,68,84,65,58,93,4,66,55,62,61,43010,2,45868,4,['23:46 IG 击杀了水龙']
287,27,87,41,89,39,66,27,75,14,80,68,84,59,47,74,5,55,50,95,4,43063,2,45995,4,[]
288,39,90,41,86,39,59,36,64,26,70,82,15,52,34,60,6,56,45,82,15,43219,2,46069,4,[]
289,48,89,44,81,40,56,39,65,40,67,71,26,52,35,48,7,56,45,72,24,43387,2,46365,4,[]
290,55,91,51,77,38,59,44,70,46,70,66,39,47,23,47,16,92,8,63,33,43558,2,46485,4,[]
291,57,91,57,73,4,95,42,67,55,76,67,52,47,17,44,24,81,22,58,44,43828,2,46562,4,[]
292,54,88,59,73,7,94,41,67,59,71,73,54,51,27,45,34,70,31,65,54,43880,2,46613,4,[]
293,64,89,70,77,19,79,42,67,70,77,71,62,47,38,49,43,60,40,58,57,43931,2,46707,4,[]
294,76,86,64,77,29,69,39,66,69,78,66,61,36,41,46,41,50,48,49,52,43982,2,47080,4,[]
295,85,83,2,96,32,64,36,65,68,78,58,56,32,53,35,42,42,54,43,54,44194,2,47236,4,[]
296,85,83,12,82,31,68,33,69,10,84,67,57,30,54,31,54,36,61,41,59,44295,2,47292,4,[]
297,11,92,18,70,34,68,31,70,22,74,74,50,31,52,22,44,45,51,44,54,44347,2,47343,4,[]
298,25,83,11,60,45,66,40,66,30,66,79,54,31,52,21,44,48,40,46,46,44459,2,47487,4,[]
299,29,72,13,49,39,63,35,66,31,63,80,52,85,11,24,41,51,29,34,43,44509,2,47722,4,[]
300,38,64,19,50,42,58,41,60,36,57,90,52,81,28,24,33,57,33,43,39,44641,2,47959,4,[]
301,46,54,27,59,52,55,49,53,46,52,90,50,78,40,26,23,54,43,54,44,44736,2,48112,4,[]
302,39,61,32,59,54,62,40,62,41,55,88,56,74,44,27,14,55,43,55,47,44815,2,48367,4,[]
303,39,61,29,58,55,67,39,63,32,49,91,65,64,41,31,11,56,42,57,47,44865,2,48503,4,[]
304,2,96,30,49,45,58,2,96,33,49,91,61,60,51,31,11,57,42,94,4,44975,2,48554,4,[]
305,16,91,30,49,36,49,16,87,32,46,91,61,53,58,95,4,50,50,83,17,45025,2,48787,4,[]
306,28,83,23,56,23,50,26,75,31,52,87,8,53,58,81,10,51,53,73,28,45177,2,48838,4,[]
307,32,72,22,53,20,49,33,64,31,52,75,21,57,68,69,19,47,57,65,37,45424,2,48919,4,[]
308,34,68,29,57,25,58,31,64,8,88,64,34,49,77,58,28,48,58,57,47,45477,2,48971,4,[]
309,34,68,33,60,36,65,32,66,21,75,56,44,47,79,47,36,52,54,49,55,45527,2,49023,4,[]
310,42,66,39,64,39,61,38,63,33,66,52,56,46,79,48,46,47,53,46,55,45578,2,49228,4,[]
311,42,65,37,61,39,62,38,63,39,60,50,56,44,78,45,53,45,54,45,54,45629,2,49384,4,[]
312,43,69,30,66,35,67,33,65,32,66,43,59,44,78,39,59,39,58,40,60,45744,2,49435,4,[]
313,44,67,28,65,33,69,30,67,32,66,34,60,44,78,38,61,40,60,37,63,46061,2,49486,4,[]
314,44,67,37,64,38,64,37,64,38,66,39,58,47,79,47,58,47,58,43,57,46142,2,49538,4,[]
315,41,69,42,67,32,71,33,69,45,67,35,60,46,79,45,58,41,60,46,58,46192,2,49611,4,[]
316,41,69,42,67,32,71,33,68,37,66,37,56,44,79,37,56,38,58,55,61,46243,2,49866,4,[]
317,2,96,39,71,9,92,32,69,30,65,36,58,44,79,40,57,44,57,51,64,46296,2,49917,4,[]
318,2,96,40,70,23,80,32,69,30,67,34,59,44,79,37,60,38,59,51,65,46391,2,49969,4,[]
319,2,96,41,69,28,67,32,68,30,67,31,60,44,79,32,60,37,59,46,66,46469,2,50025,4,[]
320,31,58,47,69,30,65,32,67,31,67,33,62,45,69,33,60,38,65,46,69,46576,2,50077,4,[]
321,42,58,56,75,35,64,32,62,31,66,34,60,49,74,46,68,42,58,45,67,47425,2,50133,4,['26:45 DMOGALA(暴走萝莉) 击杀了 IGTheShy(狂暴之心)']
322,49,52,56,84,44,58,43,58,39,60,35,59,57,70,58,63,56,68,53,66,47560,2,50190,4,[]
323,52,44,53,85,49,48,49,47,48,50,35,59,70,63,76,59,59,72,76,57,47877,2,50238,4,[]
324,54,43,44,79,55,43,53,44,55,43,35,59,66,53,76,59,59,72,69,61,48424,2,50288,4,[]
325,56,43,44,68,52,45,50,46,54,44,35,59,65,39,95,4,93,7,64,52,48508,3,50395,4,['27:3 DMOGALA(暴走萝莉) 击破了防御塔']
326,49,53,45,64,43,54,38,56,43,53,35,59,59,39,93,22,61,37,56,45,48702,3,50575,4,[]
327,49,66,44,67,39,65,36,58,33,62,35,59,44,39,91,40,49,47,44,44,48753,3,50717,4,[]
328,43,67,44,67,39,65,3,96,32,63,35,59,32,38,88,48,43,55,34,42,48806,3,51266,4,[]
329,40,63,3,92,8,86,19,84,2,96,35,59,33,35,78,52,46,49,33,43,48859,3,51332,4,[]
330,38,61,14,73,18,70,28,72,11,83,35,59,47,35,80,53,49,47,91,5,49003,3,51493,4,[]
331,38,60,17,60,18,56,33,62,26,70,94,5,52,33,85,64,52,45,91,6,49160,3,51732,4,[]
332,36,62,21,47,16,42,32,59,32,61,80,22,52,30,86,77,58,40,84,9,49226,3,51937,4,[]
333,36,62,17,44,9,29,33,63,34,48,70,32,52,30,83,78,66,39,70,16,49435,3,52003,4,[]
334,13,95,22,43,11,29,39,66,32,47,59,33,88,7,74,86,66,40,61,25,49485,3,52140,4,[]
335,29,93,26,32,19,32,42,69,33,40,50,22,70,11,61,84,54,46,48,34,49567,3,52213,4,[]
336,42,91,30,37,23,36,39,63,31,39,41,15,57,15,60,86,50,45,39,31,49676,3,52400,4,[]
337,47,88,31,46,32,44,37,62,25,33,32,17,46,16,63,89,47,37,41,40,49845,3,52612,4,[]
338,45,92,24,56,31,55,41,68,23,40,19,12,39,17,53,91,50,42,45,43,49942,3,52826,4,[]
339,42,91,28,59,39,66,44,70,23,40,23,11,43,17,53,92,51,45,45,43,50196,3,53029,4,[]
340,44,89,31,56,37,63,36,62,8,93,29,18,47,22,52,94,53,44,46,43,50296,3,53080,4,[]
341,45,89,38,49,39,52,40,56,22,81,40,30,38,30,52,94,49,49,49,49,50453,3,53389,4,[]
342,41,91,34,59,31,52,38,59,32,67,41,42,35,41,51,91,46,41,44,46,50700,3,53624,4,[]
343,41,91,31,51,35,63,34,59,38,61,48,53,29,32,54,93,33,37,33,43,50751,3,53764,4,[]
344,41,91,32,51,39,64,31,56,44,55,58,62,25,37,50,94,33,37,36,41,50801,3,53832,4,[]
345,44,90,31,51,43,68,31,56,35,58,66,64,13,34,95,4,46,40,45,43,50909,3,53926,4,[]
346,50,90,32,45,36,61,32,56,32,50,68,66,19,34,81,9,51,46,48,49,51101,3,54038,4,[]
347,52,85,33,41,32,54,32,55,31,45,65,63,19,35,67,19,48,50,48,50,51182,3,54352,4,[]
348,46,73,23,39,26,51,39,60,30,52,59,59,25,29,57,28,43,44,41,45,51439,3,54401,4,[]
349,49,78,24,39,13,47,34,59,39,58,57,57,26,32,45,35,31,38,32,43,51518,3,54452,4,[]
350,44,70,24,45,11,43,29,53,31,55,57,55,25,31,34,38,27,37,34,39,51597,3,54504,4,[]
351,38,61,25,42,8,38,30,50,31,47,57,55,22,32,30,37,38,40,41,45,51692,3,54556,4,[]
352,31,55,25,45,14,48,31,53,30,53,65,60,22,32,30,38,43,42,37,41,51743,3,54608,4,[]
353,30,46,22,41,27,50,33,59,31,52,69,65,22,32,29,35,49,50,41,45,51794,3,54853,4,[]
354,31,52,22,46,31,52,38,59,25,51,78,78,22,32,26,37,40,44,33,42,52100,3,54905,4,[]
355,31,52,24,45,31,51,31,56,24,45,79,88,26,33,31,37,30,36,35,38,52182,3,55138,4,[]
356,32,50,25,46,31,51,29,50,25,51,78,85,31,32,36,39,32,35,35,38,52234,3,55279,4,[]
357,34,42,24,43,32,44,32,46,32,44,67,88,30,32,43,43,41,39,37,38,52315,3,55331,4,[]
358,31,53,31,51,28,38,31,56,37,50,54,91,35,32,48,50,48,47,50,45,52397,3,55494,4,[]
359,32,66,32,48,24,40,39,65,31,58,51,91,34,33,44,44,47,50,39,43,52498,3,55811,4,[]
360,32,78,31,51,25,43,38,64,39,61,57,85,35,41,38,39,39,40,35,41,52689,3,55989,4,[]
361,31,89,21,48,21,48,38,56,42,57,61,83,24,38,41,46,39,42,32,41,53119,3,56116,4,[]
362,33,90,24,52,24,56,40,57,41,56,66,82,23,40,33,37,32,35,32,44,53295,3,56208,4,[]
363,30,82,31,48,31,50,37,50,33,47,70,77,34,31,30,33,29,32,31,35,53376,3,56288,4,[]
364,32,71,35,39,36,41,32,40,35,37,31,29,35,29,28,32,29,32,32,31,53427,3,57870,4,[]
365,31,58,32,30,38,37,38,40,34,39,32,30,33,29,27,35,29,32,32,30,53499,3,57922,4,['30:21 IG 击杀了大龙']
366,32,61,31,30,46,45,47,49,45,47,30,29,33,30,30,32,29,32,34,37,53705,3,58563,4,['30:29 IGTheShy(狂暴之心) 击杀了 DMOXiaopeng(虚空遁地兽)']
367,32,73,31,30,48,56,50,60,47,54,36,38,37,38,41,36,35,38,44,39,53818,3,58622,4,[]
368,35,84,31,30,56,67,46,67,49,66,94,4,49,35,41,32,93,5,47,40,53869,3,58782,4,[]
369,43,91,31,30,56,75,44,68,44,69,77,19,56,32,95,5,82,8,88,8,54026,3,58839,4,[]
370,50,89,31,30,51,83,2,96,44,69,69,30,63,36,93,26,67,12,78,22,54101,3,59023,4,[]
371,51,89,31,30,51,83,18,86,10,85,56,44,72,42,91,41,51,9,70,32,54170,3,59342,4,[]
372,50,89,31,30,4,95,28,74,27,76,54,44,77,47,89,57,47,17,66,44,54222,3,59568,4,[]
373,4,96,31,30,9,82,31,60,37,67,54,45,83,57,88,68,51,28,65,56,54375,3,59800,4,[]
374,19,84,31,30,17,64,35,61,48,65,52,46,77,56,83,81,48,40,58,63,54426,3,59872,4,[]
375,28,74,31,30,18,49,34,64,48,76,43,54,70,66,74,87,46,53,68,67,54607,3,60057,4,[]
376,33,63,9,85,18,46,36,64,42,77,42,56,64,71,61,84,40,57,67,69,54703,3,60247,4,[]
377,32,71,22,74,19,60,33,64,34,63,42,57,64,71,60,90,41,56,63,64,54755,3,60472,4,[]
378,34,83,35,75,30,68,33,66,30,66,35,61,66,67,60,86,40,59,51,67,54960,3,60652,4,['31:30 IG 击杀了风龙']
379,39,88,43,79,32,68,30,65,31,67,36,61,61,63,48,82,39,64,45,73,55144,3,61254,4,[]
380,33,92,35,78,33,73,28,73,29,71,37,64,47,68,41,90,39,63,43,79,55194,3,61307,5,['31:39 IGJackeyLove(战争女神) 击破了防御塔']
381,31,90,30,85,27,79,28,73,25,71,31,64,37,76,39,92,30,65,37,76,55336,3,61608,5,[]
382,29,86,25,80,27,79,24,74,18,76,27,67,40,75,38,92,34,68,41,80,55479,3,61796,5,[]
383,28,90,26,91,6,94,26,85,8,86,40,68,35,77,35,92,40,69,40,85,55551,3,61848,5,[]
384,31,90,27,90,23,84,24,85,10,95,34,78,35,77,36,92,30,68,35,76,55665,3,61897,5,[]
385,30,92,32,93,28,85,25,80,29,90,33,83,34,79,37,91,26,71,29,74,55726,3,61952,5,[]
386,32,91,27,87,24,83,19,81,29,89,32,76,26,75,42,89,24,72,25,74,55868,3,62358,5,[]
387,21,86,17,82,19,86,16,82,18,86,26,79,23,77,40,91,22,74,23,79,55920,3,62537,6,['32:11 IGNing(德玛西亚皇子) 击破了防御塔']
388,18,83,23,87,20,85,20,82,23,85,27,79,30,82,38,90,30,74,30,74,56067,3,62716,6,[]
389,19,83,24,90,26,91,23,88,27,90,27,79,29,82,34,91,33,88,33,86,56145,3,63097,6,[]
390,14,91,17,92,16,95,16,94,16,95,22,88,21,95,24,95,25,94,24,93,56197,3,63149,7,['32:28 IG 击破了防御塔']
391,4,96,14,84,13,84,12,86,13,91,20,91,27,88,24,87,28,87,26,85,56421,3,63221,7,[]
392,13,87,16,84,13,88,12,91,12,92,23,85,24,90,23,89,22,90,23,89,56478,3,63542,7,[]
393,12,83,15,87,14,90,9,93,9,93,19,81,23,85,19,81,19,82,19,81,56545,3,63734,7,[]
394,9,86,16,92,14,92,12,90,14,90,12,90,20,88,15,84,18,86,17,85,56596,3,64279,7,[]
395,5,95,22,90,13,95,8,91,15,89,14,91,16,92,19,89,21,89,18,89,57097,3,64822,7,"['32:52 IGJackeyLove(战争女神) 击杀了 DMOMark(深海泰坦)', '32:55 IGJackeyLove(战争女神) 击杀了 DMOXiaopeng(虚空遁地兽)']"
396,13,93,22,90,8,96,6,93,15,89,19,90,8,95,10,94,16,90,14,93,57600,3,65123,8,"['32:59 IG 击破了防御塔', '32:57 DMOChanghong(猩红收割者) 击杀了 IGNing(德玛西亚皇子)']"
397,12,93,22,90,10,91,13,92,15,89,20,90,8,95,18,93,19,87,13,94,58383,3,65424,9,"['33:4 IG 击破了防御塔', '33:3 DMOChanghong(猩红收割者) 击杀了 IGLucas(弗雷尔卓德之心)', '33:5 DMOGALA(暴走萝莉) 击杀了 IGRookie(符文法师)']"
398,16,84,22,90,18,86,26,89,15,89,33,89,8,95,18,93,27,76,13,94,58683,3,65477,9,[]
399,16,82,22,90,15,82,18,85,15,89,49,88,8,95,18,93,40,77,13,94,58929,3,65528,9,[]
400,26,85,22,90,26,81,23,74,15,89,56,85,8,95,18,93,47,74,13,94,58982,3,65749,9,[]
401,34,90,22,90,31,74,29,67,15,89,62,83,8,95,18,93,49,66,13,94,59048,3,65923,9,[]
402,36,89,22,90,32,60,36,60,15,89,73,87,8,95,18,93,46,58,13,94,59266,3,66036,9,[]
403,39,89,22,90,25,58,31,65,15,89,77,84,8,95,18,93,47,56,13,94,59526,3,66089,9,[]
404,51,88,22,90,21,46,24,71,7,92,94,5,8,95,18,93,50,55,13,94,59613,3,66141,9,[]
405,53,89,4,95,23,54,23,72,25,88,77,18,8,95,18,93,91,11,13,94,59960,3,66191,9,[]
406,54,93,13,79,22,54,2,96,23,79,68,30,8,95,18,93,78,25,94,4,60056,3,66243,9,[]
407,52,93,19,65,22,54,17,86,29,79,67,46,86,15,18,93,67,36,81,18,60108,3,66294,9,[]
408,2,96,31,72,4,94,27,74,40,76,66,59,72,28,18,93,56,46,72,30,60158,3,66485,9,[]
409,18,88,41,71,19,82,31,69,43,78,67,64,59,41,18,93,53,54,62,40,60239,3,66663,9,[]
410,27,76,39,71,23,71,31,68,44,78,56,61,48,51,95,4,51,60,54,51,60385,3,66714,9,[]
411,28,69,29,72,27,78,29,70,31,71,43,59,37,61,78,55,38,62,42,60,60566,3,66866,9,[]
412,32,79,23,71,29,77,27,75,23,78,35,64,30,67,72,63,32,65,32,69,60620,3,67136,9,[]
413,36,78,20,70,28,77,27,74,28,74,34,65,30,66,60,63,34,65,35,68,60671,3,67191,9,[]
414,36,77,19,73,23,82,22,79,24,80,25,69,25,76,31,70,28,72,32,74,60718,3,68085,9,[]
415,28,81,15,79,22,78,22,80,24,83,18,76,22,80,28,78,23,78,25,79,60768,3,69651,9,"['34:32 IGJackeyLove(战争女神) 击杀了 DMOGALA(暴走萝莉)', '34:35 IGNing(德玛西亚皇子) 击杀了 DMOTwila(未来守护者)']"
416,22,78,13,85,22,78,22,80,15,89,16,88,20,77,24,82,22,83,19,88,60824,3,70322,9,"['34:38 IGTheShy(狂暴之心) 击杀了 DMOXiaopeng(虚空遁地兽)', '34:38 IGJackeyLove(战争女神) 击杀了 DMOChanghong(猩红收割者)']"
417,22,78,13,85,22,78,22,80,14,91,12,92,11,86,15,89,18,85,14,89,60879,3,70693,9,['34:43 IGRookie(符文法师) 击杀了 DMOMark(深海泰坦)']
418,22,78,13,85,22,78,22,80,14,91,10,93,9,92,14,90,15,87,13,90,60915,3,70724,9,[]
419,22,78,13,85,22,78,22,80,14,91,10,93,9,92,14,90,15,87,13,90,60915,3,70724,9,['34:55 IG 获胜']
