,OMGCurse, ,OMGPenguin, ,OMGicon, ,OMGkRYST4L, ,OMGHudie, ,WEPoss, ,WEbeishang, ,WExiye, ,WEMystic, ,WEMissing, ,blue_economics,blue_towers,red_economics,red_towers,captions
229,87,78,35,62,21,12,39,63,35,60,75,73,40,59,72,24,40,53,41,57,33594,0,32278,0,[]
230,80,83,33,66,21,22,35,67,36,64,79,76,37,64,37,64,38,65,37,65,33644,0,32781,1,"['19:6 WE »÷ÆÆÁË·ÀÓùËþ,»ñµÃÒ»Ëþ', '19:10 WExiye(½âÍÑÕß) »÷É±ÁË OMGkRYST4L(Ðé¿ÕÖ®Å®)']"
231,67,89,30,70,27,33,35,67,29,70,75,87,34,62,30,68,31,65,39,64,33697,0,32864,1,[]
232,55,90,30,67,33,43,35,67,26,77,68,81,37,61,35,60,35,60,35,59,33762,0,32914,1,[]
233,46,90,35,60,45,45,35,67,26,77,58,70,47,51,43,51,45,53,46,51,33813,0,32965,1,[]
234,46,90,45,51,51,48,35,67,31,71,49,59,49,47,49,48,52,46,51,46,33935,0,33488,1,[]
235,43,55,39,52,51,48,35,67,34,68,39,52,46,51,45,53,49,52,47,52,34557,0,33747,1,['19:31 WEMystic(ÄæÓð) »÷É±ÁË OMGicon(»ÄÄ®ÍÀ·ò)']
236,48,50,40,54,51,48,35,67,48,52,42,53,44,54,45,53,51,51,47,52,35077,0,34266,1,"['19:37 OMGCurse(µ¶·æÎèÕß) »÷É±ÁË WEMystic(ÄæÓð)', '19:39 WEPoss(Ê¥´¸Ö®Òã) »÷É±ÁË OMGPenguin(Ö©ÖëÅ®»Ê)', '19:40 OMGCurse(µ¶·æÎèÕß) »÷É±ÁË WEMissing(¸¥À×¶û×¿µÂÖ®ÐÄ)']"
237,47,54,40,54,51,48,35,67,56,61,48,56,44,55,44,55,51,51,46,53,35130,0,34836,1,['19:44 WExiye(½âÍÑÕß) »÷É±ÁË OMGCurse(µ¶·æÎèÕß)']
238,47,54,40,54,51,48,11,91,58,76,55,66,53,64,38,59,51,51,46,53,35188,0,35055,1,[]
239,47,54,40,54,51,48,19,78,53,90,62,76,56,68,39,53,51,51,46,53,35240,0,35109,1,[]
240,47,54,40,54,51,48,28,69,52,92,73,85,56,68,32,41,51,51,46,53,35292,0,35182,1,[]
241,47,54,40,54,51,48,37,64,2,96,73,89,87,8,23,31,51,51,46,53,35429,0,35317,1,[]
242,47,54,40,54,3,93,31,60,6,93,71,90,82,11,16,21,51,51,46,53,35480,0,35488,1,[]
243,47,54,2,96,5,76,25,60,18,85,71,92,68,19,15,14,88,7,85,12,35616,0,35539,1,[]
244,47,54,13,81,7,60,24,56,28,71,71,91,58,28,15,14,74,16,74,23,35682,0,35590,1,[]
245,2,96,24,71,7,47,35,58,35,61,70,92,52,35,91,6,62,23,64,32,35734,0,35754,1,[]
246,19,95,37,66,9,34,47,51,43,54,70,92,48,35,80,18,52,27,53,31,36093,0,35955,1,[]
247,33,93,45,67,12,22,46,50,46,46,69,91,43,42,71,29,57,33,48,41,36268,0,36674,2,['20:35 WEPoss(Ê¥´¸Ö®Òã) »÷ÆÆÁË·ÀÓùËþ']
248,46,93,42,68,11,19,36,49,38,50,80,91,34,39,57,33,53,42,50,45,36481,0,36992,2,[]
249,55,91,38,64,18,22,31,43,33,42,81,91,30,33,46,24,50,45,50,48,36708,0,37058,2,[]
250,59,91,31,54,25,28,28,37,34,40,95,4,40,31,33,21,49,46,43,47,37024,0,37152,2,[]
251,65,91,33,49,28,36,23,38,37,43,93,8,46,40,26,11,49,50,47,51,37077,0,37447,2,[]
252,77,87,41,51,33,38,29,38,42,44,89,22,49,43,23,11,51,50,50,44,37209,0,37559,2,[]
253,83,83,40,52,23,27,32,39,42,44,89,37,48,46,18,15,47,42,50,46,37343,0,37672,2,[]
254,88,75,31,53,15,17,24,36,29,38,89,51,41,44,24,14,47,41,42,46,38000,0,37755,2,[]
255,86,76,34,63,12,25,18,45,23,45,90,64,36,40,34,22,50,49,45,55,38115,1,37891,2,['21:12 OMGCurse(µ¶·æÎèÕß) »÷ÆÆÁË·ÀÓùËþ']
256,74,78,31,58,12,23,18,47,21,48,89,70,47,48,41,34,45,54,55,64,38254,1,37964,2,[]
257,69,79,30,55,18,13,28,52,2,96,82,80,58,57,44,48,45,53,60,63,38304,1,38210,2,[]
258,59,82,27,51,20,11,37,59,16,87,75,89,66,66,44,45,53,56,69,70,38438,1,38318,2,[]
259,56,83,22,45,21,11,36,58,25,76,72,91,66,70,40,33,64,64,66,66,38775,1,38523,2,[]
260,55,84,22,31,25,12,33,59,31,63,71,84,66,70,42,19,67,67,56,58,39443,1,38775,2,[]
261,55,84,27,22,32,8,31,47,31,50,61,74,70,63,38,14,62,62,45,51,39586,2,38826,2,"['21:44 OMGicon(»ÄÄ®ÍÀ·ò) »÷ÆÆÁË·ÀÓùËþ', '21:43 WE »÷É±ÁË·çÁú']"
262,54,90,35,16,45,8,32,45,37,50,58,70,60,57,48,11,50,55,43,44,39882,2,38908,2,[]
263,56,90,34,17,40,8,31,56,31,52,68,81,50,48,48,9,46,53,43,47,39933,2,39238,2,[]
264,68,90,34,17,27,10,40,59,38,58,73,89,38,40,41,11,41,44,36,37,40145,2,39340,2,[]
265,69,90,5,92,15,12,37,60,46,53,72,88,32,32,33,17,35,36,33,33,40197,2,39493,2,[]
266,67,91,13,75,10,12,37,60,42,56,70,84,22,28,28,20,34,38,34,38,40363,2,39575,2,[]
267,66,91,26,69,10,12,4,96,35,58,75,75,25,30,36,16,45,45,34,38,40435,2,39625,2,[]
268,55,89,29,59,7,92,16,86,32,51,78,86,25,30,45,11,42,55,93,5,40486,2,39761,2,[]
269,55,88,21,51,11,78,26,75,35,61,77,86,85,9,35,11,46,52,79,16,40538,2,40008,2,[]
270,3,96,23,47,17,64,34,65,37,62,74,90,70,16,21,14,51,46,68,27,40731,2,40122,2,[]
271,17,96,26,50,15,51,41,60,41,57,70,90,66,28,15,16,52,45,59,37,40867,2,40397,2,[]
272,32,94,33,49,10,39,38,58,40,54,69,81,69,40,17,18,95,4,48,50,41129,2,40570,2,[]
273,45,92,34,43,8,26,34,59,32,47,57,76,75,44,30,22,80,14,44,50,41326,2,40690,2,[]
274,51,93,29,38,9,27,32,59,31,37,51,76,70,49,40,30,70,26,43,43,41621,2,40741,2,[]
275,55,88,24,33,16,17,26,61,25,37,65,78,60,60,47,41,59,33,44,48,41757,2,40960,2,[]
276,64,90,21,46,20,12,32,60,25,37,70,88,52,54,50,50,49,23,46,48,41928,2,41053,2,[]
277,56,90,25,58,18,12,36,60,13,87,68,90,41,45,63,51,43,11,34,42,42086,2,41168,2,[]
278,65,91,31,51,14,11,37,57,22,75,68,79,34,47,73,54,31,9,34,39,42178,2,41355,2,[]
279,71,90,31,52,15,10,37,59,32,66,67,78,35,38,77,54,36,13,32,36,42293,2,41508,2,[]
280,72,83,35,59,15,10,44,55,42,57,74,78,29,37,78,51,31,20,30,36,42401,2,41555,2,[]
281,79,84,39,50,14,90,50,51,51,52,70,65,30,37,78,51,40,30,30,39,42716,2,41794,2,[]
282,87,77,40,52,24,78,51,49,46,52,65,59,33,37,80,17,50,41,42,42,42854,2,42132,2,[]
283,90,74,37,57,31,67,44,57,39,52,78,64,42,40,68,28,48,40,46,44,43061,2,42207,2,[]
284,80,76,38,56,39,58,40,55,40,51,90,68,44,38,56,39,47,35,41,45,43115,2,42476,2,[]
285,70,68,44,50,43,47,37,49,44,48,90,68,42,41,49,44,48,43,42,42,43228,2,42680,2,[]
286,59,58,44,48,42,42,45,49,44,45,90,66,41,40,42,42,51,45,42,41,43281,2,42733,2,[]
287,50,49,47,47,39,42,41,45,42,42,41,45,43,41,39,41,50,47,42,38,43360,2,42809,2,[]
288,51,46,49,46,39,39,36,39,40,40,40,42,42,42,37,39,52,44,47,37,44536,2,42882,2,['24:0 OMGCurse(µ¶·æÎèÕß) »÷É±ÁË WEMystic(ÄæÓð)']
289,44,39,41,42,39,41,38,38,38,41,37,39,52,33,36,39,52,44,50,31,45208,2,42934,2,['24:2 OMGkRYST4L(Ðé¿ÕÖ®Å®) »÷É±ÁË WExiye(½âÍÑÕß)']
290,32,34,30,37,32,32,31,35,32,33,36,38,57,41,36,39,52,44,54,32,45288,2,43013,2,['24:6 OMGkRYST4L(Ðé¿ÕÖ®Å®) »÷É±ÁË WEPoss(Ê¥´¸Ö®Òã)']
291,33,31,25,29,34,28,29,32,34,31,36,38,49,42,36,39,52,44,95,4,45341,2,43065,2,[]
292,32,31,31,30,34,29,30,30,34,31,36,38,41,30,36,39,52,44,84,10,45423,2,43116,2,[]
293,35,29,32,28,37,29,29,32,35,31,36,38,41,31,36,39,52,44,69,18,45473,2,43168,2,[]
294,32,32,31,29,38,37,31,34,33,35,36,38,39,37,36,39,52,44,58,27,47050,2,43219,2,[]
295,35,35,38,37,44,35,40,36,42,36,36,38,44,34,36,39,52,44,47,34,47101,2,43270,2,['24:31 OMG »÷É±ÁË´óÁú']
296,46,40,52,33,54,32,50,33,55,32,36,38,52,21,36,39,52,44,58,34,47307,2,43323,2,[]
297,53,47,45,39,47,35,44,37,47,36,36,38,60,23,36,39,87,9,59,35,47358,2,43373,2,[]
298,48,51,44,39,39,38,3,96,35,42,36,38,60,23,36,39,75,22,55,45,47409,2,43439,2,[]
299,50,62,5,97,2,96,22,90,2,96,93,7,88,7,80,15,66,32,56,46,47491,2,43491,2,[]
300,46,64,24,94,10,83,37,88,2,96,85,25,81,22,70,26,55,42,54,48,47623,2,43654,2,[]
301,2,96,39,92,21,73,45,80,15,90,81,39,81,37,54,21,47,47,48,51,47772,2,43702,2,[]
302,11,91,52,88,31,66,44,70,24,78,80,53,80,51,44,16,41,40,41,44,47955,2,43888,2,[]
303,20,77,53,86,44,54,41,62,33,69,86,65,82,55,39,16,46,40,44,39,48039,2,44138,2,[]
304,27,67,48,88,51,60,51,60,42,60,88,76,76,47,37,13,53,45,55,45,48090,2,44377,2,[]
305,31,55,12,91,56,56,51,51,50,52,87,68,72,43,36,13,54,44,56,44,48393,2,44526,2,[]
306,33,43,25,78,56,49,51,47,56,48,86,54,67,42,49,19,58,41,58,41,48459,2,44684,2,[]
307,39,36,35,68,54,48,52,49,55,49,75,44,57,41,49,32,56,42,57,43,48510,2,44956,2,[]
308,27,31,45,57,54,54,45,51,53,55,66,46,56,40,52,27,48,38,56,42,48562,2,45067,2,[]
309,20,20,54,52,52,47,50,47,49,50,64,39,58,34,56,32,52,29,58,40,48662,2,45219,2,[]
310,20,13,55,53,50,44,53,55,51,48,68,41,60,40,62,42,59,35,57,39,48824,2,45270,2,[]
311,32,9,57,55,49,48,50,51,51,49,66,47,58,43,55,44,53,43,56,45,48989,2,45322,2,[]
312,40,9,56,56,48,48,50,52,51,52,60,37,56,44,59,38,53,44,54,47,49200,2,45500,2,[]
313,46,11,55,59,47,55,49,55,53,55,57,22,53,47,57,40,51,46,53,47,49251,2,45791,2,[]
314,46,11,64,62,58,61,57,61,58,57,52,11,53,37,53,29,49,43,49,42,49428,2,45842,2,[]
315,35,17,67,64,71,66,65,64,55,57,44,9,51,35,42,23,49,34,42,32,49480,2,46189,2,[]
316,25,24,56,55,81,77,54,57,47,52,42,9,47,38,48,24,47,39,46,33,49682,2,46373,2,[]
317,31,34,55,57,89,68,49,52,48,54,47,15,59,41,58,34,54,43,48,34,50053,2,46424,2,[]
318,41,43,56,54,91,64,52,51,55,50,43,24,58,42,63,40,56,43,94,5,50316,2,46475,2,[]
319,50,47,54,50,85,64,55,54,54,50,51,30,56,42,57,42,57,42,83,20,50367,2,46612,2,[]
320,58,57,62,60,79,64,64,64,55,53,42,38,55,46,68,41,52,46,72,31,50418,2,46753,2,[]
321,66,65,68,66,68,66,69,68,58,55,28,31,57,45,82,37,58,42,63,41,50571,2,46804,2,[]
322,64,63,66,65,67,64,62,63,52,54,17,21,44,39,89,44,50,46,53,48,50622,2,47302,2,['26:48 OMG »÷É±ÁË»ðÁú']
323,55,54,56,54,68,51,55,53,51,46,12,18,43,44,88,42,52,42,55,46,50832,2,47394,2,[]
324,54,41,53,46,65,39,53,49,50,48,14,22,43,38,79,35,57,40,60,40,50898,2,47448,2,[]
325,65,34,56,40,61,37,66,39,64,38,29,22,55,40,67,35,66,33,63,36,51869,2,47496,2,"['27:4 OMGicon(»ÄÄ®ÍÀ·ò) »÷É±ÁË WEMissing(¸¥À×¶û×¿µÂÖ®ÐÄ)', '27:5 OMGCurse(µ¶·æÎèÕß) »÷É±ÁË WEMystic(ÄæÓð)']"
326,67,32,61,38,59,36,66,36,67,35,40,30,61,40,67,33,66,33,63,36,52842,2,47552,2,[]
327,60,40,59,36,58,38,61,39,61,39,50,40,59,36,61,33,66,33,63,36,53556,3,47603,2,"['27:15 OMGCurse(µ¶·æÎèÕß) »÷ÆÆÁË·ÀÓùËþ', '27:11 OMGCurse(µ¶·æÎèÕß) »÷É±ÁË WExiye(½âÍÑÕß)', '27:13 OMGPenguin(Ö©ÖëÅ®»Ê) »÷É±ÁË WEbeishang(ÁÝ¶¬Ö®Å­)']"
328,62,40,64,38,63,39,66,37,63,37,53,43,59,36,61,33,66,33,63,36,53725,3,47685,2,[]
329,65,34,66,32,64,34,68,32,66,31,54,44,59,36,61,33,66,33,63,36,54327,4,47760,2,['27:25 OMGkRYST4L(Ðé¿ÕÖ®Å®) »÷ÆÆÁË·ÀÓùËþ']
330,70,31,68,35,69,31,74,32,69,33,50,49,59,36,61,33,66,33,63,36,54380,4,48083,2,[]
331,2,96,70,40,68,46,4,92,68,34,46,44,59,36,61,33,66,33,63,36,54433,4,48133,2,[]
332,4,80,4,96,67,59,9,84,5,91,41,32,59,36,61,33,66,33,63,36,54484,4,48186,2,[]
333,6,65,21,85,75,73,20,75,19,76,41,32,59,36,61,33,66,33,87,8,54536,4,48237,2,[]
334,9,52,34,77,84,83,30,66,29,66,94,4,59,36,61,33,66,33,76,21,54782,4,48288,2,[]
335,9,39,44,67,89,82,40,57,41,59,87,22,59,36,61,33,86,10,67,33,54924,4,48340,2,[]
336,11,26,46,65,86,79,51,49,51,50,84,34,89,15,61,33,76,25,66,47,55387,4,48391,2,[]
337,17,14,54,62,88,78,43,51,54,56,78,36,76,27,93,13,65,34,66,43,55613,4,48569,2,[]
338,19,16,62,63,89,83,30,50,58,57,65,27,66,38,92,32,63,40,62,40,55754,4,48816,2,[]
339,22,30,57,70,89,83,20,45,46,53,53,20,73,42,90,47,71,41,60,44,55905,4,49015,2,[]
340,22,38,55,81,8,94,19,46,35,48,44,12,78,51,89,51,67,37,60,36,56122,4,49263,2,[]
341,20,26,55,83,26,89,28,50,38,43,45,9,77,52,78,52,67,37,51,33,56254,4,49469,2,[]
342,21,14,50,81,34,81,41,51,43,42,45,12,82,55,84,52,91,11,60,34,56390,4,49612,2,[]
343,30,15,44,69,31,69,46,48,43,32,43,18,81,55,88,65,79,24,64,38,56547,4,49839,2,[]
344,25,24,33,59,31,56,44,37,51,32,43,17,75,45,86,79,68,33,63,36,56595,4,50355,2,[]
345,25,24,32,45,33,44,39,25,45,24,45,13,66,39,88,73,65,34,61,36,56789,4,50449,2,[]
346,12,96,36,40,44,46,35,13,32,21,47,7,55,34,83,60,63,22,53,29,56881,4,50586,2,[]
347,30,95,41,30,50,48,37,9,32,17,47,6,52,28,76,46,60,11,52,20,57048,4,50753,2,[]
348,43,93,42,24,51,49,37,11,33,16,47,6,51,25,63,37,53,9,56,16,57324,4,50804,2,[]
349,56,92,41,30,50,47,37,15,2,96,47,6,51,21,59,39,51,8,52,8,57489,4,51179,2,[]
350,65,92,42,34,49,47,30,21,14,81,46,6,50,22,60,37,60,11,55,12,57563,4,51322,2,[]
351,70,89,42,32,53,45,36,24,25,70,46,6,51,22,53,28,52,9,55,12,57745,4,51623,2,[]
352,80,85,40,33,55,44,29,20,34,61,46,6,51,20,58,38,51,8,54,11,57796,4,51710,2,[]
353,88,74,35,40,52,48,31,11,44,51,95,4,51,21,57,41,53,9,56,12,58197,4,51762,2,[]
354,89,70,27,51,49,46,26,10,51,44,92,24,51,21,58,40,53,9,95,4,58487,4,51854,2,[]
355,87,66,22,54,42,37,28,16,46,44,91,40,85,9,57,40,79,11,89,6,58725,4,52059,2,[]
356,82,64,23,53,47,41,30,21,45,36,91,54,73,23,56,32,63,10,76,19,58777,4,52243,2,[]
357,77,62,23,53,53,43,30,21,39,44,91,56,64,34,54,32,52,9,65,30,58829,4,52552,2,[]
358,78,64,3,93,49,49,3,96,34,43,90,57,55,43,48,39,50,10,66,43,58881,4,52676,2,[]
359,87,67,16,78,50,51,19,84,34,43,88,55,50,35,51,45,50,18,68,44,58995,4,52847,2,[]
360,90,63,27,68,47,52,28,72,10,84,78,53,53,33,54,46,58,29,57,42,59220,4,52898,2,[]
361,86,65,38,59,35,49,38,64,23,72,83,51,42,33,47,49,49,34,50,50,59375,4,53202,2,[]
362,70,65,40,57,23,43,47,74,34,64,91,61,37,37,41,44,40,36,44,46,59541,4,53325,2,[]
363,57,64,42,58,19,32,41,67,41,58,91,65,37,40,34,38,38,38,33,40,59594,4,53440,2,[]
364,57,63,48,54,25,24,43,56,38,49,90,61,45,42,48,40,50,42,45,39,59674,4,53581,2,[]
365,51,49,52,49,37,23,49,52,33,44,81,50,46,37,58,40,45,35,52,34,59920,4,53648,2,[]
366,52,42,51,43,50,22,49,46,33,43,70,41,54,32,59,39,58,33,53,33,60001,4,53895,2,[]
367,43,38,43,37,60,23,41,38,36,37,59,40,52,31,57,41,58,34,54,32,60084,4,53945,2,[]
368,47,32,46,33,48,22,42,32,46,36,55,30,56,22,54,30,57,25,56,22,60135,4,53997,2,[]
369,42,41,43,35,41,30,42,39,50,46,57,39,53,29,55,32,55,31,52,33,60192,4,54044,2,[]
370,53,47,41,38,43,35,44,42,53,46,58,38,46,24,50,34,53,26,50,35,60287,4,54286,2,[]
371,57,47,47,36,41,31,53,45,53,47,61,38,49,25,57,34,59,34,55,32,60623,4,54341,2,[]
372,50,46,42,41,32,21,46,45,43,43,58,44,50,34,55,46,57,42,57,42,60680,4,54634,2,[]
373,38,40,39,42,23,13,34,39,37,43,47,46,45,38,47,41,51,48,48,47,60801,4,54715,2,[]
374,31,48,31,49,15,15,25,38,32,50,35,42,34,41,37,39,42,43,36,41,60965,4,54779,2,[]
375,32,58,32,50,24,22,18,44,32,49,45,47,41,33,46,49,47,49,44,45,61104,4,54832,2,[]
376,37,59,33,43,40,23,25,38,37,41,43,53,42,32,44,56,45,52,45,56,61155,4,55019,2,[]
377,40,59,41,45,51,27,32,46,39,43,45,51,46,40,46,49,46,54,47,55,61236,4,55201,2,[]
378,50,52,46,45,60,37,45,51,46,45,55,45,52,35,57,39,56,50,55,49,61301,4,55254,2,[]
379,54,52,40,60,60,44,40,60,58,45,54,52,60,41,60,40,61,43,60,49,61935,4,55305,2,[]
380,54,49,50,52,62,42,58,45,61,43,55,46,60,42,62,41,62,42,62,41,61987,4,55356,2,['31:38 OMGHudie(ÕýÒå¾ÞÏñ) »÷É±ÁË WEMystic(ÄæÓð)']
381,58,43,58,42,64,38,61,36,60,44,62,36,61,38,60,44,62,42,62,36,63041,4,55858,2,[]
382,59,44,60,44,58,34,59,36,60,44,58,32,60,36,59,45,62,42,62,33,64114,4,55908,2,"['31:46 WExiye(½âÍÑÕß) »÷É±ÁË OMGHudie(ÕýÒå¾ÞÏñ)', '31:47 OMGicon(»ÄÄ®ÍÀ·ò) »÷É±ÁË WEMissing(¸¥À×¶û×¿µÂÖ®ÐÄ)', '31:48 OMGkRYST4L(Ðé¿ÕÖ®Å®) »÷É±ÁË WEbeishang(ÁÝ¶¬Ö®Å­)', '31:50 OMGCurse(µ¶·æÎèÕß) »÷É±ÁË WExiye(½âÍÑÕß)']"
383,60,33,61,34,59,34,59,34,60,44,58,29,60,36,59,45,62,42,62,33,64298,4,55961,2,['31:53 OMGkRYST4L(Ðé¿ÕÖ®Å®) »÷É±ÁË WEPoss(Ê¥´¸Ö®Òã)']
384,72,29,68,26,68,29,71,31,60,44,58,29,60,36,59,45,62,42,62,33,64349,4,56013,2,[]
385,75,24,72,25,75,25,77,27,60,44,58,29,60,36,59,45,62,42,62,33,64721,4,56064,2,[]
386,80,19,78,20,81,19,80,24,60,44,58,29,60,36,59,45,62,42,62,33,64997,5,56115,2,['32:7 OMGkRYST4L(Ðé¿ÕÖ®Å®) »÷ÆÆÁË·ÀÓùËþ']
387,81,19,82,19,84,21,83,21,60,44,58,29,60,36,59,45,62,42,62,33,65048,5,56166,2,[]
388,85,12,85,13,86,17,84,16,60,44,58,29,60,36,59,45,62,42,62,33,65600,6,56218,2,['32:20 OMG »÷ÆÆÁË·ÀÓùËþ']
389,87,9,85,13,89,13,84,15,60,44,58,29,60,36,59,45,62,42,62,33,65697,7,56270,2,['32:22 OMGPenguin(Ö©ÖëÅ®»Ê) »÷ÆÆÁË·ÀÓùËþ']
390,87,9,85,13,89,13,,0,60,44,58,29,60,36,59,45,95,4,62,33,65704,7,56279,2,[]
391,87,9,85,13,89,13,,0,60,44,58,29,60,36,59,45,95,4,62,33,65704,7,56279,2,['32:35 OMG »ñÊ¤']
