,OMGCurse, ,OMGWorld6, ,OMGicon, ,OMGkRYST4L, ,OMGHudie, ,FPXGimGoon, ,FPXTian, ,FPXDoinb, ,FPXLwx, ,FPXCrisp, ,blue_economics,blue_towers,red_economics,red_towers,captions
242,48,88,23,55,15,15,29,71,32,62,46,79,32,62,29,67,54,46,53,44,0,0,0,4,[]
243,35,86,20,53,23,11,22,73,31,60,41,77,31,67,32,68,92,4,87,6,0,0,0,4,['20:12 FPXDoinb(英勇投弹手) 击杀了 OMGHudie(光辉女郎)']
244,31,80,19,51,27,7,23,73,31,60,52,86,31,73,31,68,74,5,71,7,0,0,0,4,[]
245,27,81,18,50,29,8,24,73,31,60,48,90,35,76,45,70,59,7,57,8,0,1,0,4,['20:22 OMGicon(青钢影) 击破了防御塔']
246,35,90,16,43,32,7,31,63,31,60,47,90,39,76,49,78,45,8,45,10,0,1,0,4,[]
247,37,91,15,41,27,9,29,67,31,60,46,91,39,76,51,84,39,10,37,15,0,1,0,5,['20:31 FPXGimGoon(荒漠屠夫) 击破了防御塔']
248,38,91,15,41,19,8,26,67,31,60,53,86,78,6,58,85,35,8,35,10,0,1,0,5,[]
249,38,93,6,94,17,8,29,64,3,93,65,82,63,9,61,85,39,8,38,10,0,1,0,5,[]
250,40,93,19,84,2,96,38,56,14,80,65,82,50,10,61,85,48,16,47,17,0,1,0,5,[]
251,41,92,28,74,10,81,47,51,26,69,92,6,43,19,92,11,53,29,52,28,0,1,0,5,[]
252,43,92,37,66,16,69,47,53,37,58,84,19,41,33,84,26,57,39,48,40,0,1,0,5,[]
253,50,89,47,64,18,56,41,59,40,58,75,28,33,42,74,33,51,46,48,48,0,1,0,5,[]
254,50,81,43,67,28,51,31,60,31,53,65,36,32,44,61,40,45,47,41,54,0,1,0,5,[]
255,50,82,40,59,32,50,36,58,31,50,52,44,32,44,50,46,48,50,37,49,0,1,0,5,[]
256,44,70,41,53,44,48,35,58,31,52,49,53,30,52,43,51,44,48,38,51,0,1,0,5,[]
257,41,59,39,65,44,53,34,59,32,59,45,53,31,56,45,52,39,49,43,52,0,1,0,5,"['21:25 FPXTian(解脱者) 击杀了 OMGHudie(光辉女郎)', '21:25 FPXDoinb(英勇投弹手) 击杀了 OMGicon(青钢影)']"
258,39,66,45,72,44,53,33,69,32,59,39,64,33,65,40,61,37,57,39,59,0,1,0,5,[]
259,38,74,47,79,44,53,29,74,32,59,39,73,33,69,40,61,34,66,35,66,0,1,0,5,['21:31 OMGCurse(万花通灵) 击杀了 FPXDoinb(英勇投弹手)']
260,39,74,54,84,44,53,21,75,32,59,45,81,27,73,40,61,32,77,32,78,0,1,0,5,['21:36 FPXGimGoon(荒漠屠夫) 击杀了 OMGCurse(万花通灵)']
261,39,74,66,82,44,53,16,81,32,59,54,77,22,74,40,61,25,74,26,74,0,1,0,5,[]
262,39,74,72,76,44,53,14,82,32,59,68,78,23,76,40,61,22,74,23,77,0,1,0,6,['21:50 FPXTian(解脱者) 击破了防御塔']
263,39,74,66,64,44,53,16,81,32,59,70,68,23,76,40,61,23,74,27,75,0,1,0,6,[]
264,39,74,57,65,44,53,20,81,9,86,60,63,31,70,40,61,24,73,39,76,0,1,0,6,[]
265,39,74,59,71,44,53,20,74,20,73,58,70,39,76,40,61,35,67,51,77,0,1,0,6,[]
266,39,74,60,73,10,83,24,73,21,71,55,66,40,70,40,61,39,59,57,69,0,1,0,6,['22:6 FPXGimGoon(荒漠屠夫) 击杀了 OMGWorld6(酒桶)']
267,39,74,60,73,16,68,20,70,19,61,45,55,33,60,95,4,38,52,48,59,0,1,0,6,[]
268,9,82,60,73,18,55,20,70,20,50,40,45,30,48,19,18,33,41,43,48,0,1,0,6,[]
269,16,68,60,73,23,48,2,96,24,45,33,37,29,38,25,28,24,38,34,40,0,1,0,6,[]
270,18,54,60,73,21,46,2,98,24,43,33,36,30,39,28,35,28,37,32,38,0,1,0,6,[]
271,26,50,60,73,19,47,22,47,18,48,23,40,29,50,21,40,22,40,23,41,0,1,0,6,[]
272,22,57,60,73,18,58,18,58,18,58,22,51,23,53,23,48,21,46,20,48,0,1,0,6,[]
273,32,61,4,94,19,60,23,65,20,64,27,51,31,56,30,55,22,51,30,53,0,1,0,6,[]
274,28,71,15,80,19,60,27,68,26,65,31,53,32,62,32,60,30,56,32,59,0,1,0,6,[]
275,15,79,20,71,9,82,27,73,25,71,31,51,39,52,43,56,39,58,39,55,0,1,0,6,[]
276,6,90,18,59,11,66,24,71,21,65,95,4,38,51,54,46,45,49,35,49,0,1,0,6,[]
277,6,89,21,51,11,48,29,68,18,54,81,17,95,4,65,41,45,49,35,49,0,1,0,6,[]
278,20,86,29,51,12,41,21,73,23,42,73,29,79,13,74,43,48,40,90,5,0,1,0,6,[]
279,30,90,32,50,18,44,19,72,25,34,64,37,68,20,78,52,50,33,77,17,0,1,0,6,[]
280,38,91,34,39,16,34,25,71,32,35,54,31,56,25,78,56,54,32,67,26,0,1,0,6,[]
281,37,92,34,40,24,24,31,60,24,39,48,20,45,34,75,61,54,32,57,30,0,1,0,6,[]
282,41,85,29,51,20,38,29,60,24,39,37,13,39,40,73,73,86,9,57,41,0,1,0,6,[]
283,53,84,31,55,20,49,35,60,2,96,26,9,37,43,70,80,74,21,52,45,0,1,0,6,[]
284,60,85,32,59,28,60,35,63,13,89,19,13,48,50,71,85,64,31,51,54,0,1,0,6,[]
285,55,84,32,67,33,66,33,63,27,74,16,19,57,63,76,90,61,43,57,66,0,1,0,6,[]
286,51,90,38,66,32,61,32,63,32,60,11,30,57,74,81,90,57,57,57,72,0,1,0,6,[]
287,50,92,45,66,25,51,39,61,36,58,19,32,58,68,95,4,55,56,56,65,0,1,0,6,[]
288,54,87,43,69,22,43,38,59,30,53,19,24,64,70,94,5,51,51,56,62,0,1,0,6,[]
289,51,83,37,66,21,44,36,61,20,46,19,24,64,71,94,5,57,55,56,62,0,1,0,6,[]
290,43,83,31,65,22,43,29,65,21,44,92,11,64,71,90,13,60,60,86,9,0,1,0,6,[]
291,33,83,21,70,13,47,24,67,18,55,89,29,67,68,65,26,54,49,73,19,0,1,0,6,[]
292,32,81,18,60,7,41,24,66,18,47,89,44,66,65,49,22,47,38,64,25,0,1,0,6,['24:19 FPX 击杀了火龙']
293,2,96,21,48,9,44,2,96,20,44,88,57,58,61,47,16,38,27,53,29,0,1,0,6,[]
294,3,96,21,48,14,49,15,84,18,54,80,66,49,51,48,19,37,22,43,23,0,1,0,6,[]
295,12,82,4,94,14,49,24,72,25,65,72,77,47,50,51,25,36,23,42,26,0,1,0,6,[]
296,23,72,15,80,7,94,32,65,29,65,68,91,44,48,47,34,39,25,42,34,0,1,0,6,[]
297,32,76,25,75,22,85,27,69,28,65,63,90,35,42,33,35,29,22,32,36,0,1,0,6,[]
298,37,88,30,67,34,79,32,64,37,63,53,88,31,40,34,39,19,20,22,28,0,1,0,6,[]
299,48,83,41,68,45,79,39,64,40,59,57,92,35,49,45,49,12,25,16,22,0,1,0,6,[]
300,58,85,47,73,53,84,30,68,31,64,70,92,32,50,43,55,10,27,10,28,0,1,0,6,[]
301,46,90,38,73,41,78,30,69,23,67,70,81,25,50,31,59,10,39,9,39,0,1,0,6,[]
302,34,89,28,72,30,68,25,73,17,66,59,77,15,49,10,50,10,50,13,49,0,1,0,6,[]
303,28,87,20,67,22,66,19,69,14,63,49,81,11,53,9,52,6,54,9,53,0,1,0,7,['25:15 FPXCrisp(河流之王) 击破了防御塔']
304,18,76,16,64,18,62,11,69,13,63,46,74,10,57,7,58,5,59,10,58,0,1,0,7,[]
305,18,66,12,71,16,71,10,72,14,70,39,64,11,62,7,62,8,63,11,63,0,1,0,7,[]
306,17,65,14,69,18,66,12,72,13,69,47,53,11,59,9,60,6,60,11,55,0,1,0,7,[]
307,17,65,23,67,29,66,25,70,28,66,40,53,13,49,11,53,11,52,14,49,0,1,0,7,[]
308,16,63,19,63,35,65,31,67,34,66,36,48,23,42,22,44,21,44,23,42,0,1,0,7,[]
309,17,61,18,56,34,64,30,68,34,68,34,48,31,35,27,37,29,37,29,37,0,1,0,7,[]
310,10,58,20,50,35,59,38,59,37,59,35,38,35,40,21,40,29,39,34,39,0,1,0,7,[]
311,9,56,23,51,32,58,33,60,33,60,33,38,34,39,23,43,32,42,34,39,0,1,0,7,[]
312,15,63,28,51,33,49,24,57,30,66,31,50,30,66,25,47,34,49,32,59,0,1,0,7,[]
313,17,61,31,50,39,51,26,59,22,67,33,48,25,67,30,51,32,49,32,50,0,1,0,7,"['26:4 FPXDoinb(英勇投弹手) 击杀了 OMGWorld6(酒桶)', '26:4 OMGicon(青钢影) 击杀了 FPXLwx(惩戒之箭)']"
314,38,63,31,50,38,64,18,62,17,67,39,54,17,63,26,61,32,49,32,61,0,1,0,7,[]
315,28,69,31,50,27,70,15,63,11,66,32,63,14,65,22,58,32,49,25,66,0,1,0,7,['26:14 FPXTian(解脱者) 击杀了 OMGkRYST4L(皮城女警)']
316,21,73,31,50,18,75,15,63,6,78,30,67,19,63,32,60,32,49,27,66,0,1,0,7,[]
317,25,72,31,50,24,72,15,63,4,94,32,59,18,57,31,52,32,49,31,58,0,1,0,7,[]
318,21,67,31,50,25,69,15,63,12,82,31,46,21,47,32,40,32,49,32,45,0,1,0,7,[]
319,17,56,31,50,29,68,15,63,25,71,29,37,25,37,31,34,32,49,31,36,0,1,0,7,[]
320,18,47,31,50,32,65,15,63,33,62,33,32,33,32,31,34,32,49,32,31,0,1,0,7,[]
321,20,45,31,50,41,66,15,63,32,54,34,31,34,31,31,33,32,49,31,31,0,1,0,7,[]
322,28,35,12,82,45,63,15,63,32,40,33,31,33,31,30,30,95,4,31,30,0,1,0,7,[]
323,31,31,23,72,56,68,15,63,37,38,30,32,32,33,35,29,95,4,31,31,0,1,0,7,"['26:52 FPXDoinb(英勇投弹手) 击杀了 OMGCurse(万花通灵)', '26:54 FPX 击杀了大龙']"
324,31,31,34,74,56,83,9,93,39,49,34,36,40,44,36,29,41,45,38,40,0,1,0,7,['27:0 FPXLwx(惩戒之箭) 击杀了 OMGHudie(光辉女郎)']
325,31,31,50,74,59,84,21,81,39,49,95,4,44,51,91,15,49,50,46,50,0,1,0,7,[]
326,31,31,49,79,63,83,26,85,39,49,95,4,36,61,78,26,40,57,38,59,0,1,0,7,[]
327,31,31,55,82,69,79,31,93,39,49,61,90,29,70,68,35,30,65,30,68,0,1,0,7,[]
328,31,31,55,76,2,96,21,95,39,49,52,93,24,77,56,45,25,70,25,74,0,1,0,7,[]
329,31,31,55,76,8,95,15,89,39,49,50,92,22,80,46,54,23,74,23,77,0,1,0,7,[]
330,31,31,16,92,21,92,12,82,39,49,45,90,29,85,34,65,23,80,26,81,0,1,0,7,[]
331,31,31,21,92,12,91,15,84,39,49,34,89,24,86,27,76,29,84,28,85,0,1,0,7,[]
332,6,96,17,95,11,93,13,84,11,94,26,90,24,90,19,84,23,89,26,92,0,1,0,8,['27:40 FPX 击破了防御塔']
333,17,92,14,92,12,90,5,90,12,91,24,89,21,88,19,85,22,86,24,86,0,1,0,8,[]
334,13,94,12,93,11,93,10,93,13,91,20,91,19,92,18,85,22,89,20,87,0,1,0,8,[]
335,13,95,12,93,15,95,12,90,11,93,15,83,19,90,17,86,19,88,20,88,0,1,0,9,['27:55 FPX 击破了防御塔']
336,17,90,19,94,19,90,8,94,11,95,16,89,16,93,17,88,16,90,18,88,0,1,0,9,['28:0 OMGWorld6(酒桶) 击杀了 FPXDoinb(英勇投弹手)']
337,10,86,8,95,16,94,10,96,9,93,12,87,17,94,17,88,15,94,18,92,0,1,0,9,['28:5 OMGkRYST4L(皮城女警) 击杀了 FPXLwx(惩戒之箭)']
338,8,86,9,93,19,88,6,93,9,91,14,92,17,94,17,88,15,94,18,87,0,1,0,10,"['28:7 FPX 击破了防御塔', '28:6 FPXGimGoon(荒漠屠夫) 击杀了 OMGCurse(万花通灵)', '28:7 OMGkRYST4L(皮城女警) 击杀了 FPXTian(解脱者)']"
339,8,86,13,91,29,88,14,94,19,91,25,89,17,94,17,88,15,94,25,85,0,1,0,10,[]
340,8,86,24,86,30,83,23,92,31,90,33,91,17,94,17,88,15,94,27,79,0,1,0,10,[]
341,8,86,19,87,18,73,22,89,26,93,35,92,17,94,17,88,15,94,26,78,0,1,0,10,['28:21 OMGicon(青钢影) 击杀了 FPXCrisp(河流之王)']
342,8,86,16,82,8,68,15,88,17,88,95,4,17,94,17,88,15,94,26,78,0,1,0,10,[]
343,8,86,24,73,7,70,15,85,15,87,85,11,17,94,17,88,15,94,26,78,0,1,0,10,[]
344,8,86,27,70,7,68,19,83,20,81,72,24,17,94,17,88,15,94,26,78,0,1,0,10,[]
345,8,86,29,67,7,54,28,88,25,84,62,32,17,94,17,88,15,94,26,78,0,1,0,10,[]
346,8,86,31,55,7,50,34,92,34,92,51,36,17,94,17,88,15,94,26,78,0,1,0,10,[]
347,8,93,25,48,6,46,37,93,39,88,47,38,91,5,95,4,84,11,26,78,0,1,0,10,[]
348,22,79,19,46,5,46,41,89,47,78,43,52,82,21,80,51,72,24,26,78,0,1,0,10,[]
349,31,68,17,46,2,96,45,80,48,78,40,56,79,35,80,55,66,34,26,78,0,1,0,10,[]
350,33,65,18,46,14,90,46,81,38,72,35,48,74,44,80,55,58,42,83,15,0,1,0,10,[]
351,31,66,23,56,26,78,41,84,37,76,34,48,69,50,93,4,57,43,72,25,0,1,0,10,[]
352,26,67,22,57,32,66,41,84,37,76,46,51,67,61,92,5,46,52,62,33,0,1,0,10,[]
353,23,66,18,60,25,73,11,91,12,90,49,48,57,64,71,24,42,55,54,42,0,1,0,10,[]
354,2,96,18,60,33,75,22,78,26,76,39,55,47,65,58,38,42,54,44,51,0,1,0,10,[]
355,12,92,13,91,38,76,23,74,26,74,30,63,41,67,46,50,37,63,37,61,0,1,0,10,[]
356,20,84,21,80,37,76,19,78,21,82,24,72,31,71,34,62,28,69,31,68,0,1,0,10,[]
357,16,79,21,84,37,76,17,83,19,84,21,73,27,77,21,73,25,78,26,72,0,1,0,10,[]
358,15,88,18,89,34,80,13,86,16,89,14,79,22,81,27,80,24,81,23,78,0,1,0,10,[]
359,17,89,20,87,37,76,13,88,17,90,15,81,25,82,28,81,18,78,19,78,0,1,0,10,[]
360,16,94,13,87,36,78,14,94,14,90,19,78,35,77,22,84,24,76,20,83,0,1,0,10,[]
361,14,94,20,83,35,79,17,94,19,85,26,74,35,78,35,76,32,75,25,78,0,1,0,10,['30:4 FPXDoinb(英勇投弹手) 击杀了 OMGicon(青钢影)']
362,13,89,16,88,35,79,13,91,14,91,16,79,26,81,22,84,21,81,19,82,0,1,0,10,[]
363,8,92,14,91,35,79,13,95,12,94,13,89,21,90,19,93,20,87,19,85,0,1,0,10,[]
364,11,92,7,91,35,79,12,95,10,94,10,84,20,93,19,94,20,88,16,88,0,1,0,10,[]
365,18,91,7,88,35,79,9,91,8,92,10,85,12,91,15,92,17,84,13,90,0,1,0,10,['30:23 FPXTian(解脱者) 击杀了 OMGCurse(万花通灵)']
366,18,91,11,91,35,79,9,91,7,93,10,85,10,91,12,92,15,85,12,90,0,1,0,10,[]
367,18,91,11,91,35,79,9,91,7,93,10,85,10,91,12,92,15,85,12,90,0,1,0,10,['30:35 FPX 获胜']
