,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,VGCube, ,VGAix, ,VGJay, ,VGPuff, ,VGSouthwind, ,blue_economics,blue_towers,red_economics,red_towers,captions
239,86,63,64,71,30,39,65,65,62,57,93,17,69,29,25,8,50,47,50,43,0,2,0,1,[]
240,90,61,56,77,11,34,56,62,51,59,92,30,60,39,94,6,50,47,53,47,0,2,0,1,['19:56 BLG »÷É±ÁËË®Áú']
241,91,63,58,83,9,22,44,58,43,56,90,45,55,33,82,13,49,43,64,53,0,2,0,1,[]
242,2,96,61,86,11,19,51,55,47,50,89,49,52,37,73,23,53,45,64,53,0,2,0,1,[]
243,18,86,60,85,18,22,55,54,46,52,88,52,53,33,64,31,53,46,93,4,0,2,0,1,[]
244,33,79,60,85,21,27,49,49,44,45,88,55,58,40,61,41,56,44,82,16,0,2,0,1,[]
245,45,79,9,85,21,27,46,47,46,48,87,62,57,46,56,33,54,47,73,28,0,2,0,1,[]
246,57,73,17,72,5,81,49,52,48,50,86,66,61,43,60,40,55,46,64,37,0,2,0,1,[]
247,66,77,20,60,7,66,47,51,40,42,83,60,60,36,60,36,54,45,54,44,0,2,0,1,[]
248,81,78,21,51,8,53,47,50,43,36,85,64,54,32,57,27,53,41,49,40,0,2,0,1,[]
249,86,80,18,46,10,41,43,43,35,39,87,63,43,35,52,18,46,34,41,31,0,2,0,1,[]
250,78,75,18,45,11,28,44,43,35,36,94,53,38,25,43,11,49,35,36,25,0,2,0,1,[]
251,73,67,22,43,18,24,45,51,32,34,92,59,43,17,37,8,57,34,32,22,0,2,0,1,[]
252,81,63,26,33,19,16,47,51,32,35,93,64,42,19,36,7,58,38,43,24,0,2,0,1,[]
253,91,61,26,30,22,11,51,55,33,37,94,58,47,16,34,9,57,44,51,31,0,2,0,1,[]
254,90,67,37,38,25,14,54,57,2,96,93,53,41,25,34,9,59,40,51,41,0,2,0,1,[]
255,81,66,30,36,27,24,54,57,12,89,90,57,44,24,39,9,59,40,56,39,0,2,0,1,[]
256,75,68,36,38,30,31,2,96,21,76,92,57,53,31,39,11,82,11,56,39,0,2,0,1,[]
257,88,63,39,40,24,28,2,96,30,67,93,60,50,34,47,17,72,23,85,11,0,2,0,1,[]
258,78,62,34,40,16,18,49,53,39,58,94,54,48,35,51,29,66,32,74,22,0,2,0,1,[]
259,74,61,42,43,15,15,52,48,50,49,94,54,47,36,51,28,58,41,66,32,0,2,0,1,[]
260,74,59,41,39,18,18,61,52,42,40,89,17,54,32,47,17,55,42,58,43,0,2,0,1,[]
261,74,58,41,32,22,31,69,56,43,38,89,32,53,33,39,10,54,44,51,50,0,2,0,1,[]
262,79,66,36,37,24,42,59,59,41,38,89,46,59,37,43,9,55,42,54,43,0,2,0,1,[]
263,84,78,26,30,24,37,49,53,32,34,93,57,58,44,45,13,54,47,53,42,0,2,0,1,[]
264,84,79,30,22,26,25,47,54,25,29,90,71,68,40,50,21,54,47,49,40,0,2,0,1,[]
265,85,80,28,31,20,16,43,51,29,20,83,79,55,41,49,33,52,45,43,36,0,2,0,1,[]
266,79,84,32,36,26,13,39,49,27,22,80,85,44,39,43,38,43,38,38,42,0,2,0,1,[]
267,79,84,36,39,38,16,43,51,29,32,78,84,45,36,46,36,49,43,46,41,0,2,0,1,['22:15 BLGADD(°µÒá½£Ä§) »÷É±ÁË VGCube(ÐÉºìÊÕ¸îÕß)']
268,82,85,46,34,50,18,51,51,38,38,78,84,56,33,57,33,55,45,53,43,0,2,0,1,[]
269,88,72,47,36,54,21,49,55,35,42,78,84,67,39,63,32,51,47,52,46,0,2,0,1,[]
270,90,69,44,37,46,14,50,53,45,47,78,84,72,42,63,32,55,45,54,44,0,2,0,1,[]
271,90,69,42,26,44,11,52,50,49,50,78,84,68,40,85,4,57,42,55,44,0,2,0,1,[]
272,93,64,44,23,47,22,54,49,48,42,78,84,61,42,69,6,58,41,58,43,0,2,0,1,[]
273,93,53,39,26,40,30,51,46,41,32,78,84,55,32,57,7,59,36,59,39,0,2,0,1,[]
274,90,45,46,33,49,35,50,50,43,43,78,84,55,31,51,10,60,39,60,42,0,2,0,1,[]
275,90,46,48,40,47,40,49,52,49,47,78,84,62,38,46,8,58,42,57,43,0,2,0,1,[]
276,90,46,55,46,52,42,55,48,55,47,94,11,61,42,56,13,60,40,62,40,0,2,0,1,[]
277,89,46,57,44,55,42,57,46,57,44,92,29,65,38,57,25,64,36,61,35,0,2,0,1,[]
278,81,49,48,53,48,46,53,50,49,54,91,38,61,36,54,32,62,35,60,36,0,4,0,1,"['23:6 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ', '23:6 BLG »÷ÆÆÁË·ÀÓùËþ']"
279,81,55,46,63,44,43,47,51,48,55,89,41,50,34,43,34,51,32,48,34,0,4,0,1,[]
280,79,56,51,66,45,43,43,48,2,96,90,44,41,33,42,40,49,34,45,35,0,4,0,1,[]
281,76,60,58,76,45,50,48,52,7,93,88,42,42,43,41,33,48,41,49,42,0,4,0,1,[]
282,76,60,57,84,35,48,50,53,18,79,87,54,41,40,34,22,52,45,51,46,0,4,0,1,[]
283,18,94,59,83,30,39,47,54,27,70,90,67,41,29,25,15,53,43,55,44,0,4,0,1,[]
284,39,92,58,84,25,32,40,58,37,61,85,78,48,19,19,10,56,41,61,37,0,4,0,1,[]
285,54,90,3,95,14,22,49,51,50,49,87,80,42,17,26,13,58,39,61,37,0,4,0,1,[]
286,68,88,12,76,11,28,50,47,45,43,90,64,43,15,27,24,60,37,95,4,0,4,0,1,[]
287,76,87,17,63,11,28,50,49,50,48,83,59,44,15,36,25,59,41,57,43,0,4,0,1,[]
288,86,86,18,50,4,90,50,51,52,47,83,59,44,15,27,16,59,39,59,42,0,4,0,1,[]
289,86,80,19,46,6,73,45,56,49,53,93,12,95,4,19,14,59,40,54,45,0,4,0,1,[]
290,75,71,21,53,7,57,45,56,49,52,91,30,86,15,21,14,58,41,51,43,0,4,0,1,[]
291,79,63,25,59,7,44,13,92,46,53,91,43,72,20,21,14,55,43,53,45,0,4,0,1,[]
292,79,63,38,58,7,33,27,85,47,54,90,48,67,32,92,10,54,45,58,48,0,4,0,1,[]
293,66,60,45,56,7,34,37,76,45,56,90,50,60,43,80,23,49,48,52,49,0,4,0,1,[]
294,54,58,43,54,3,94,47,73,43,56,81,49,55,53,70,33,49,49,53,52,0,4,0,1,[]
295,57,61,45,55,18,81,51,66,46,55,70,48,61,57,66,44,59,46,55,49,0,4,0,1,[]
296,67,62,53,56,37,65,59,61,56,55,67,47,67,50,67,48,62,42,65,52,0,4,0,1,[]
297,82,66,63,59,49,55,57,57,62,57,69,35,64,41,62,37,62,42,65,41,0,4,0,1,[]
298,88,73,74,62,65,57,55,49,61,56,69,34,64,41,53,29,84,11,65,41,0,4,0,1,[]
299,89,64,65,69,65,64,56,48,56,47,95,4,93,5,42,23,73,23,91,4,0,4,0,1,[]
300,89,62,63,70,67,65,56,47,60,49,93,17,76,13,30,19,65,33,78,18,0,4,0,1,[]
301,81,57,67,69,65,65,63,40,59,48,92,33,64,21,25,14,65,33,68,28,0,4,0,1,[]
302,84,51,67,70,55,56,56,42,50,41,91,40,55,31,22,13,63,34,63,36,0,4,0,1,[]
303,90,42,65,70,43,44,55,43,45,36,91,34,46,24,16,16,63,35,59,33,0,4,0,1,['25:12 BLG »÷É±ÁËÍÁÁú']
304,89,45,65,70,28,38,51,47,34,43,90,33,33,23,13,22,59,40,58,35,0,4,0,1,[]
305,90,45,7,88,15,33,49,52,34,43,91,34,21,26,8,28,53,45,52,41,0,4,0,1,[]
306,78,48,14,73,10,26,47,54,6,91,90,35,19,24,9,19,51,45,46,40,0,4,0,2,['25:27 VGJay(Äº¹âÐÇÁé) »÷ÆÆÁË·ÀÓùËþ']
307,74,43,17,60,9,34,45,53,18,79,85,31,26,23,11,16,50,43,47,42,0,4,0,2,[]
308,68,41,23,51,13,34,43,46,27,70,78,36,30,32,18,20,46,35,38,41,0,4,0,2,[]
309,57,39,32,43,20,34,41,40,32,59,64,34,35,30,29,22,41,30,40,32,0,4,0,2,[]
310,59,36,35,36,29,33,40,40,32,46,63,35,46,23,42,23,49,25,44,24,0,4,0,2,[]
311,57,42,42,39,25,38,49,46,36,40,71,34,55,32,53,28,54,32,54,30,0,4,0,2,[]
312,64,52,41,38,18,47,55,48,38,36,84,36,58,34,59,36,59,39,62,40,0,4,0,2,[]
313,76,52,42,36,10,45,49,48,43,35,92,45,54,31,54,32,59,38,61,39,0,4,0,2,[]
314,81,56,44,48,8,35,51,43,44,43,88,37,49,34,51,36,59,36,58,38,0,4,0,2,[]
315,89,56,44,61,8,31,49,51,43,48,91,38,47,37,51,33,56,42,56,46,0,4,0,2,[]
316,86,63,53,64,16,22,53,48,51,47,91,50,53,29,54,32,58,39,61,40,0,4,0,2,[]
317,79,63,66,61,18,23,54,50,53,47,92,48,47,17,95,4,59,39,61,42,0,4,0,2,[]
318,88,60,66,58,19,19,57,46,53,49,87,38,44,16,78,6,58,39,61,39,0,4,0,2,[]
319,83,51,66,47,22,12,64,50,66,50,90,39,43,15,64,7,62,37,62,36,0,4,0,2,[]
320,87,50,66,43,19,19,66,44,66,45,86,34,46,16,51,8,63,37,59,35,0,4,0,2,[]
321,89,38,68,48,26,30,66,43,66,44,91,31,46,23,46,9,55,32,48,34,0,4,0,2,[]
322,88,40,74,52,34,39,63,50,66,50,90,35,42,32,46,6,46,34,40,33,0,4,0,2,[]
323,85,37,77,49,34,39,54,50,53,48,92,31,45,38,46,11,46,41,45,39,0,4,0,2,[]
324,86,34,71,39,40,45,57,45,55,44,92,31,51,33,50,23,49,34,48,35,0,4,0,2,[]
325,78,36,64,40,46,45,61,38,59,38,85,35,61,25,57,29,68,29,68,30,0,4,0,2,[]
326,81,39,60,38,57,39,64,39,59,38,86,31,70,33,58,30,63,32,66,34,0,4,0,2,[]
327,77,51,51,44,51,43,59,46,50,43,84,36,64,37,54,32,59,35,63,39,0,4,0,2,[]
328,70,50,40,42,42,42,58,49,44,48,90,45,56,33,52,33,57,39,60,38,0,4,0,2,[]
329,74,54,39,39,43,44,70,50,36,38,90,44,49,34,48,34,54,43,57,43,0,4,0,2,[]
330,61,51,39,39,50,51,59,51,41,42,93,39,49,40,43,37,51,48,52,45,0,4,0,2,[]
331,57,48,46,48,54,50,55,50,49,48,93,39,57,46,48,40,57,44,55,43,0,4,0,2,[]
332,54,56,51,43,54,55,56,55,54,53,54,57,59,49,48,41,55,43,54,42,0,4,0,2,[]
333,49,53,51,43,54,52,59,50,54,53,54,56,58,42,50,44,53,44,55,42,0,4,0,2,"['27:41 BLGJinjiao(Ì½ÏÕ¼Ò) »÷É±ÁË VGCube(ÐÉºìÊÕ¸îÕß)', '27:43 VGSouthwind(ºÓÁ÷Ö®Íõ) »÷É±ÁË BLGMeteor(½âÍÑÕß)']"
334,51,67,51,43,60,62,66,55,56,63,54,56,49,46,46,53,47,50,46,49,0,4,0,2,[]
335,51,71,51,43,57,59,65,56,46,67,54,56,36,42,45,51,44,52,44,48,0,4,0,2,[]
336,2,96,51,43,51,52,2,96,39,61,54,56,32,33,42,52,42,52,42,52,0,4,0,3,['28:0 VGPuff(³Í½äÖ®¼ý) »÷ÆÆÁË·ÀÓùËþ']
337,2,96,51,43,56,54,2,96,47,56,54,56,31,34,33,47,49,50,50,48,0,4,0,3,[]
338,59,38,51,43,52,50,49,42,45,46,54,56,42,34,41,44,41,39,43,37,0,4,0,3,[]
339,49,25,51,43,52,44,46,35,51,46,54,56,41,25,32,36,41,27,40,25,0,4,0,3,[]
340,50,24,51,43,48,35,51,30,47,36,54,56,49,20,31,33,47,22,48,20,0,4,0,3,[]
341,45,16,51,43,50,24,48,21,51,25,54,56,45,9,25,24,42,16,42,16,0,4,0,3,['28:24 VGPuff(³Í½äÖ®¼ý) »÷É±ÁË BLGADD(°µÒá½£Ä§)']
342,45,16,8,85,53,30,52,28,50,33,54,56,48,5,28,21,33,10,36,15,0,4,0,3,[]
343,45,16,15,71,47,38,49,34,42,37,79,12,48,5,28,21,33,10,36,15,0,4,0,3,[]
344,45,16,22,58,39,38,47,39,32,37,66,20,93,6,85,9,94,5,93,6,0,4,0,3,[]
345,45,16,20,51,27,37,49,50,26,36,54,22,76,16,69,11,85,9,82,12,0,4,0,3,[]
346,45,16,20,46,21,45,54,46,26,36,41,27,68,28,57,15,73,21,67,19,0,4,0,3,[]
347,45,16,17,44,12,47,54,46,2,96,45,37,61,40,52,20,66,30,51,50,0,4,0,3,[]
348,45,16,23,41,8,41,48,55,13,89,51,46,55,48,50,32,59,41,55,47,0,4,0,3,[]
349,45,16,32,38,11,31,44,55,24,77,46,44,44,44,41,41,49,42,49,43,0,4,0,3,[]
350,45,16,23,40,9,29,41,57,31,66,36,39,35,40,39,43,36,36,37,40,0,4,0,3,[]
351,45,16,17,33,10,32,31,58,31,56,31,32,31,29,33,42,29,33,27,35,0,4,0,3,[]
352,8,85,24,26,21,37,34,47,30,51,31,31,33,32,37,41,30,33,30,33,0,4,0,3,[]
353,16,68,26,30,27,34,31,39,32,42,32,31,32,33,41,38,31,32,30,32,0,4,0,3,[]
354,18,54,26,34,24,40,25,46,30,48,34,37,34,40,37,42,32,38,35,38,0,4,0,3,[]
355,31,48,33,41,24,44,24,42,30,48,34,39,33,41,37,42,34,38,36,41,0,4,0,3,"['29:32 VGJay(Äº¹âÐÇÁé) »÷É±ÁË BLGXinMo(¸¥À×¶û×¿µÂÖ®ÐÄ)', '29:34 BLGMeteor(½âÍÑÕß) »÷É±ÁË VGAix(µÂ°î×Ü¹Ü)']"
356,36,39,32,34,29,37,30,37,30,48,35,37,33,41,41,42,41,38,42,38,0,4,0,3,[]
357,30,37,22,30,24,39,23,33,30,48,31,40,33,41,34,39,33,41,35,40,0,4,0,3,"['29:42 VGPuff(³Í½äÖ®¼ý) »÷É±ÁË BLGADD(°µÒá½£Ä§)', '29:42 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË VGCube(ÐÉºìÊÕ¸îÕß)']"
358,30,37,14,22,14,50,17,23,30,48,31,40,33,41,22,43,24,39,29,50,0,4,0,3,[]
359,30,37,11,34,5,57,10,26,30,48,31,40,33,41,12,49,18,48,22,50,0,4,0,3,[]
360,30,37,16,34,5,59,11,33,30,48,31,40,33,41,30,49,28,50,33,49,0,4,0,3,[]
361,30,37,16,34,3,97,11,33,30,48,31,40,33,41,33,38,40,51,44,51,0,4,0,3,[]
362,30,37,8,92,4,90,11,41,30,48,31,40,33,41,25,28,52,46,56,45,0,4,0,3,[]
363,30,37,24,84,26,81,19,52,4,95,31,40,33,41,27,17,53,46,56,44,0,4,0,3,[]
364,30,37,35,76,47,79,31,59,20,84,31,40,93,7,32,12,44,54,47,51,0,4,0,3,[]
365,30,37,39,66,51,65,39,58,29,74,31,40,81,22,43,15,49,48,51,48,0,4,0,3,[]
366,30,37,51,65,59,58,46,56,37,65,31,40,70,32,51,24,60,41,61,39,0,4,0,3,[]
367,30,37,62,64,68,66,48,58,46,54,94,13,60,35,58,34,69,40,66,35,0,4,0,3,[]
368,8,83,67,68,67,66,48,69,54,47,93,32,52,28,69,40,59,39,66,35,0,4,0,3,[]
369,17,66,63,62,58,57,47,69,44,48,90,40,46,16,74,49,64,35,86,9,0,4,0,3,['30:41 BLG »÷É±ÁËË®Áú']
370,20,51,53,53,54,44,48,56,38,42,93,41,43,16,74,44,64,35,75,21,0,4,0,3,[]
371,25,37,44,44,55,42,40,45,33,43,90,46,44,16,95,4,65,34,67,31,0,4,0,3,[]
372,34,30,34,36,44,39,33,37,37,37,87,39,47,17,76,12,59,40,59,40,0,4,0,3,[]
373,33,32,31,31,33,35,31,33,32,35,75,35,45,23,62,23,57,42,57,43,0,4,0,3,[]
374,31,30,31,29,31,33,29,32,33,31,61,33,44,24,53,31,46,39,45,39,0,4,0,3,[]
375,19,33,31,38,24,41,23,39,25,38,55,32,39,29,49,35,49,43,50,44,0,4,0,3,['31:11 BLG »÷É±ÁË´óÁú']
376,7,34,25,37,24,42,4,95,2,96,56,41,35,38,41,39,45,53,42,53,0,4,0,3,[]
377,7,31,6,91,13,81,20,82,15,88,44,39,27,37,30,40,42,51,42,51,0,4,0,3,[]
378,5,49,13,74,22,72,29,72,26,76,41,45,28,36,30,29,10,29,9,31,0,4,0,3,[]
379,5,46,19,62,33,64,38,63,33,66,50,50,34,38,35,36,13,21,9,21,0,4,0,3,[]
380,7,39,28,59,43,58,44,57,42,57,63,51,32,37,43,36,13,21,9,19,0,4,0,3,[]
381,7,38,40,58,54,52,51,52,45,55,77,50,44,35,53,31,93,5,94,5,0,4,0,3,[]
382,14,41,43,55,52,53,54,48,45,54,81,55,57,33,55,32,78,18,81,19,0,4,0,3,[]
383,15,40,53,49,55,50,54,49,54,48,88,55,69,35,56,32,68,30,71,30,0,4,0,3,[]
384,11,29,55,40,60,41,60,41,57,40,92,57,69,34,58,29,65,34,66,36,0,4,0,3,[]
385,15,18,45,35,59,40,61,40,49,39,86,51,68,34,59,29,66,33,66,34,0,4,0,3,[]
386,24,14,40,30,57,39,53,44,47,36,87,50,67,35,58,29,62,34,65,37,0,4,0,3,[]
387,36,15,35,29,51,44,51,45,51,46,80,53,63,39,59,34,58,37,62,38,0,4,0,3,[]
388,43,10,33,35,51,49,52,46,59,49,74,43,60,36,66,28,60,38,59,40,0,4,0,3,[]
389,45,8,44,36,54,49,52,47,55,47,62,36,54,30,57,20,60,33,54,32,0,4,0,3,[]
390,46,10,50,34,59,44,56,43,55,42,63,25,56,20,52,12,63,36,64,34,0,4,0,3,[]
391,48,8,56,32,62,41,59,37,56,33,60,24,62,25,63,14,67,36,68,36,0,4,0,3,[]
392,47,8,56,33,60,42,58,37,53,25,62,14,64,35,65,26,65,37,66,34,0,4,0,3,[]
393,48,11,53,35,62,42,58,39,52,27,53,8,68,36,62,25,66,34,64,33,0,4,0,3,[]
394,52,9,55,30,64,39,60,38,61,38,66,11,71,32,64,26,70,30,67,33,0,5,0,3,['32:47 BLGADD(°µÒá½£Ä§) »÷ÆÆÁË·ÀÓùËþ']
395,58,14,55,31,60,43,61,38,70,39,66,10,79,33,67,19,81,22,69,28,0,5,0,3,[]
396,60,10,58,25,64,39,60,38,63,40,68,7,79,32,69,20,90,12,79,32,0,5,0,3,[]
397,62,9,52,21,72,33,67,32,68,31,69,9,79,32,74,23,90,13,80,32,0,6,0,3,['33:3 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']
398,65,9,60,24,72,29,69,29,71,30,67,11,79,30,72,22,78,24,79,28,0,6,0,3,[]
399,61,10,65,23,75,32,68,29,68,32,68,9,78,25,74,23,74,26,77,26,0,6,0,3,[]
400,63,9,66,27,72,34,69,33,73,34,70,10,77,28,76,32,79,30,77,29,0,6,0,3,[]
401,65,9,66,29,69,33,69,31,69,33,72,8,72,23,78,29,76,25,75,26,0,6,0,3,[]
402,68,13,64,18,66,31,70,32,72,33,76,15,79,27,83,30,77,24,75,24,0,7,0,3,['33:28 BLGADD(°µÒá½£Ä§) »÷ÆÆÁË·ÀÓùËþ']
403,70,13,68,15,71,30,70,29,69,30,76,11,78,25,77,24,75,22,72,20,0,7,0,3,[]
404,73,16,73,19,73,23,74,23,73,23,78,13,78,29,84,22,82,22,76,20,0,8,0,3,['33:38 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']
405,72,19,73,23,70,24,69,26,72,22,69,19,75,25,81,20,76,26,77,20,0,8,0,3,"['33:44 VGCube(ÐÉºìÊÕ¸îÕß) »÷É±ÁË BLGXinMo(¸¥À×¶û×¿µÂÖ®ÐÄ)', '33:45 BLGMeteor(½âÍÑÕß) »÷É±ÁË VGAix(µÂ°î×Ü¹Ü)']"
406,71,24,71,27,77,27,73,28,72,22,70,20,75,26,75,21,79,24,79,19,0,8,0,3,['33:48 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË VGPuff(³Í½äÖ®¼ý)']
407,71,33,67,29,73,27,76,26,72,22,77,19,75,26,79,15,79,24,80,21,0,8,0,3,[]
408,70,34,60,33,76,34,68,26,72,22,74,11,75,26,92,6,79,24,81,14,0,8,0,3,[]
409,13,92,50,26,77,46,53,26,72,22,73,11,75,26,92,7,79,24,91,6,0,8,0,3,[]
410,33,89,41,17,78,55,48,25,72,22,79,16,75,26,85,20,79,24,89,8,0,8,0,3,[]
411,47,88,38,15,76,57,2,96,72,22,81,23,75,26,84,22,79,24,84,18,0,8,0,3,[]
412,55,82,2,96,2,97,8,94,72,22,89,31,75,26,75,20,79,24,84,29,0,8,0,3,[]
413,60,83,18,87,10,84,24,83,72,22,90,35,75,26,64,16,79,24,88,35,0,8,0,3,[]
414,67,78,32,80,23,73,37,75,72,22,89,47,75,26,61,8,79,24,79,35,0,8,0,3,[]
415,83,78,42,70,34,65,48,68,16,86,83,51,95,4,72,6,79,24,72,33,0,8,0,3,[]
416,90,68,52,64,44,57,57,64,27,75,83,51,82,19,85,6,79,24,75,22,0,8,0,3,[]
417,84,58,67,63,56,50,72,63,36,66,82,48,71,28,89,16,95,10,69,27,0,8,0,3,[]
418,88,50,76,55,69,49,79,56,45,57,81,35,68,32,87,31,79,16,69,32,0,8,0,3,[]
419,83,49,68,46,71,40,88,51,59,50,86,22,67,34,91,41,70,23,74,34,0,8,0,3,[]
420,75,44,70,41,69,40,92,50,71,48,93,7,80,35,92,37,80,32,79,34,0,8,0,3,[]
421,75,42,66,33,79,48,90,48,82,48,78,10,82,35,92,35,78,29,81,34,0,8,0,3,[]
422,67,32,69,33,80,39,92,42,88,51,65,9,73,27,88,31,76,27,76,28,0,8,0,3,[]
423,71,26,72,30,84,34,90,36,90,41,69,10,83,25,89,20,77,25,77,24,0,8,0,3,[]
424,72,20,77,29,91,34,92,34,88,35,70,7,86,23,93,8,87,24,84,25,0,8,0,3,[]
425,73,14,81,29,86,36,93,37,92,34,80,14,92,26,94,11,90,27,87,26,0,8,0,3,[]
426,83,22,84,25,92,26,93,27,91,26,90,20,93,19,88,17,90,21,90,21,0,9,0,3,['35:27 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']
427,84,26,90,28,92,29,94,28,91,27,88,21,94,22,87,23,94,19,89,21,0,9,0,3,[]
428,86,26,92,24,94,26,95,27,91,28,91,27,94,20,90,20,89,19,93,18,0,9,0,3,[]
429,93,29,93,24,93,31,94,30,92,32,94,27,95,7,92,25,92,23,92,22,0,9,0,3,['35:45 VGPuff(³Í½äÖ®¼ý) »÷É±ÁË BLGMeteor(½âÍÑÕß)']
430,92,22,93,24,93,21,94,25,93,28,94,27,94,9,94,17,93,18,93,20,0,9,0,3,"['35:46 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË VGCube(ÐÉºìÊÕ¸îÕß)', '35:48 VGPuff(³Í½äÖ®¼ý) »÷É±ÁË BLGXinMo(¸¥À×¶û×¿µÂÖ®ÐÄ)']"
431,93,21,93,24,93,20,92,23,93,28,94,27,94,22,94,6,94,18,92,16,0,9,0,3,"['35:52 BLGADD(°µÒá½£Ä§) »÷É±ÁË VGPuff(³Í½äÖ®¼ý)', '35:53 BLGADD(°µÒá½£Ä§) »÷É±ÁË VGSouthwind(ºÓÁ÷Ö®Íõ)', '35:55 BLGJinjiao(Ì½ÏÕ¼Ò) »÷É±ÁË VGAix(µÂ°î×Ü¹Ü)']"
432,85,13,93,24,87,16,86,17,93,28,94,27,94,22,94,7,94,18,92,16,0,10,0,3,['36:0 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']
433,89,9,93,24,90,13,87,9,93,28,94,27,94,22,90,9,94,18,92,16,0,11,0,3,"['36:2 BLGJinjiao(Ì½ÏÕ¼Ò) »÷ÆÆÁË·ÀÓùËþ', '36:5 BLGJinjiao(Ì½ÏÕ¼Ò) »÷É±ÁË VGJay(Äº¹âÐÇÁé)']"
434,90,10,93,24,90,14,88,8,93,28,94,27,94,22,90,9,94,18,92,16,0,11,0,3,[]
435,90,10,93,24,90,14,85,10,93,28,94,27,94,22,90,9,94,18,92,16,0,11,0,3,[]
436,90,10,93,24,90,14,85,10,93,28,94,27,94,22,90,9,94,18,92,16,0,11,0,3,['36:20 BLG »ñÊ¤']
