,EDGJinoo, ,EDGJiejie, ,EDGScout, ,EDGHope, ,EDGMeiko, ,WEPoss, ,WEbeishang, ,WExiye, ,WEMystic, ,WEMissing, ,blue_economics,blue_towers,red_economics,red_towers,captions
221,60,69,40,61,40,60,37,63,38,60,46,58,41,59,39,57,36,60,40,60,0,2,0,3,"['18:22 WEPoss(ÎÞË«½£¼§) »÷É±ÁË EDGScout(ÑÒÈ¸)', '18:25 EDGHope(Õ½ÕùÅ®Éñ) »÷É±ÁË WEMissing(Å£Í·Çõ³¤)']"
222,2,96,39,62,40,60,36,59,37,62,49,54,44,57,36,60,36,60,40,60,0,2,0,3,['18:29 EDGHope(Õ½ÕùÅ®Éñ) »÷É±ÁË WExiye(Íò»¨Í¨Áé)']
223,44,55,42,57,40,60,41,58,40,60,57,43,52,46,36,60,36,60,40,60,0,2,0,3,[]
224,50,45,46,54,40,60,47,52,46,51,64,36,65,41,36,60,36,60,40,60,0,2,0,3,[]
225,54,32,56,46,40,60,55,44,56,55,62,39,72,41,36,60,36,60,40,60,0,2,0,3,[]
226,61,37,58,44,40,60,55,42,56,50,64,40,66,45,36,60,94,5,40,60,0,2,0,3,[]
227,64,40,64,39,40,60,60,38,63,39,63,37,63,39,36,60,87,16,40,60,0,2,0,3,[]
228,66,40,66,40,4,94,59,36,66,43,62,33,63,38,36,60,76,26,94,6,0,2,0,3,['18:56 EDGJinoo(°µÒá½£Ä§) »÷É±ÁË WEbeishang(ÁÝ¶¬Ö®Å­)']
229,58,43,56,47,10,81,55,45,66,55,61,37,63,38,36,60,65,35,84,17,0,2,0,3,[]
230,52,51,48,56,20,74,47,54,54,63,56,45,63,38,90,6,56,43,73,28,0,2,0,3,[]
231,42,59,45,66,20,64,40,61,43,68,57,42,63,38,73,7,49,43,59,33,0,2,0,3,[]
232,41,64,46,65,18,49,42,67,43,68,57,42,63,38,58,8,45,53,47,38,0,2,0,3,[]
233,40,69,45,69,20,45,46,74,4,95,94,6,63,38,43,10,43,57,46,52,0,2,0,3,[]
234,37,76,45,79,22,54,45,72,5,94,89,20,63,38,35,8,41,61,41,61,0,2,0,3,[]
235,38,75,36,75,30,60,41,71,15,88,81,34,92,10,21,11,40,68,40,71,0,2,0,3,['19:35 WEMystic(ÄæÓð) »÷É±ÁË EDGHope(Õ½ÕùÅ®Éñ)']
236,31,81,31,67,31,67,41,71,24,77,80,48,82,21,19,14,42,67,42,67,0,2,0,3,[]
237,31,81,26,66,29,66,41,71,31,67,75,54,71,30,18,16,51,62,50,61,0,2,0,3,[]
238,5,96,26,66,18,56,41,71,29,65,75,57,71,41,21,28,43,57,43,56,0,2,0,3,[]
239,8,94,6,91,22,65,41,71,29,68,74,71,67,41,22,43,39,53,39,54,0,2,0,3,[]
240,14,89,13,81,36,62,41,71,37,64,71,84,56,46,14,36,31,50,28,51,0,2,0,3,[]
241,26,87,18,70,36,63,41,71,37,61,68,91,43,51,13,36,31,50,26,56,0,2,0,3,[]
242,39,90,11,60,26,66,41,71,36,63,59,84,31,51,21,38,45,52,27,52,0,2,0,3,[]
243,48,91,8,50,15,63,10,84,25,65,57,82,37,41,35,41,45,53,40,53,0,2,0,3,[]
244,52,90,8,53,16,54,22,73,19,63,58,83,51,36,43,52,41,57,42,57,0,2,0,3,[]
245,52,89,20,52,10,49,32,66,33,64,60,86,53,34,49,60,41,56,39,54,0,2,0,3,[]
246,51,85,25,58,19,51,34,64,34,64,64,91,49,21,61,62,49,47,31,45,0,2,0,3,[]
247,53,84,26,58,23,56,31,67,32,64,63,91,43,17,61,58,51,46,42,35,0,2,0,3,[]
248,60,91,30,60,33,59,33,60,38,59,77,86,42,16,61,58,94,4,43,34,0,2,0,3,[]
249,58,91,41,56,39,53,37,60,41,57,87,74,43,17,88,8,93,4,95,4,0,2,0,3,[]
250,58,91,42,57,37,57,40,59,41,54,84,61,48,21,75,21,81,16,79,15,0,2,0,3,[]
251,58,92,42,59,37,57,37,62,41,61,84,58,49,27,65,33,69,25,68,27,0,2,0,3,[]
252,58,92,2,96,14,86,42,66,41,61,86,64,54,31,54,43,57,23,55,32,0,2,0,3,[]
253,15,90,19,89,26,75,39,62,16,87,85,78,46,34,46,51,49,33,40,36,0,2,0,3,[]
254,29,88,30,81,38,66,39,61,28,75,82,85,37,41,42,44,40,41,33,40,0,2,0,3,[]
255,43,90,40,72,38,61,38,63,37,64,78,85,35,48,34,37,32,46,23,47,0,2,0,3,[]
256,57,90,50,65,38,56,41,58,45,58,72,84,37,43,46,46,38,43,22,47,0,2,0,3,[]
257,51,83,43,57,36,57,39,59,39,58,74,88,48,51,48,52,47,50,23,50,0,2,0,3,[]
258,55,76,39,58,32,59,39,59,31,57,69,89,57,62,54,56,49,53,32,45,0,2,0,3,[]
259,55,76,46,56,43,68,40,62,41,58,68,91,57,64,57,66,56,56,40,45,0,2,0,3,[]
260,57,72,51,61,49,68,48,67,52,60,70,81,64,63,64,61,62,62,44,45,0,2,0,3,[]
261,60,62,57,65,57,64,56,67,57,65,65,77,70,62,72,65,71,67,57,49,0,2,0,3,[]
262,64,57,61,60,57,55,54,57,59,58,60,73,67,65,69,62,72,66,60,58,0,2,0,3,[]
263,66,58,56,57,57,58,57,58,60,61,57,66,66,60,67,55,66,59,64,58,0,2,0,3,[]
264,65,63,59,63,56,55,58,57,66,59,58,63,66,59,63,57,68,57,65,61,0,2,0,3,['21:58 WEMystic(ÄæÓð) »÷É±ÁË EDGJinoo(°µÒá½£Ä§)']
265,65,63,56,56,57,55,56,55,66,59,57,60,61,57,62,52,65,57,59,56,0,2,0,3,['22:2 WExiye(Íò»¨Í¨Áé) »÷É±ÁË EDGMeiko(Éîº£Ì©Ì¹)']
266,65,63,44,58,57,55,42,56,66,59,46,54,48,55,47,54,53,57,47,56,0,2,0,3,['22:6 WEMystic(ÄæÓð) »÷É±ÁË EDGScout(ÑÒÈ¸)']
267,65,63,49,66,57,55,39,59,66,59,37,50,42,46,43,48,43,47,44,50,0,2,0,3,[]
268,65,63,59,71,57,55,47,59,66,59,34,43,33,34,38,38,33,37,40,40,0,2,0,3,[]
269,65,63,65,71,57,55,49,58,66,59,48,49,32,31,33,35,31,33,50,51,0,2,0,3,[]
270,65,63,68,68,57,55,46,55,66,59,57,57,32,31,37,38,32,32,56,57,0,2,0,3,[]
271,65,63,70,77,57,55,42,57,66,59,67,66,32,32,50,45,31,31,59,71,0,2,0,3,[]
272,65,63,68,79,57,55,40,65,3,96,61,62,33,31,57,49,29,32,62,69,0,2,0,3,['22:39 WE »÷É±ÁË´óÁú']
273,19,94,55,76,57,55,41,66,13,91,63,63,95,4,95,4,28,33,63,70,0,2,0,3,[]
274,35,93,45,67,4,83,44,68,28,82,95,6,88,19,81,16,93,7,73,62,0,2,0,3,[]
275,48,92,44,69,5,65,43,68,32,70,86,24,81,33,70,28,85,18,95,4,0,2,0,3,[]
276,60,92,54,77,5,49,43,68,38,64,70,29,75,43,61,40,74,28,91,11,0,2,0,3,[]
277,62,87,57,83,5,33,14,90,32,53,56,34,76,46,52,49,66,40,78,25,0,2,0,3,[]
278,73,87,57,84,10,22,25,79,35,61,50,34,75,59,61,60,67,54,67,37,0,2,0,3,[]
279,76,89,56,84,11,26,31,67,33,64,39,27,67,69,70,67,67,66,66,53,0,2,0,3,[]
280,62,87,59,85,15,39,30,60,32,64,42,18,59,68,82,78,62,63,59,62,0,2,0,3,['23:17 WE »÷É±ÁË»ðÁú']
281,52,77,59,85,18,45,32,61,32,64,39,14,55,58,77,78,56,59,50,60,0,2,0,3,[]
282,45,72,11,83,22,45,34,64,8,91,33,8,55,55,70,79,50,51,49,51,0,2,0,3,[]
283,47,76,28,80,19,52,34,65,18,78,32,7,57,69,77,80,41,52,47,52,0,2,0,3,[]
284,47,79,39,76,18,51,32,67,31,67,19,12,56,75,83,82,40,55,43,59,0,2,0,3,[]
285,46,79,44,79,26,59,34,64,37,63,14,20,53,67,73,87,42,55,39,52,0,2,0,3,[]
286,49,84,45,79,31,55,38,64,41,65,11,32,57,73,70,88,48,51,53,45,0,2,0,3,[]
287,54,90,44,78,29,65,39,66,41,75,8,41,52,76,62,90,48,52,51,48,0,2,0,3,[]
288,55,91,50,81,29,68,35,64,44,79,7,52,55,76,67,88,40,57,42,57,0,2,0,3,[]
289,49,89,40,74,20,61,31,68,38,71,8,54,50,77,55,84,35,60,38,62,0,2,0,3,[]
290,50,84,33,60,33,61,34,64,38,64,8,56,46,73,47,74,41,57,37,64,0,2,0,4,['24:8 WEPoss(ÎÞË«½£¼§) »÷ÆÆÁË·ÀÓùËþ']
291,45,71,35,65,35,63,35,64,37,62,9,63,44,67,45,64,41,57,40,62,0,2,0,4,[]
292,45,68,37,66,32,64,37,66,36,65,9,65,47,65,49,65,41,57,47,58,0,2,0,4,[]
293,47,68,41,67,17,67,31,66,30,66,6,70,50,67,50,67,44,58,51,50,0,2,0,4,[]
294,48,81,41,66,12,71,36,65,34,64,6,69,48,66,51,66,41,58,41,60,0,2,0,4,[]
295,48,82,32,69,13,76,31,67,31,66,6,74,43,68,42,67,36,60,39,61,0,2,0,5,['24:32 WE »÷ÆÆÁË·ÀÓùËþ']
296,33,77,21,66,14,71,24,66,22,65,6,65,28,67,30,67,31,64,31,64,0,2,0,5,[]
297,25,71,23,71,20,70,18,70,19,67,19,65,21,65,22,65,23,67,20,66,0,2,0,6,['24:42 WE »÷ÆÆÁË·ÀÓùËþ']
298,27,68,25,68,18,73,16,69,17,68,24,71,22,67,20,71,22,66,20,64,0,2,0,6,"['24:46 WEPoss(ÎÞË«½£¼§) »÷É±ÁË EDGMeiko(Éîº£Ì©Ì¹)', '24:47 WEPoss(ÎÞË«½£¼§) »÷É±ÁË EDGHope(Õ½ÕùÅ®Éñ)', '24:48 WEPoss(ÎÞË«½£¼§) »÷É±ÁË EDGScout(ÑÒÈ¸)', '24:50 WEMystic(ÄæÓð) »÷É±ÁË EDGJiejie(Ã¤É®)']"
299,28,67,25,68,18,73,16,69,17,68,18,74,20,71,11,68,19,66,18,66,0,2,0,6,['24:51 WEPoss(ÎÞË«½£¼§) »÷É±ÁË EDGJinoo(°µÒá½£Ä§)']
300,28,67,25,68,18,73,16,69,17,68,10,76,10,76,9,73,10,72,9,74,0,2,0,6,[]
301,28,67,25,68,18,73,16,69,17,68,10,85,12,85,13,83,12,82,13,84,0,2,0,6,[]
302,28,67,25,68,18,73,16,69,17,68,13,89,13,90,13,84,14,86,12,89,0,2,0,8,"['25:6 WE »÷ÆÆÁË·ÀÓùËþ', '25:9 WEMystic(ÄæÓð) »÷ÆÆÁË·ÀÓùËþ']"
303,28,67,25,68,18,73,16,69,17,68,11,91,12,91,13,85,13,90,13,90,0,2,0,8,[]
304,28,67,25,68,18,73,16,69,17,68,11,91,12,91,13,85,13,90,13,90,0,2,0,8,['25:20 WE »ñÊ¤']
