,OMGCurse, ,OMGPenguin, ,OMGicon, ,OMGkRYST4L, ,OMGHudie, ,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,blue_economics,blue_towers,red_economics,red_towers,captions
242,57,64,61,62,32,38,55,53,55,55,15,18,66,58,72,50,67,52,66,55,34093,2,32457,2,[]
243,67,69,68,62,34,38,51,48,56,55,17,19,64,50,77,52,78,50,68,51,34204,2,32739,2,[]
244,67,71,66,68,36,42,57,55,66,57,25,25,67,42,72,48,88,49,67,47,34256,2,32909,2,[]
245,67,69,66,69,25,38,52,51,58,55,25,25,59,47,63,41,87,48,66,47,34472,2,32992,2,[]
246,73,73,63,62,12,35,49,48,48,52,30,22,65,53,55,44,87,48,66,47,34685,2,33158,2,['20:26 OMG 击杀了风龙']
247,66,82,60,63,11,26,40,50,42,43,30,22,65,53,55,45,76,49,60,49,34736,2,33389,2,[]
248,57,83,47,58,9,24,40,50,34,43,93,11,55,47,59,41,67,43,56,43,34901,2,33440,2,[]
249,57,84,33,59,11,20,3,96,34,43,92,22,59,37,59,41,58,34,57,41,35049,2,33491,2,[]
250,58,84,24,56,16,10,14,89,7,87,91,35,50,33,95,5,51,25,95,4,35168,2,33543,2,[]
251,66,83,19,49,16,10,24,79,21,75,90,48,41,32,79,15,48,17,89,5,35289,2,33696,2,[]
252,78,85,17,45,3,96,32,68,32,64,89,61,35,36,69,26,37,14,75,10,35361,2,33900,2,[]
253,85,80,18,45,9,94,42,58,43,54,87,58,41,30,60,36,36,12,66,19,35610,2,33950,2,[]
254,81,78,22,50,22,86,48,52,46,49,79,50,42,20,55,44,28,9,59,27,35704,2,34155,2,[]
255,81,66,39,50,32,79,43,46,45,44,74,49,43,16,58,43,39,15,56,33,35772,2,34308,2,[]
256,83,59,51,55,42,70,50,53,56,54,80,53,44,16,57,44,45,13,47,38,35884,2,34400,2,[]
257,83,59,64,57,54,63,49,53,58,56,80,53,46,16,52,47,45,13,56,44,36085,2,34492,2,[]
258,88,62,65,57,65,58,52,54,56,54,87,51,48,18,54,44,91,11,52,44,36254,2,34630,2,[]
259,89,67,65,56,65,57,56,55,58,55,91,47,48,18,51,45,80,23,54,45,36341,2,34902,2,[]
260,91,66,60,59,66,59,56,57,53,54,93,52,94,8,58,44,71,32,58,42,36521,2,34951,2,[]
261,87,66,72,62,75,58,68,62,63,57,94,51,85,19,52,45,60,40,55,46,36577,2,35066,2,[]
262,89,56,79,52,83,50,63,59,68,51,92,51,75,28,51,47,55,45,57,48,36730,2,35136,2,[]
263,90,51,85,51,87,51,50,60,65,57,90,45,81,35,49,51,65,50,68,50,36781,2,35330,2,[]
264,89,52,88,56,90,51,48,56,73,63,87,44,87,45,58,49,76,49,79,50,36868,2,35395,2,[]
265,90,62,88,61,93,61,48,53,84,65,90,57,92,58,72,50,89,55,91,59,37285,2,35448,2,[]
266,93,60,93,60,94,62,57,57,90,60,91,57,93,59,85,53,92,56,92,54,37359,3,35499,2,['22:6 OMG 击破了防御塔']
267,91,70,93,69,94,68,69,63,85,66,90,67,90,61,92,62,94,66,88,59,37411,3,37125,2,[]
268,87,77,93,69,93,69,73,69,78,73,85,79,87,66,88,66,91,68,85,66,37462,3,37218,2,"['22:16 BLGJinjiao(战争女神) 击杀了 OMGPenguin(凛冬之怒)', '22:18 BLGJinjiao(战争女神) 击杀了 OMGicon(符文法师)', '22:18 BLGADD(祖安狂人) 击杀了 OMGCurse(无双剑姬)']"
269,87,77,93,69,93,69,62,63,66,65,79,74,76,62,77,62,80,65,76,62,37514,3,37298,2,[]
270,87,77,93,69,93,69,51,53,54,55,71,68,62,61,65,61,68,61,66,62,37672,3,37349,2,[]
271,87,77,93,69,93,69,47,47,45,47,60,60,52,56,54,54,57,55,55,54,37813,3,37494,2,[]
272,87,77,93,69,93,69,35,42,35,40,50,51,43,46,43,46,48,48,44,47,37866,3,37637,2,[]
273,87,77,93,69,93,69,32,48,26,37,39,42,33,37,35,39,38,40,33,41,37961,3,37688,2,[]
274,87,77,93,69,93,69,34,43,25,38,31,33,32,32,30,32,31,33,31,32,38035,3,37769,2,[]
275,87,77,6,89,93,69,35,38,30,39,32,30,31,31,30,29,34,29,31,31,38118,3,37820,2,[]
276,87,77,14,73,93,69,33,35,29,36,32,30,34,30,30,29,34,28,31,28,38191,3,37871,2,[]
277,2,96,17,59,43,39,33,38,28,37,32,32,32,29,30,30,35,31,31,34,38266,3,39449,2,['23:4 BLG 击杀了大龙']
278,25,30,25,50,40,41,32,43,31,43,32,38,38,37,40,36,35,37,38,37,38317,3,39501,2,[]
279,39,37,37,41,41,39,38,40,38,43,36,36,49,34,50,34,47,33,50,33,38839,3,39601,2,['23:14 OMGCurse(无双剑姬) 击杀了 BLGADD(祖安狂人)']
280,53,33,57,34,56,31,57,32,44,37,36,36,58,33,60,35,58,34,60,34,39798,3,39647,2,[]
281,60,37,59,35,57,40,57,38,54,44,36,36,73,27,72,30,59,38,71,30,39960,3,39699,2,['23:21 OMGkRYST4L(虚空之女) 击杀了 BLGJinjiao(战争女神)']
282,52,28,57,28,51,45,51,48,51,46,36,36,85,18,94,4,59,38,95,4,40086,3,39752,2,[]
283,56,22,62,23,56,41,56,43,56,42,36,36,93,7,80,17,59,38,86,17,40200,3,39805,2,[]
284,62,22,62,23,64,41,62,40,61,40,36,36,87,16,71,27,59,38,73,27,40753,4,40202,2,['23:39 OMGkRYST4L(虚空之女) 击破了防御塔']
285,64,24,66,27,65,38,63,32,67,36,36,36,75,27,70,30,59,38,67,31,40832,4,40405,2,['23:44 BLGKuro(发条魔灵) 击杀了 OMGHudie(堕落天使)']
286,66,32,67,29,68,35,67,34,67,36,36,36,69,29,71,28,59,38,68,31,41420,4,40928,2,['23:50 OMGicon(符文法师) 击杀了 BLGXinMo(深海泰坦)']
287,63,33,67,29,63,39,61,36,67,36,36,36,65,33,69,33,59,38,68,31,42036,4,41085,2,['23:51 BLGMeteor(巨魔之王) 击杀了 OMGPenguin(凛冬之怒)']
288,59,41,67,29,60,43,58,40,67,36,95,4,65,37,67,36,59,38,68,31,42087,5,41137,2,['23:57 OMGkRYST4L(虚空之女) 击破了防御塔']
289,56,55,67,29,54,54,50,48,67,36,40,45,60,39,56,42,59,38,68,31,42138,5,41260,2,[]
290,52,64,67,29,52,62,56,59,67,36,52,56,55,50,52,52,95,4,68,31,42202,5,41311,2,[]
291,48,68,67,29,45,69,53,66,67,36,54,65,55,63,56,62,55,49,68,31,42356,5,42133,2,[]
292,49,74,67,29,38,65,52,67,2,96,47,59,45,58,47,58,45,55,68,31,42408,5,42256,2,['24:17 BLGKuro(发条魔灵) 击杀了 OMGkRYST4L(虚空之女)']
293,51,74,67,29,29,68,52,67,8,93,39,58,39,56,42,57,41,55,68,31,42559,5,42909,2,[]
294,54,83,67,29,29,69,52,67,23,81,36,65,33,60,35,62,36,62,92,11,42640,5,42961,3,['24:26 BLGJinjiao(战争女神) 击破了防御塔']
295,54,83,14,89,22,76,52,67,27,76,32,67,32,67,31,66,32,64,80,23,42786,5,43564,3,[]
296,42,80,22,76,22,76,52,67,25,78,29,72,25,69,26,70,27,69,71,31,42881,5,43636,4,['24:37 BLGKuro(发条魔灵) 击破了防御塔']
297,28,82,17,73,19,77,52,67,19,79,24,76,26,74,25,71,29,72,62,39,42955,5,44050,4,[]
298,35,79,22,71,21,74,52,67,25,78,30,72,31,70,31,71,28,69,53,48,43138,5,44103,5,['24:48 BLGKuro(发条魔灵) 击破了防御塔']
299,46,80,30,66,20,70,52,67,31,74,42,67,42,60,43,67,40,61,47,56,43189,5,44153,5,[]
300,53,91,36,63,20,70,4,95,33,64,54,65,48,60,55,66,49,58,56,61,43252,5,44204,5,[]
301,53,94,26,59,5,93,20,83,32,65,62,61,95,5,63,62,56,49,64,61,43337,5,44382,5,[]
302,57,94,25,57,12,77,29,72,28,70,64,57,84,21,65,57,56,49,65,57,43562,5,44432,5,[]
303,55,94,24,50,17,64,36,65,36,61,64,57,81,35,90,12,93,7,65,57,43613,5,44486,5,[]
304,3,96,21,47,19,50,45,58,45,56,90,13,80,48,83,28,81,22,93,10,43794,5,44536,5,[]
305,24,95,17,44,17,43,52,60,47,54,79,25,76,46,80,41,71,32,81,22,43915,5,44616,5,[]
306,40,94,18,46,11,32,46,51,47,47,69,34,74,47,77,51,61,41,71,31,44227,5,44755,5,[]
307,54,93,27,50,12,22,46,47,40,40,60,44,67,54,76,53,54,47,64,38,44358,5,45080,5,[]
308,65,91,34,41,13,22,35,38,33,35,55,54,67,67,72,64,53,46,53,45,44653,5,45209,5,[]
309,66,92,41,36,20,15,40,38,41,38,55,65,67,68,73,70,51,54,51,54,44809,5,45259,5,[]
310,52,92,41,28,33,9,42,26,52,36,57,76,67,68,81,79,48,55,48,56,44861,5,45485,5,[]
311,42,88,46,26,37,10,43,25,52,25,54,66,67,68,87,76,45,58,43,57,45089,5,45821,5,[]
312,30,86,48,26,37,11,45,24,52,25,42,70,67,68,83,78,39,65,39,66,45240,5,45913,5,[]
313,23,76,52,35,37,11,45,24,10,91,41,77,67,68,81,82,42,70,33,73,45425,5,46008,5,[]
314,27,69,52,33,4,97,45,24,25,80,51,84,67,68,73,87,49,80,43,78,45650,5,46160,5,[]
315,28,71,52,33,15,95,11,94,35,89,51,85,70,69,60,90,57,85,49,83,45702,5,46232,5,['26:13 BLG 击杀了土龙']
316,30,84,4,96,29,93,27,94,40,91,48,90,69,80,50,89,50,92,50,89,45778,5,46456,5,[]
317,32,91,15,95,34,92,36,92,36,90,46,88,57,85,48,91,50,93,46,92,45829,5,47118,6,['26:24 BLGKuro(发条魔灵) 击破了防御塔']
318,26,91,29,92,26,91,29,92,29,86,36,92,46,90,37,92,39,91,37,88,45924,5,47171,6,[]
319,30,85,26,95,29,90,26,91,26,88,34,94,34,92,34,93,37,89,36,92,46139,5,47282,6,[]
320,28,81,27,94,27,92,25,88,25,94,36,92,35,89,36,93,38,89,38,89,46205,5,47333,6,[]
321,29,72,27,91,26,95,30,85,28,85,36,92,35,91,37,93,37,90,37,90,46258,5,47579,6,[]
322,28,84,28,89,29,93,31,89,27,89,42,91,39,88,41,92,41,91,49,94,46491,5,47629,6,[]
323,25,70,35,90,36,92,34,89,19,91,53,86,47,78,52,94,54,90,52,94,46586,5,47680,6,[]
324,18,57,29,79,36,93,30,80,5,96,59,85,47,65,52,94,64,83,52,94,46638,5,47745,6,[]
325,22,42,34,68,38,92,31,67,17,86,59,85,49,65,88,6,73,74,84,11,46690,5,47887,6,[]
326,23,28,34,67,39,91,39,58,28,72,82,6,52,63,71,11,75,61,74,22,46856,5,47943,6,[]
327,28,16,40,62,50,92,45,51,36,59,65,7,54,53,63,18,78,53,65,33,46978,5,48081,6,[]
328,33,8,44,67,47,93,51,49,47,48,52,8,55,45,56,29,70,48,58,37,47329,5,48150,6,[]
329,30,10,57,63,53,93,48,52,45,52,39,9,53,44,55,30,62,42,54,44,47445,5,48490,6,[]
330,19,17,68,64,66,90,43,54,47,54,30,10,50,40,60,26,54,44,51,46,47634,5,48830,6,[]
331,11,32,66,67,78,85,49,54,46,56,18,11,41,33,49,34,57,39,44,38,47858,5,48946,6,[]
332,11,34,73,66,80,85,51,55,53,55,19,11,33,38,45,39,57,39,40,38,48058,5,49145,6,[]
333,3,95,76,58,88,75,56,55,57,56,18,17,31,36,42,32,94,4,51,33,48109,5,49213,6,[]
334,5,76,85,58,90,62,55,52,52,56,24,27,95,4,44,21,80,17,53,30,48265,5,49265,6,[]
335,14,64,84,59,91,58,55,50,57,54,25,28,84,11,47,16,70,27,60,34,48560,5,49406,6,[]
336,24,57,85,57,93,54,55,50,55,53,95,7,78,25,46,15,62,34,63,36,48741,5,49638,6,[]
337,22,53,85,57,93,54,51,54,43,46,92,26,67,32,51,26,61,35,61,38,48794,5,49947,6,[]
338,15,43,2,98,15,94,42,44,36,40,90,31,54,32,47,32,61,37,54,42,48991,5,50131,6,[]
339,13,35,5,93,32,92,32,44,29,36,83,34,48,38,47,36,55,41,53,46,49098,5,50183,6,[]
340,8,29,16,78,46,90,31,51,20,37,89,41,45,46,42,40,45,45,45,50,49254,5,50306,6,[]
341,9,22,28,69,52,85,31,51,20,37,90,46,45,53,45,50,46,52,45,56,49402,5,50663,6,[]
342,8,17,32,66,45,80,15,89,5,94,88,55,37,43,38,43,40,43,38,51,49455,5,50714,6,[]
343,8,17,31,67,34,74,25,75,21,80,87,67,30,35,30,35,33,36,41,45,49506,5,50826,6,[]
344,18,94,32,68,30,66,33,69,31,68,89,73,27,36,31,32,34,36,33,37,49752,5,51047,6,[]
345,34,92,38,65,29,67,39,61,37,63,85,77,41,36,21,23,45,36,41,39,49804,5,51188,6,[]
346,50,92,41,58,2,96,47,53,42,54,77,70,47,36,19,16,47,37,46,39,49855,5,51462,6,[]
347,65,91,37,50,11,82,41,56,40,54,76,57,49,49,24,26,49,42,50,44,50039,5,51573,6,[]
348,74,88,32,53,17,69,41,59,38,58,77,51,45,51,31,36,46,48,46,51,50162,5,51745,6,[]
349,82,83,33,64,19,61,36,63,33,65,67,50,34,49,32,47,39,51,40,57,50420,5,51826,6,[]
350,81,81,35,65,29,68,38,64,39,63,54,48,32,36,31,37,32,41,44,49,50610,5,51877,6,[]
351,71,68,44,57,40,60,45,57,43,56,42,42,32,31,30,32,30,33,35,41,50662,5,51928,6,[]
352,61,59,41,45,43,48,42,45,43,48,33,35,32,31,30,32,30,33,30,37,50717,5,51979,6,[]
353,50,50,34,31,35,38,36,36,35,36,33,31,33,31,31,31,31,30,32,33,50875,5,53570,6,['29:25 BLG 击杀了大龙']
354,49,47,42,34,39,43,43,38,39,37,34,36,34,38,32,37,33,36,32,33,51038,5,53638,6,[]
355,50,45,51,37,47,44,49,46,43,36,42,40,48,39,38,38,42,38,41,40,51089,5,54120,6,[]
356,57,49,58,28,54,46,58,48,43,36,50,46,52,42,45,43,46,44,49,48,51141,5,54171,6,['29:36 BLGMeteor(巨魔之王) 击杀了 OMGHudie(堕落天使)']
357,65,56,60,24,66,54,66,54,43,36,62,51,64,51,56,49,58,50,57,50,51646,5,54223,6,[]
358,66,56,64,26,68,51,67,56,43,36,67,51,66,54,62,50,62,51,65,51,51732,5,54276,6,['29:48 OMGCurse(无双剑姬) 击杀了 BLGMeteor(巨魔之王)']
359,65,51,63,37,66,49,61,51,43,36,60,44,66,54,57,44,57,43,58,45,51813,5,54327,6,[]
360,66,37,61,34,64,37,60,39,43,36,61,35,66,54,58,33,58,33,60,37,52354,5,54829,6,[]
361,59,34,58,34,60,33,58,35,43,36,58,27,66,54,62,24,63,22,59,35,52524,5,54879,6,"['30:3 BLGJinjiao(战争女神) 击杀了 OMGkRYST4L(虚空之女)', '30:3 OMGkRYST4L(虚空之女) 击杀了 BLGXinMo(深海泰坦)']"
362,72,42,67,36,68,34,58,35,43,36,68,26,66,54,67,20,74,17,59,35,52678,5,54930,6,[]
363,77,46,75,44,57,41,58,35,43,36,67,31,66,54,93,5,72,24,59,35,52730,5,55178,6,[]
364,89,56,83,56,57,43,58,35,3,95,69,32,66,54,82,20,95,4,59,35,52941,5,55229,6,[]
365,88,55,83,59,51,48,58,35,5,94,90,17,66,54,81,35,95,4,59,35,53384,5,55281,6,[]
366,87,61,81,66,45,49,58,35,5,94,81,31,66,54,82,45,91,8,59,35,53436,5,55332,6,[]
367,87,71,67,67,33,49,58,35,18,78,80,42,66,54,81,38,77,19,59,35,53490,5,55467,6,[]
368,87,71,51,67,24,45,58,35,32,74,77,52,89,19,86,35,73,26,59,35,53672,5,55781,6,[]
369,2,96,45,66,25,38,58,35,43,68,79,50,76,27,81,38,69,30,59,35,53805,5,55834,6,[]
370,14,85,39,65,27,37,58,35,39,63,89,47,66,38,79,48,63,37,92,9,53982,5,56098,6,[]
371,22,74,26,57,17,34,18,91,39,58,90,47,63,41,69,41,57,32,80,22,54104,5,56185,6,[]
372,36,75,25,57,10,32,34,88,41,66,87,57,52,50,57,46,52,26,71,29,54314,5,56299,6,[]
373,50,76,19,48,11,27,44,82,47,66,81,66,52,52,48,50,54,30,57,33,54392,5,56560,6,[]
374,56,80,17,44,9,22,53,76,43,78,76,69,57,64,47,57,56,40,55,46,54751,5,56623,6,[]
375,51,84,20,50,8,19,51,84,40,77,84,78,53,68,49,61,49,52,49,55,54906,5,56765,6,[]
376,37,75,26,57,8,19,50,84,33,73,86,78,51,63,42,60,39,61,40,62,55002,5,56957,6,[]
377,27,76,23,59,19,85,42,82,23,73,74,78,39,62,37,62,33,64,32,67,55070,5,57066,6,[]
378,27,74,21,59,25,73,31,80,21,72,74,86,34,63,35,60,33,61,29,59,55150,5,57158,6,[]
379,32,75,22,68,25,73,27,74,28,75,74,89,40,69,34,68,37,66,31,65,55243,5,57350,6,[]
380,27,82,24,71,22,73,25,77,28,77,63,89,38,74,35,68,35,67,30,60,55447,5,57432,6,[]
381,35,92,28,79,23,79,26,80,26,85,54,86,41,78,34,64,34,65,32,61,55499,5,57685,6,[]
382,39,92,31,86,28,87,27,81,13,91,46,92,44,83,40,67,41,67,42,69,55553,5,57875,6,[]
383,31,94,28,83,25,89,28,87,7,95,40,92,38,90,41,81,41,80,41,80,55605,5,57926,6,[]
384,26,94,28,89,27,92,29,95,26,87,33,88,33,93,35,89,35,89,36,88,55699,5,57979,6,[]
385,24,87,26,86,23,90,25,96,26,83,31,93,32,93,33,87,32,93,31,92,55750,5,58330,6,[]
386,21,82,21,86,20,90,18,91,17,88,25,94,25,91,27,89,26,93,27,88,55866,5,58544,7,['32:7 BLGXinMo(深海泰坦) 击破了防御塔']
387,22,74,18,83,17,87,19,78,19,80,26,88,25,83,28,86,26,88,27,83,56079,5,58736,7,[]
388,15,78,12,81,20,88,18,87,14,83,23,80,23,79,26,78,26,79,22,81,56146,5,58989,7,[]
389,15,82,14,85,13,89,15,90,14,92,23,87,21,87,23,86,23,85,22,86,56219,5,59042,7,[]
390,17,81,15,84,12,87,12,91,11,94,20,86,18,90,19,91,21,91,21,87,56327,5,59094,7,[]
391,22,80,19,82,9,84,5,94,7,96,21,86,15,89,18,90,18,89,20,87,56483,5,59393,8,['32:35 BLGKuro(发条魔灵) 击破了防御塔']
392,13,82,20,83,12,89,8,92,16,89,19,82,20,83,23,81,23,82,19,83,56578,5,60095,8,[]
393,13,82,21,82,13,90,17,94,13,90,19,87,18,85,20,87,20,84,20,88,56654,5,60444,8,['32:41 BLGJinjiao(战争女神) 击杀了 OMGPenguin(凛冬之怒)']
394,14,81,21,82,8,91,11,92,12,93,15,88,13,83,18,87,15,82,14,85,56737,5,61144,8,[]
395,18,81,21,82,17,80,20,79,18,87,19,81,18,81,20,82,19,83,19,80,57488,5,61685,8,"['32:54 BLGJinjiao(战争女神) 击杀了 OMGCurse(无双剑姬)', '32:55 OMGkRYST4L(虚空之女) 击杀了 BLGJinjiao(战争女神)']"
396,18,81,21,82,20,81,19,78,24,83,22,82,21,80,22,78,19,83,21,81,57563,5,61989,8,['32:57 BLGXinMo(深海泰坦) 击杀了 OMGkRYST4L(虚空之女)']
397,18,81,21,82,19,82,19,78,30,82,21,82,18,83,18,79,19,83,20,81,57616,5,62581,9,"['33:3 BLG 击破了防御塔', '33:5 BLGKuro(发条魔灵) 击杀了 OMGicon(符文法师)']"
398,18,81,21,82,19,82,19,78,24,78,12,85,13,88,13,84,19,83,13,86,57668,5,62805,9,[]
399,18,81,21,82,19,82,19,78,26,71,12,86,10,92,12,85,19,83,13,86,57712,5,63317,9,['33:14 BLGADD(祖安狂人) 击杀了 OMGHudie(堕落天使)']
400,18,81,21,82,19,82,19,78,,0,12,86,10,92,12,85,19,83,13,86,57716,5,63326,9,[]
401,18,81,21,82,19,82,19,78,,0,12,86,10,92,12,85,19,83,13,86,57716,5,63326,9,['33:25 BLG 获胜']
